latitude,longitude,CoastType,CVI,Name_closest,Notes_closest,Info_closest,Wave_NC,Wave_Atlantic,Current
55.5,-7.25,Gravel beach fronting upland (> 1 km long),No data,,,"Coastal vulnerability data are not publicly available yet. For more information please visit 
https://www.gsi.ie/en-ie/programmes-and-projects/marine-and-coastal-unit/projects/Pages/Coastal-Vulnerability-Index.aspx",3,865.09,13.9681
52.75,-6.0,Sand beach fronting upland (> 1 Km long),,,,,1,0.46,18.6275
53.25,-9.5,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",No data,,,"Coastal vulnerability data are not publicly available yet. For more information please visit 
https://www.gsi.ie/en-ie/programmes-and-projects/marine-and-coastal-unit/projects/Pages/Coastal-Vulnerability-Index.aspx",1,0.0,2.2868
52.75,-9.75,Pocket beaches (< 200 m long),No data,,,"Coastal vulnerability data are not publicly available yet. For more information please visit 
https://www.gsi.ie/en-ie/programmes-and-projects/marine-and-coastal-unit/projects/Pages/Coastal-Vulnerability-Index.aspx",1,0.0,1.6934
51.5,-8.5,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",,,,,1,0.0,1.7786
53.75,-9.5,Estuary,No data,,,"Coastal vulnerability data are not publicly available yet. For more information please visit 
https://www.gsi.ie/en-ie/programmes-and-projects/marine-and-coastal-unit/projects/Pages/Coastal-Vulnerability-Index.aspx",1,0.0,0.6982
53.25,-10.0,Pocket beaches (< 200 m long),,,,,1,0.0,1.0604
53.5,-9.75,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",No data,,,"Coastal vulnerability data are not publicly available yet. For more information please visit 
https://www.gsi.ie/en-ie/programmes-and-projects/marine-and-coastal-unit/projects/Pages/Coastal-Vulnerability-Index.aspx",1,0.0,0.8303
53.5,-9.5,Beach with rocky platform,,,,,1,0.0,1.1161
52.5,-10.0,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",,,,,1,0.0,1.3665
51.75,-10.5,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",,,,,1,0.0,0.9933
50.5,-2.25,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,2.06,14.9003
52.5,1.75,Gravel beach fronting upland (> 1 km long),Intermediate,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.28,10.7292
56.25,-5.75,Gravel beach fronting upland (> 1 km long),Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
60.0,-1.25,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
57.25,-6.0,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,3,1095.01,29.7106
59.75,-1.25,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
60.75,-1.0,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",,,,,1,25.38,771.2309
60.5,-1.0,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,26.63,902.7628
57.75,-2.25,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
57.75,-2.5,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
57.75,-2.75,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
57.75,-4.0,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
57.75,-5.75,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,140.6,444.6204
51.75,1.0,"Muddy coastline, including tidal flat, salt marsh",Intermediate,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.16,9.2805
51.75,1.25,Gravel beach fronting upland (> 1 km long),Intermediate,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.45,8.7262
51.75,0.75,"Muddy coastline, including tidal flat, salt marsh",Intermediate,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.29,9.9307
52.0,1.25,"Muddy coastline, including tidal flat, salt marsh",Intermediate,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.91,12.0349
51.5,1.0,"Muddy coastline, including tidal flat, salt marsh",Intermediate,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,1.28,10.8165
51.0,1.25,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Higher,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,1.41,9.1157
51.5,0.75,"Muddy coastline, including tidal flat, salt marsh",Higher,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.28,8.5809
50.25,-4.5,Estuary,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
50.0,-5.0,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",,,,,0,-3.402823e+38,-3.402823e+38
50.25,-5.0,Estuary,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
56.25,-3.25,"Muddy coastline, including tidal flat, salt marsh",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
57.75,-3.5,Pocket beaches (< 200 m long),Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
57.25,-5.75,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,1.03,77.8294
57.0,-5.75,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,1.22,26.6061
56.0,-5.25,Heterogeneous beach,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.0,102.1035
55.75,-5.25,Small beaches,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,5.91,79.121
56.0,-2.75,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
52.25,1.5,Gravel beach fronting upland (> 1 km long),,,,,1,0.26,8.9623
52.25,1.75,Harbor area,Intermediate,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.23,9.3674
53.0,-4.5,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
51.0,1.0,Gravel beach fronting upland (> 1 km long),Intermediate,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,1.54,10.2487
51.5,1.5,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",,,,,1,2.45,8.577
50.75,-4.75,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.0,6.5681
50.5,-5.25,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",,,,,0,-3.402823e+38,-3.402823e+38
50.75,-1.0,"Muddy coastline, including tidal flat, salt marsh",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,3,105.1,0.4552
57.5,-7.5,Pocket beaches (< 200 m long),,,,,0,-3.402823e+38,-3.402823e+38
57.5,-7.25,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
57.25,-7.5,Sand beach fronting upland (> 1 Km long),Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
57.75,-7.25,"Beach that is part of extensive non-cohesive sedimentary systems (barrier, spit, tombolo)",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
57.75,-7.5,Heterogeneous beach,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
57.75,-6.25,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
57.5,-6.25,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
57.75,-6.5,Gravel beach fronting upland (> 1 km long),,,,,0,-3.402823e+38,-3.402823e+38
56.75,-6.0,Small beaches,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
56.5,-5.25,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.85,25.1506
58.5,-3.5,Harbor area,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
58.5,-3.75,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
57.5,-6.0,Pocket beaches (< 200 m long),,,,,3,214.33,4.0131
57.5,-5.75,Small beaches,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,5.57,178.5177
58.25,-5.25,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,4.21,280.3063
57.5,-7.0,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",,,,,0,-3.402823e+38,-3.402823e+38
57.75,-7.0,Heterogeneous beach,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
57.5,-4.0,"Beach that is part of extensive non-cohesive sedimentary systems (barrier, spit, tombolo)",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,3,23.99,110.1637
58.75,-3.0,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
58.75,-3.25,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
55.0,-3.25,Estuary,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
54.25,-3.25,"Muddy coastline, including tidal flat, salt marsh",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
54.0,-3.0,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
54.25,-3.0,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
56.5,-3.25,"Muddy coastline, including tidal flat, salt marsh",,,,,0,-3.402823e+38,-3.402823e+38
56.5,-3.0,"Muddy coastline, including tidal flat, salt marsh",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
53.25,-4.5,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
53.5,-4.5,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
53.25,-4.75,Harbor area,,,,,0,-3.402823e+38,-3.402823e+38
50.0,-6.25,Small beaches,,,,,0,-3.402823e+38,-3.402823e+38
56.0,-2.25,Pocket beaches (< 200 m long),Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
56.0,-2.0,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",,,,,0,-3.402823e+38,-3.402823e+38
51.25,1.5,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Intermediate,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,2.02,8.4635
51.25,1.25,Gravel beach fronting upland (> 1 km long),Higher,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,2.68,9.5989
51.25,1.0,Gravel beach fronting upland (> 1 km long),Higher,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,3.02,10.7752
56.5,-5.75,Small beaches,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
56.0,-3.5,"Muddy coastline, including tidal flat, salt marsh",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,3,0.0,660.5635
56.0,-3.75,Coastal embankment with construction,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
60.25,-1.25,Heterogeneous beach,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,3,282.8,579.0059
54.0,-3.25,"Muddy coastline, including tidal flat, salt marsh",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
53.25,-3.75,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Intermediate,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,3,33.99,2.8134
50.75,-3.0,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.09,14.698
50.75,-2.5,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",,,,,1,16.67,52.8011
50.75,-2.25,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",,,,,1,4.49,40.6098
55.0,-3.5,Gravel beach fronting upland (> 1 km long),Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
54.75,-3.5,Gravel beach fronting upland (> 1 km long),Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
54.75,-1.25,Sand beach fronting upland (> 1 Km long),Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,8.38,65.3131
52.75,0.25,"Muddy coastline, including tidal flat, salt marsh",Intermediate,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.03,15.3678
53.0,0.0,Vegetated (‘green’) beach,Intermediate,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.85,28.3365
