latitude,longitude,CoastType,CVI,Name_closest,Notes_closest,Info_closest,Wave_NC,Wave_Atlantic,Current
57.5,-7.75,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",,,,,0,-3.402823e+38,-3.402823e+38
55.75,-6.0,Sand beach fronting upland (> 1 Km long),Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
60.5,-1.5,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,22.34,639.9442
60.25,-1.5,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,65.75,319.8551
58.5,-4.75,Heterogeneous beach,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,37.21,140.3031
58.5,-5.0,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,15.97,193.5675
55.75,-1.75,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
55.0,-1.5,Harbor area,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.84,63.857
54.5,-3.5,"Artificial shoreline (walk, dike, quay) without beach",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
59.25,-2.75,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
57.5,-6.5,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
57.25,-6.5,Small beaches,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
60.25,-1.0,Small beaches,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,3,39.02,818.0279
58.5,-4.0,Small beaches,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,2016.37,17.4543
57.5,-4.25,"Muddy coastline, including tidal flat, salt marsh",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,306.038
54.75,-4.75,"Muddy coastline, including tidal flat, salt marsh",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,3,0.18,0.55
54.75,-4.5,Small beaches,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
52.75,-4.5,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
56.0,-6.25,Beach with rocky platform,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
55.25,-6.5,Sand beach fronting upland (> 1 Km long),Higher,"McLaughlin, S., McKenna, J. and Cooper, J., 2002. Socio-economic data in coastal vulnerability indices: constraints and opportunities. Journal of Coastal Research. Special Issue, pp. 487-497.","Coastal vulnerability is calculated using the Coastal Sensitivity Index (CSI), which is based on 6 parameters: Geomorphology, coastal slope, sea-level rise, shoreline changes, mean tidal range and significant wave height",,1,8.09,599.1506
59.0,-3.5,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",,,,,0,-3.402823e+38,-3.402823e+38
57.0,-6.0,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,5.41,17.6143
57.0,-7.5,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
51.25,-3.75,Gravel beach fronting upland (> 1 km long),Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.49,15.8994
51.25,-4.0,Sand beach fronting upland (> 1 Km long),Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,6.09,27.9269
51.25,-4.25,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,10.68,28.4843
51.0,-4.5,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,2.28,17.9197
50.25,-4.25,Harbor area,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.0,5.8921
53.25,-2.75,Harbor area,Intermediate,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
60.5,-1.75,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",,,,,1,21.18,618.9966
58.25,-6.75,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
58.25,-7.5,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",,,,,0,-3.402823e+38,-3.402823e+38
58.25,-6.5,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
57.75,-8.5,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",,,,,0,-3.402823e+38,-3.402823e+38
57.0,-7.25,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",,,,,0,-3.402823e+38,-3.402823e+38
57.25,-6.25,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
57.5,-1.75,Harbor area,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
55.5,-5.25,Gravel beach fronting upland (> 1 km long),Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,29.32,39.168
51.25,-3.5,Sand beach fronting upland (> 1 Km long),Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.61,23.949
50.25,-4.0,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.0,6.1074
50.75,-1.75,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,83.68,54.0206
50.75,-2.75,Gravel beach fronting upland (> 1 km long),Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,3.37,47.3846
50.5,-2.0,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,3.74,14.5509
50.75,-2.0,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,3,18.65,114.268
50.75,0.75,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",,,,,1,0.61,7.3112
54.25,-3.5,Gravel beach fronting upland (> 1 km long),Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
53.75,-0.25,Harbor area,Intermediate,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,1.01,53.7525
53.5,-0.25,Heterogeneous beach,,,,,1,2.82,84.7411
56.25,-2.75,Small beaches,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
53.75,-0.0,"Muddy coastline, including tidal flat, salt marsh",Intermediate,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,1.5,47.2818
53.5,0.25,"Beach that is part of extensive non-cohesive sedimentary systems (barrier, spit, tombolo)",Intermediate,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,2.5,50.9641
54.0,-0.25,Sand beach fronting upland (> 1 Km long),Intermediate,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,2.73,37.9638
56.75,-2.5,"Beach that is part of extensive non-cohesive sedimentary systems (barrier, spit, tombolo)",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
57.0,-2.25,Beach with rocky platform,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
57.0,-2.0,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
57.25,-2.0,Small beaches,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
58.5,-4.5,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,76.18,84.4793
55.0,-1.25,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,1.29,73.9396
58.0,-4.0,Sand beach fronting upland (> 1 Km long),Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,3,1125.19,6.0512
59.0,-4.5,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",,,,,0,-3.402823e+38,-3.402823e+38
58.0,-7.0,Small beaches,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
58.0,-7.25,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",,,,,0,-3.402823e+38,-3.402823e+38
58.25,-6.25,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
58.5,-6.25,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,3373.47,63.9809
58.0,-5.25,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,2.27,346.7086
57.75,-4.25,"Muddy coastline, including tidal flat, salt marsh",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,3,1158.6,24.1707
58.0,-3.75,Estuary,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
58.25,-3.5,Small beaches,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
58.25,-3.25,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
58.5,-3.0,Harbor area,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
58.5,-3.25,Sand beach fronting upland (> 1 Km long),,,,,0,-3.402823e+38,-3.402823e+38
56.25,-6.25,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
56.5,-6.75,Sand beach fronting upland (> 1 Km long),,,,,0,-3.402823e+38,-3.402823e+38
53.5,-4.25,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",,,,,0,-3.402823e+38,-3.402823e+38
54.5,-0.75,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,2.85,39.8366
54.75,-1.0,Sand beach fronting upland (> 1 Km long),,,,,1,4.48,75.7946
54.25,-0.5,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,2.94,48.202
54.5,-0.5,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",,,,,1,3.97,34.183
54.0,-2.75,Heterogeneous beach,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
53.0,1.25,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Intermediate,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.58,17.9912
51.75,-5.25,Heterogeneous beach,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,9.13,22.2371
51.5,-5.0,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,2.69,17.3103
51.5,-4.25,Sand beach fronting upland (> 1 Km long),Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,9.49,36.3704
51.5,-2.75,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,3,337.83,193.3631
50.75,-0.5,Sand beach fronting upland (> 1 Km long),Intermediate,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,1.59,9.9993
55.25,-6.0,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",,,,,3,49.26,80.4363
55.25,-6.25,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Higher,"McLaughlin, S., McKenna, J. and Cooper, J., 2002. Socio-economic data in coastal vulnerability indices: constraints and opportunities. Journal of Coastal Research. Special Issue, pp. 487-497.","Coastal vulnerability is calculated using the Coastal Sensitivity Index (CSI), which is based on 6 parameters: Geomorphology, coastal slope, sea-level rise, shoreline changes, mean tidal range and significant wave height",,3,92.56,1073.9762
56.5,-2.75,Sand beach fronting upland (> 1 Km long),Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
56.5,-2.5,Sand beach fronting upland (> 1 Km long),Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
58.5,-4.25,Sand beach fronting upland (> 1 Km long),Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,93.18,53.6973
56.25,-6.5,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",,,,,0,-3.402823e+38,-3.402823e+38
58.0,-6.5,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
57.75,-5.5,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",,,,,1,0.29,416.5675
58.0,-5.5,Small beaches,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,3.0,411.493
57.25,-7.25,Estuary,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
