station,lat,lon,n_blocks,gev_c,gev_loc,gev_scale,ks_stat,ks_pvalue,kuiper,r2_cdf,cluster
162,51.55,-2.987444,187,0.03926946362551913,0.9594504306794218,0.271601680821425,0.03863915392985873,0.9325651241865627,0.07242601206756627,0.9971962043177615,0
163,51.95769444,1.34655556,25,-0.5172386871770679,-2.435439445271649,0.5338637920623976,0.11506329184151354,0.8580637143075383,0.22621489641906634,0.9702118410110184,1
164,51.57,-3.975472,18,0.8891206164989873,0.1121507596445091,0.12581566474645772,0.17346589692504366,0.5911992903366996,0.2598984348364952,0.9537200539449573,1
165,51.5,-2.72847222,93,0.8913952154169421,0.8996505496846736,0.7509198885386978,0.2607980480623214,4.541811822202166e-06,0.5196754900076941,0.8009880111005178,2
166,51.38198,1.11553,173,0.16540675421068252,0.9161280963466121,0.3656511621566235,0.04734389100798608,0.8150965755970742,0.09016456366882444,0.9957025002698304,0
167,51.22378,1.40923,115,-0.11826309154722342,0.6438803802055657,0.24307492833494426,0.06800338517536153,0.6370089182219596,0.12066440235197917,0.9922337798998171,1
168,51.57012,-2.70001,76,0.7331535437312651,1.5959309358102534,0.3010571140312923,0.07440806748169698,0.7658354927029217,0.12329946716954526,0.98845244626151,2
17,47.305667,-2.0883,165,0.09950654772962059,0.5606843182343366,0.2795337717775245,0.03229212379661717,0.9932688844745986,0.06329450730512792,0.9975925942942055,0
170,51.048091,2.366698,364,0.11379974356554913,0.7567691640775833,0.3044705729480607,0.0387414034380249,0.6310842459687565,0.07280293400311894,0.9973983514178765,0
172,51.399148,4.209993,288,0.4112101021859681,1.1434123871391395,0.45021534869256497,0.0703516832114478,0.11016915166135632,0.1367896978462432,0.9825644306453399,0
173,51.506519,4.249998,124,0.24460625799091873,1.371107637457904,0.4164408514654915,0.08423037218569285,0.3242021864016148,0.15030769800563773,0.9801201205234588,0
174,51.511332,4.165743,175,0.06985774281912824,0.8968347111459136,0.3484803935677858,0.09160692316012814,0.09955404021409131,0.15938076043295518,0.9804916643918267,0
175,51.399115,3.564552,80,0.1804094144989713,0.9320837308386345,0.39539276797400663,0.09867086289208263,0.39181835950929733,0.16609943733104984,0.9832396902497557,0
