station,lat,lon,n_blocks,gev_c,gev_loc,gev_scale,ks_stat,ks_pvalue,kuiper,r2_cdf,cluster,LD1,LD2
334,51.507099,-2.7114,140,0.11624723590701794,1.043450727229708,0.3007225268830883,0.047895252904231245,0.889587734730934,0.08976146643199667,0.9925146355594875,0,-1.074424252809865,0.7826960251544907
335,51.966702,1.35,128,-0.05811465078253005,0.6863310094086529,0.3002194980105533,0.053092890915910074,0.8443476366639334,0.09841434826023365,0.9937810469361088,0,0.1633887639680807,1.170713954748039
336,51.948002,1.2920001,124,-0.1748849804699015,0.6530729095083834,0.2960864218206669,0.04303954896654649,0.9681416099098368,0.08530933427389287,0.9953962388180563,0,0.5013013595154522,1.5904059568568776
337,51.223793,1.4092588,115,-0.14671289830919215,0.644467089653274,0.24702804565265474,0.06771406647615297,0.6422490658611271,0.12401627637799928,0.992031380547427,1,0.8174451125470245,1.1177593305735998
338,51.5,-2.7284,100,0.24794053802523136,1.1630009072038845,0.4091419744688785,0.11602984458475185,0.12501317218381114,0.22553511071649607,0.9500630744175126,0,-2.2249196672010183,0.9475536591609033
339,51.570122,-2.7000217,79,0.6330111750279996,1.3642418684199082,0.4235880525818463,0.10740530155033523,0.29997390729695994,0.18843055785364815,0.968712666952001,2,-3.547296018391749,-0.3757101016273354
342,51.522301,3.4402001,63,0.22583725700071003,0.8392934899221547,0.33515690663566255,0.059175039523462036,0.9707695968894469,0.11810027551696056,0.9879902594064109,0,-0.986229028608757,0.36230088224533136
35,45.040483,-0.603517,60,-0.20972948300383598,0.6316684832145636,0.1692333770100919,0.052416898938538736,0.993626302521821,0.10005955868939531,0.9956146990601887,1,1.702340771249378,0.6324867386060509
368,52.3385,-6.4589,86,0.06634583780434977,0.4648332498321235,0.16469512437447514,0.06966642618585195,0.7716288645324997,0.13305835838844526,0.9881701071945211,1,1.6338383795450369,-0.6955233841992856
369,52.14767,-6.99188,77,-0.12347465667215843,0.41668698859028985,0.16691175973248223,0.059237194978019714,0.9350302485435661,0.11361074904826646,0.9936093829947946,1,2.0990407139548672,0.06140085058043152
375,52.792,-6.1451998,129,0.020966918509637784,0.47586167275714897,0.180109273058714,0.04150019634960578,0.9727424260317846,0.08019842168088043,0.9963264652130259,1,1.5221278357479033,-0.32767985935977484
376,52.338501,-6.4589,88,0.19170740862462948,0.4621953196959919,0.2115818719280817,0.07370624304540674,0.6974162147801609,0.128871353269239,0.995057051452398,1,0.912375293233453,-0.7251322363114385
377,52.2696,-9.8620996,87,0.25390241823322013,0.4070959968697164,0.2616576120815191,0.1304235320137449,0.09463818871052287,0.25632165890886505,0.9204895375280133,1,0.5190629284478575,-0.6177025646724786
382,52.013222,-4.98375,362,0.2120883036881155,0.45655090870610804,0.3487887885617047,0.0726850377827446,0.04148163256311288,0.14269549953506272,0.9742152434315572,0,-0.07784745071212715,0.15254287252759138
383,52.473083,1.75025,367,-0.05777771780573759,0.674153389341818,0.28984578412688344,0.04155102312336645,0.5367807761899055,0.07785014052221298,0.9950565475633716,0,0.2610858415672452,1.0904822630321467
384,52.934194,1.301639,227,0.049834199653346456,0.7477534771301244,0.33003734479688707,0.054864513467197895,0.4845964186539875,0.0853078414762656,0.9964541084079692,0,-0.3838187597146248,0.9684177950585839
385,52.719333,-4.045028,184,0.3855362508166614,0.7631088172885162,0.48348661347927774,0.11377493790936721,0.015691577632160066,0.21488679139745454,0.9585182733175168,0,-1.8141940544812447,0.35072294557801525
386,52.964357,4.74499,347,0.06697277980059786,0.8479697304022306,0.33715926307120575,0.053402123343849306,0.2660839365223311,0.09348945072990067,0.992289287305239,0,-0.7094303348969727,1.029544535971755
387,52.931535,5.045596,288,0.21443877762262809,0.9418536513019049,0.4137205393640464,0.06943041660086649,0.11873236601219361,0.12295706625636785,0.9851210847347517,0,-1.6272076630253136,0.9075908914256441
391,52.462323,4.554823,228,0.09076215522412287,0.8959870412405269,0.34021769656978595,0.08525347243419948,0.06854709307893936,0.13951350364210727,0.9860110089041814,0,-0.8935284181324598,0.9929789957012336
392,52.467249,4.60506,134,0.17017395412808117,0.9194442491657396,0.35456027524305916,0.07243096488827006,0.46158436819734816,0.134527289755408,0.9855569301032828,0,-1.1869255204347982,0.7698843094688067
