,Unnamed: 0,station,swh,mwd,mwp,wsk,sst,number,coast_lon,coast_lat,wave_lon,wave_lat,wave_distance_deg,u10,v10,msl,tp,d2m,sp,t2m,lon,lat,wind_magnitude,wind_dir,u10_abs,v10_abs,wind_wave_diff,wind_wave_alignment,tau_u,tau_u_abs,tau_v,tau_v_abs,tau_mag,wind_to_mean_deg,coastal_bearing_deg,coastal_radius_used_deg,bay_bearing_deg,bay_radius_used_deg,coastal_vs_bay_diff_deg,coastal_normal1_deg,coastal_normal2_deg,wind_vs_coastal_normal_diff_deg,wind_more_coastalshore_deg,bay_normal1_deg,bay_normal2_deg,wind_vs_bay_normal_diff_deg,wind_more_bayshore_deg
10,10,11,1.343067464925218,278.36087315960935,7.604596479942924,0.0191256222886997,286.7638972767612,0.0,-2.499049,47.298142000000006,-2.5,47.25,0.0481513921397903,1.2148848,-0.3080972,101680.91,0.0020546485,282.5589,101574.23,285.7775,-2.5,47.25,1.9296012,133.76042,1.753878,1.1438123,144.60044402916702,-0.0662628858042865,0.005873838,0.008136355,0.00040819237,0.005327179,0.01461883,313.76044,297.84398047245236,0.1,297.85870738757467,0.3,0.0147269151223099,27.84398047245236,207.84398047245236,-74.08354346073361,15.916456539266392,27.85870738757467,207.85870738757467,-74.09827037585592,15.901729624144082
11,11,12,0.6940354059793448,265.2646304348059,6.333225341219651,-0.0303694054876503,286.7638972767612,0.0,-2.537922,47.375116000000006,-2.5,47.5,0.1305147177141351,0.9549129,-0.091778435,101674.64,0.0020631081,282.05203,101317.06,285.30994,-2.5,47.5,1.25422,130.4284,1.3708994,0.9044099,134.83622606569216,0.0352371034939007,0.0032881727,0.0043458855,0.0008847469,0.0028878744,0.0066475235,310.4284,4.74710854730381,0.1,25.60133749220938,0.3,20.85422894490557,94.7471085473038,274.7471085473038,35.68129721441494,-54.31870278558506,115.60133749220938,295.6013374922094,14.827068269509368,-75.17293173049063
12,12,13,0.6940354059793448,265.2646304348059,6.333225341219651,-0.0303694054876503,286.7638972767612,0.0,-2.419489,47.425951,-2.5,47.5,0.1093859018429721,0.9549129,-0.091778435,101674.64,0.0020631081,282.05203,101317.06,285.30994,-2.5,47.5,1.25422,130.4284,1.3708994,0.9044099,134.83622606569216,0.0352371034939007,0.0032881727,0.0043458855,0.0008847469,0.0028878744,0.0066475235,310.4284,4.74710854730381,0.1,25.60133749220938,0.3,20.85422894490557,94.7471085473038,274.7471085473038,35.68129721441494,-54.31870278558506,115.60133749220938,295.6013374922094,14.827068269509368,-75.17293173049063
13,13,14,0.6940354059793448,265.2646304348059,6.333225341219651,-0.0303694054876503,286.7638972767612,0.0,-2.3860119999999996,47.50689400000001,-2.5,47.5,0.1141962844404319,0.9549129,-0.091778435,101674.64,0.0020631081,282.05203,101317.06,285.30994,-2.5,47.5,1.25422,130.4284,1.3708994,0.9044099,134.83622606569216,0.0352371034939007,0.0032881727,0.0043458855,0.0008847469,0.0028878744,0.0066475235,310.4284,4.74710854730381,0.1,25.60133749220938,0.3,20.85422894490557,94.7471085473038,274.7471085473038,35.68129721441494,-54.31870278558506,115.60133749220938,295.6013374922094,14.827068269509368,-75.17293173049063
14,14,15,0.6940354059793448,265.2646304348059,6.333225341219651,-0.0303694054876503,286.7638972767612,0.0,-2.587636,47.51984300000001,-2.5,47.5,0.0898543996975108,0.9549129,-0.091778435,101674.64,0.0020631081,282.05203,101317.06,285.30994,-2.5,47.5,1.25422,130.4284,1.3708994,0.9044099,134.83622606569216,0.0352371034939007,0.0032881727,0.0043458855,0.0008847469,0.0028878744,0.0066475235,310.4284,4.74710854730381,0.1,25.60133749220938,0.3,20.85422894490557,94.7471085473038,274.7471085473038,35.68129721441494,-54.31870278558506,115.60133749220938,295.6013374922094,14.827068269509368,-75.17293173049063
15,15,16,1.1653971368806404,270.42500932593094,7.127895044653039,-0.0082716087630966,286.7638972767612,0.0,-2.659044,47.530376,-2.75,47.5,0.0958941881033453,1.1893072,-0.1814166,101673.66,0.0021750696,282.18365,101400.29,285.46188,-2.75,47.5,1.6985178,130.22224,1.6657064,1.0349808,140.20276144068492,0.0191476305490436,0.0053106775,0.006979995,0.00096922694,0.0043939194,0.011903186,310.22223,250.8683751074734,0.1,255.2159948838348,0.3,4.347619776361398,340.8683751074734,160.8683751074734,-30.64614610356716,59.35385389643284,345.2159948838348,165.2159948838348,-34.99376587992856,55.00623412007144
16,16,17,1.1653971368806404,270.42500932593094,7.127895044653039,-0.0082716087630966,286.7638972767612,0.0,-2.86622,47.538654,-2.75,47.5,0.1224794681405831,1.1893072,-0.1814166,101673.66,0.0021750696,282.18365,101400.29,285.46188,-2.75,47.5,1.6985178,130.22224,1.6657064,1.0349808,140.20276144068492,0.0191476305490436,0.0053106775,0.006979995,0.00096922694,0.0043939194,0.011903186,310.22223,250.8683751074734,0.1,255.2159948838348,0.3,4.347619776361398,340.8683751074734,160.8683751074734,-30.64614610356716,59.35385389643284,345.2159948838348,165.2159948838348,-34.99376587992856,55.00623412007144
17,17,18,1.1653971368806404,270.42500932593094,7.127895044653039,-0.0082716087630966,286.7638972767612,0.0,-2.750114,47.550767,-2.75,47.5,0.0507671279963722,1.1893072,-0.1814166,101673.66,0.0021750696,282.18365,101400.29,285.46188,-2.75,47.5,1.6985178,130.22224,1.6657064,1.0349808,140.20276144068492,0.0191476305490436,0.0053106775,0.006979995,0.00096922694,0.0043939194,0.011903186,310.22223,250.8683751074734,0.1,255.2159948838348,0.3,4.347619776361398,340.8683751074734,160.8683751074734,-30.64614610356716,59.35385389643284,345.2159948838348,165.2159948838348,-34.99376587992856,55.00623412007144
18,18,19,1.1653971368806404,270.42500932593094,7.127895044653039,-0.0082716087630966,286.7638972767612,0.0,-2.73807,47.612898,-2.75,47.5,0.1135265753204961,1.1893072,-0.1814166,101673.66,0.0021750696,282.18365,101400.29,285.46188,-2.75,47.5,1.6985178,130.22224,1.6657064,1.0349808,140.20276144068492,0.0191476305490436,0.0053106775,0.006979995,0.00096922694,0.0043939194,0.011903186,310.22223,250.8683751074734,0.1,255.2159948838348,0.3,4.347619776361398,340.8683751074734,160.8683751074734,-30.64614610356716,59.35385389643284,345.2159948838348,165.2159948838348,-34.99376587992856,55.00623412007144
19,19,20,1.1653971368806404,270.42500932593094,7.127895044653039,-0.0082716087630966,286.7638972767612,0.0,-2.861554,47.614263,-2.75,47.5,0.1596882214973923,1.1893072,-0.1814166,101673.66,0.0021750696,282.18365,101400.29,285.46188,-2.75,47.5,1.6985178,130.22224,1.6657064,1.0349808,140.20276144068492,0.0191476305490436,0.0053106775,0.006979995,0.00096922694,0.0043939194,0.011903186,310.22223,250.8683751074734,0.1,255.2159948838348,0.3,4.347619776361398,340.8683751074734,160.8683751074734,-30.64614610356716,59.35385389643284,345.2159948838348,165.2159948838348,-34.99376587992856,55.00623412007144
20,20,21,1.1659534134362872,270.42926679577744,7.128836538708001,-0.0082298144044583,286.6303919741982,0.0,-2.967193,47.626481,-3.0,47.75,0.1278015751467892,0.9887108,-0.06358662,101667.5,0.002161439,281.64578,100953.08,284.93994,-3.0,47.75,1.3959031,127.97146,1.4273511,0.9445532,142.45780710980557,0.0011045124399538,0.003872056,0.0051309927,0.0011774659,0.0034429466,0.008483713,307.97147,209.4535068718528,0.1,204.76749324488412,0.3,4.686013626968673,299.4535068718528,119.4535068718528,8.517959192600301,98.5179591926003,294.7674932448841,114.76749324488412,13.203972819569003,103.203972819569
21,21,22,1.1659534134362872,270.42926679577744,7.128836538708001,-0.0082298144044583,286.90811264305785,0.0,-3.019074,47.581408,-3.0,47.5,0.0836126781056588,1.3534265,-0.26552838,101673.35,0.0021267722,282.24243,101469.35,285.6052,-3.0,47.5,2.1696346,131.00955,1.8996156,1.1752334,139.41971219422524,0.0233836002160806,0.007566778,0.01004797,0.00093646196,0.0062779617,0.019059703,311.00955,247.00533578451544,0.1,297.5248824151492,0.3,50.519546630633755,337.0053357845154,157.00533578451544,-25.995783782562285,64.00421621743769,27.524882415149193,207.5248824151492,-76.51533041319607,13.484669586803932
22,22,23,1.1659534134362872,270.42926679577744,7.128836538708001,-0.0082298144044583,286.90811264305785,0.0,-3.1136,47.505396999999995,-3.0,47.5,0.1137281302448958,1.3534265,-0.26552838,101673.35,0.0021267722,282.24243,101469.35,285.6052,-3.0,47.5,2.1696346,131.00955,1.8996156,1.1752334,139.41971219422524,0.0233836002160806,0.007566778,0.01004797,0.00093646196,0.0062779617,0.019059703,311.00955,247.00533578451544,0.1,297.5248824151492,0.3,50.519546630633755,337.0053357845154,157.00533578451544,-25.995783782562285,64.00421621743769,27.524882415149193,207.5248824151492,-76.51533041319607,13.484669586803932
23,23,24,1.6499567155383137,274.3897930781047,7.855902043350956,0.0060111448299466,286.7824080617804,0.0,-3.165736,47.621677,-3.25,47.5,0.1480057905117215,1.607882,-0.323923,101672.1,0.0023634622,282.4638,101613.84,285.8561,-3.25,47.5,2.9268956,130.29617,2.253074,1.3406193,144.09361911659832,0.003290533645023,0.011942244,0.015982477,0.0011772069,0.00970894,0.03478858,310.29617,252.3179091031318,0.15,247.37566250777633,0.3,4.942246595355471,342.3179091031318,162.3179091031318,-32.02173600742867,57.97826399257133,337.3756625077763,157.37566250777633,-27.0794894120732,62.9205105879268
24,24,25,1.6499567155383137,274.3897930781047,7.855902043350956,0.0060111448299466,286.6303919741982,0.0,-3.14584,47.75196,-3.25,47.75,0.1041784392280857,1.2417852,-0.121745095,101666.266,0.0023967363,281.86575,101096.625,285.18942,-3.25,47.75,1.9866879,128.64009,1.7738018,1.1014638,145.7497017106466,-0.0242759696747431,0.0067082546,0.008957936,0.0016652916,0.0056661237,0.017058186,308.64008,21.816262976250528,0.1,14.013755914613624,0.3,7.802507061636902,111.81626297625051,291.8162629762505,16.823812707343222,-73.17618729265678,104.01375591461364,284.0137559146136,24.626319768980125,-65.37368023101988
25,25,26,1.6499567155383137,274.3897930781047,7.855902043350956,0.0060111448299466,286.6303919741982,0.0,-3.241636,47.668052,-3.25,47.75,0.0823737288217518,1.2417852,-0.121745095,101666.266,0.0023967363,281.86575,101096.625,285.18942,-3.25,47.75,1.9866879,128.64009,1.7738018,1.1014638,145.7497017106466,-0.0242759696747431,0.0067082546,0.008957936,0.0016652916,0.0056661237,0.017058186,308.64008,21.816262976250528,0.1,14.013755914613624,0.3,7.802507061636902,111.81626297625051,291.8162629762505,16.823812707343222,-73.17618729265678,104.01375591461364,284.0137559146136,24.626319768980125,-65.37368023101988
26,26,27,1.6499567155383137,274.3897930781047,7.855902043350956,0.0060111448299466,286.6303919741982,0.0,-3.323909,47.708608,-3.25,47.75,0.0847103178190245,1.2417852,-0.121745095,101666.266,0.0023967363,281.86575,101096.625,285.18942,-3.25,47.75,1.9866879,128.64009,1.7738018,1.1014638,145.7497017106466,-0.0242759696747431,0.0067082546,0.008957936,0.0016652916,0.0056661237,0.017058186,308.64008,21.816262976250528,0.1,14.013755914613624,0.3,7.802507061636902,111.81626297625051,291.8162629762505,16.823812707343222,-73.17618729265678,104.01375591461364,284.0137559146136,24.626319768980125,-65.37368023101988
27,27,28,1.6499567155383137,274.3897930781047,7.855902043350956,0.0060111448299466,286.6303919741982,0.0,-3.358247,47.741985,-3.25,47.75,0.1085433242258592,1.2417852,-0.121745095,101666.266,0.0023967363,281.86575,101096.625,285.18942,-3.25,47.75,1.9866879,128.64009,1.7738018,1.1014638,145.7497017106466,-0.0242759696747431,0.0067082546,0.008957936,0.0016652916,0.0056661237,0.017058186,308.64008,21.816262976250528,0.1,14.013755914613624,0.3,7.802507061636902,111.81626297625051,291.8162629762505,16.823812707343222,-73.17618729265678,104.01375591461364,284.0137559146136,24.626319768980125,-65.37368023101988
28,28,29,1.6499567155383137,274.3897930781047,7.855902043350956,0.0060111448299466,286.8718631142064,0.0,-3.527317,47.77799,-3.5,47.75,0.0391108500163336,1.2915797,-0.14081162,101665.06,0.0023285244,281.94235,101183.37,285.32425,-3.5,47.75,2.0814514,128.00696,1.850558,1.1131814,146.38283151675734,-0.003508467331026,0.007283182,0.009714439,0.0015941797,0.0059803315,0.018597707,308.00696,334.80330711174304,0.1,329.27151311467645,0.3,5.531793997066586,64.80330711174304,244.80330711174304,63.20365089606946,-26.796349103930535,59.27151311467645,239.27151311467645,68.73544489313605,-21.264555106863952
29,29,30,1.8898513141300597,276.9636177263762,8.10502774150748,0.0065355402205074,286.8718631142064,0.0,-3.758931,47.79984199999999,-3.75,47.75,0.0506358343962042,1.3901402,-0.16793479,101664.44,0.0023702644,282.32245,101357.95,285.55527,-3.75,47.75,2.2000642,128.59741,1.9473902,1.1349714,148.36620968315555,-0.0119183241054927,0.008200961,0.010593574,0.0014414997,0.0063639623,0.020272024,308.5974,240.56545747973703,0.1,257.2554086323743,0.3,16.689951152637292,330.565457479737,150.56545747973703,-21.96804537036201,68.03195462963797,347.2554086323743,167.25540863237433,-38.657996522999326,51.342003477000674
30,30,31,1.4131282620262682,268.92924101310865,7.707041580426066,-0.0014054213830253,286.9150085449219,0.0,-3.952096,47.895566,-4.0,48.0,0.1148967082731246,1.0385536,-0.019253148,101659.45,0.0024037852,281.9169,100819.21,284.9187,-4.0,48.0,1.3214061,126.65065,1.4298306,0.9111687,142.27859210357144,0.0260645493393894,0.0038632385,0.004725646,0.0010670916,0.0030898913,0.0073086037,306.65063,206.68563463770465,0.1,206.69328644927077,0.3,0.0076518115661201,296.68563463770465,116.68563463770464,9.965000127920348,99.96500012792036,296.6932864492708,116.69328644927076,9.957348316354228,99.95734831635424
31,31,32,1.891237990048371,276.9731606265955,8.105942733455123,0.0065400743562924,286.9150085449219,0.0,-4.081713,47.874644,-4.0,47.75,0.1490407363944529,1.4022595,-0.20690198,101665.07,0.0023641805,282.39484,101394.43,285.64087,-4.0,47.75,2.2187376,130.45673,1.9422503,1.1561527,146.51643020123765,0.0229819168410506,0.008360048,0.010516921,0.001027726,0.0063869734,0.01982015,310.45673,250.9969590767034,0.15,251.00027202276675,0.3,0.003312946063346,340.99695907670343,160.9969590767034,-30.540233002484683,59.459766997515345,341.00027202276675,161.00027202276675,-30.543545948548,59.456454051452
32,32,33,1.8916300337173435,276.9836458239639,8.106141097712936,0.0065385350924834,286.87289964107043,0.0,-4.188281,47.862928,-4.25,47.75,0.1286933104127764,1.5082009,-0.27611426,101664.26,0.0023188246,282.43076,101418.7,285.66898,-4.25,47.75,2.6349685,130.76587,2.053905,1.3100175,146.21777367474218,0.0057683465626779,0.010719275,0.013184155,0.0009781878,0.0084026335,0.02724759,310.76587,272.76944520265124,0.1,272.78138296084546,0.3,0.0119377581942217,2.769445202651241,182.76944520265124,-52.00357606202624,37.99642393797376,2.7813829608454625,182.78138296084543,-52.01551382022046,37.98448617977954
33,33,34,1.8916300337173435,276.9836458239639,8.106141097712936,0.0065385350924834,286.87289964107043,0.0,-4.327475,47.805757,-4.25,47.75,0.0954527038590313,1.5082009,-0.27611426,101664.26,0.0023188246,282.43076,101418.7,285.66898,-4.25,47.75,2.6349685,130.76587,2.053905,1.3100175,146.21777367474218,0.0057683465626779,0.010719275,0.013184155,0.0009781878,0.0084026335,0.02724759,310.76587,272.76944520265124,0.1,272.78138296084546,0.3,0.0119377581942217,2.769445202651241,182.76944520265124,-52.00357606202624,37.99642393797376,2.7813829608454625,182.78138296084543,-52.01551382022046,37.98448617977954
34,34,35,1.4909666245966626,275.84475127437656,7.859746722798598,0.0015398595286043,286.3588947496916,0.0,-4.420894,47.963665,-4.5,48.0,0.0870516597257061,1.6956736,-0.16618511,101655.88,0.002851527,282.3062,101404.71,285.54416,-4.5,48.0,3.264723,127.3732,2.2239482,1.4825885,148.47154609401497,-0.0041706253610606,0.015074475,0.017946878,0.0031054888,0.012030959,0.043202966,307.3732,308.4290747325518,0.1,308.0757868904891,0.3,0.3532878420626844,38.42907473255178,218.42907473255175,88.94412473033884,-1.0558752696611575,38.0757868904891,218.0757868904891,89.29741257240153,-0.7025874275984734
35,35,36,2.055900467592373,281.4404115174946,8.189157476550655,0.0057411629771977,286.4164112827234,0.0,-4.6425,48.026729,-4.75,48.0,0.1107731440422278,1.7311169,-0.21074185,101654.336,0.0024862466,282.404,101584.13,285.69458,-4.75,48.0,3.668027,129.34825,2.315952,1.6042664,152.09216335540015,-0.0068091458828024,0.017572435,0.021265674,0.0036269233,0.014516644,0.054844476,309.34827,354.1819814268189,0.1,350.6898547008353,0.3,3.492126725983553,84.18198142681888,264.1819814268189,45.16628517474362,-44.83371482525638,80.68985470083533,260.6898547008353,48.658411900727174,-41.341588099272826
36,36,37,1.4909666245966626,275.84475127437656,7.859746722798598,0.0015398595286043,286.3588947496916,0.0,-4.586238,48.08198300000001,-4.5,48.0,0.1189882554414516,1.6956736,-0.16618511,101655.88,0.002851527,282.3062,101404.71,285.54416,-4.5,48.0,3.264723,127.3732,2.2239482,1.4825885,148.47154609401497,-0.0041706253610606,0.015074475,0.017946878,0.0031054888,0.012030959,0.043202966,307.3732,308.4290747325518,0.1,308.0757868904891,0.3,0.3532878420626844,38.42907473255178,218.42907473255175,88.94412473033884,-1.0558752696611575,38.0757868904891,218.0757868904891,89.29741257240153,-0.7025874275984734
37,37,38,1.4909666245966626,275.84475127437656,7.859746722798598,0.0015398595286043,286.0460831491571,0.0,-4.339225,48.111087000000005,-4.25,48.0,0.1424830593228524,1.4489353,-0.104398794,101657.23,0.0027899628,282.23343,101212.08,285.3326,-4.25,48.0,2.354038,126.011566,1.9127744,1.2356521,149.83319082702593,0.0140886569670133,0.009308245,0.011115485,0.0020668204,0.0073286523,0.022725014,306.01157,41.86659584656587,0.15,40.90723799903742,0.3,0.9593578475284515,131.86659584656587,311.8665958465659,-5.855029684456497,-95.8550296844565,130.90723799903742,310.9072379990374,-4.895671836928045,-94.89567183692805
38,38,39,1.4909666245966626,275.84475127437656,7.859746722798598,0.0015398595286043,286.0303435743901,0.0,-4.388852,48.229989,-4.5,48.25,0.1129350168238349,1.5688511,0.01973868,101646.57,0.003229025,282.1599,101233.23,285.2382,-4.5,48.25,2.988088,124.51771,2.0801277,1.4084815,151.3270470196087,0.0211495577428115,0.0131747555,0.015789134,0.004520817,0.010941451,0.038362335,304.5177,216.70737247271353,0.1,223.434221454511,0.3,6.726848981797474,306.70737247271353,126.70737247271352,-2.18967227740103,87.81032772259897,313.434221454511,133.434221454511,-8.916521259198475,81.08347874080152
39,39,40,1.4909666245966626,275.84475127437656,7.859746722798598,0.0015398595286043,286.0303435743901,0.0,-4.553683,48.215154,-4.5,48.25,0.0640008453459808,1.5688511,0.01973868,101646.57,0.003229025,282.1599,101233.23,285.2382,-4.5,48.25,2.988088,124.51771,2.0801277,1.4084815,151.3270470196087,0.0211495577428115,0.0131747555,0.015789134,0.004520817,0.010941451,0.038362335,304.5177,216.70737247271353,0.1,223.434221454511,0.3,6.726848981797474,306.70737247271353,126.70737247271352,-2.18967227740103,87.81032772259897,313.434221454511,133.434221454511,-8.916521259198475,81.08347874080152
40,40,41,1.4909666245966626,275.84475127437656,7.859746722798598,0.0015398595286043,286.0303435743901,0.0,-4.564676,48.329579,-4.5,48.25,0.1025465855940628,1.5688511,0.01973868,101646.57,0.003229025,282.1599,101233.23,285.2382,-4.5,48.25,2.988088,124.51771,2.0801277,1.4084815,151.3270470196087,0.0211495577428115,0.0131747555,0.015789134,0.004520817,0.010941451,0.038362335,304.5177,216.70737247271353,0.1,223.434221454511,0.3,6.726848981797474,306.70737247271353,126.70737247271352,-2.18967227740103,87.81032772259897,313.434221454511,133.434221454511,-8.916521259198475,81.08347874080152
41,41,42,1.4909666245966626,275.84475127437656,7.859746722798598,0.0015398595286043,286.0303435743901,0.0,-4.379655,48.287617999999995,-4.5,48.25,0.1260874020233593,1.5688511,0.01973868,101646.57,0.003229025,282.1599,101233.23,285.2382,-4.5,48.25,2.988088,124.51771,2.0801277,1.4084815,151.3270470196087,0.0211495577428115,0.0131747555,0.015789134,0.004520817,0.010941451,0.038362335,304.5177,216.70737247271353,0.1,223.434221454511,0.3,6.726848981797474,306.70737247271353,126.70737247271352,-2.18967227740103,87.81032772259897,313.434221454511,133.434221454511,-8.916521259198475,81.08347874080152
42,42,43,1.4909666245966626,275.84475127437656,7.859746722798598,0.0015398595286043,286.0460831491571,0.0,-4.188278,48.29992300000001,-4.25,48.25,0.0793845779292169,1.3024273,0.11617423,101649.28,0.0031087575,281.76193,100787.44,284.8254,-4.25,48.25,2.158398,123.35222,1.743459,1.1956358,152.49253105346048,0.0145262965551545,0.0080258865,0.009605262,0.0033707726,0.006810945,0.020218283,303.35223,77.93515340448721,0.1,86.43426773496435,0.3,8.499114330477141,167.9351534044872,347.9351534044872,-44.58291951776846,-134.58291951776846,176.43426773496435,356.43426773496435,-53.0820338482456,-143.0820338482456
