,Unnamed: 0,station,swh,mwd,mwp,wsk,sst,number,coast_lon,coast_lat,wave_lon,wave_lat,wave_distance_deg,u10,v10,msl,tp,d2m,sp,t2m,lon,lat,wind_magnitude,wind_dir,u10_abs,v10_abs,wind_wave_diff,wind_wave_alignment,tau_u,tau_u_abs,tau_v,tau_v_abs,tau_mag,wind_to_mean_deg,coastal_bearing_deg,coastal_radius_used_deg,bay_bearing_deg,bay_radius_used_deg,coastal_vs_bay_diff_deg,coastal_normal1_deg,coastal_normal2_deg,wind_vs_coastal_normal_diff_deg,wind_more_coastalshore_deg,bay_normal1_deg,bay_normal2_deg,wind_vs_bay_normal_diff_deg,wind_more_bayshore_deg
93,93,94,0.6551516615507895,278.25245756753964,4.3179593243097,0.0136147315957044,285.4434252287212,0.0,0.25401,49.464688,0.25,49.5,0.0355389567095016,1.0195941,0.4425608,101614.945,0.0026729263,280.8298,100737.23,284.02353,0.25,49.5,1.9240422,121.46813,1.4610517,1.220752,156.7843259154378,-0.0008665269281873,0.005937505,0.007346667,0.0046845675,0.0066481247,0.016756207,301.46814,288.89548953803853,0.1,286.30494143499004,0.3,2.5905481030484907,18.895489538038532,198.89548953803853,-77.42734988960103,12.572650110398968,16.30494143499004,196.30494143499004,-74.83680178655254,15.163198213447458
94,94,95,0.6551516615507895,278.25245756753964,4.3179593243097,0.0136147315957044,285.4434252287212,0.0,0.101244,49.568011,0.0,49.5,0.1219665677839619,1.0463109,0.39728448,101610.984,0.0027449904,281.1458,101276.29,284.45306,0.0,49.5,2.2790482,125.84081,1.5733782,1.3538662,152.41164754984672,-0.0243447320210896,0.0071194735,0.009302507,0.005501214,0.008626565,0.023111898,305.84082,355.2900764747081,0.1,354.6885831187195,0.3,0.6014933559885662,85.29007647470809,265.2900764747081,40.55074383779191,-49.44925616220809,84.68858311871952,264.6885831187195,41.15223719378048,-48.84776280621952
95,95,96,0.6557992231427577,278.22012820898703,4.319009503774476,0.013624435650152,285.4142921849301,0.0,0.265252,49.738426,0.25,49.75,0.0191463046042851,1.32465,0.41927695,101600.23,0.002939926,281.26855,101289.2,284.3802,0.25,49.75,2.9196877,120.03499,1.8802625,1.4366151,158.185144673314,0.037418742322227,0.011268062,0.014239858,0.007853373,0.012067462,0.038721174,300.03497,54.592343578496695,0.1,60.75283432643073,0.3,6.160490747934034,144.5923435784967,324.5923435784967,-24.557370433965445,-114.55737043396545,150.75283432643073,330.75283432643073,-30.71786118189948,-120.71786118189948
96,96,97,1.0811909726706512,275.8569498440545,5.5714037951670194,0.0155137815888513,285.3921631930167,0.0,0.498898,49.823676,0.5,49.75,0.0736842410560076,1.2284222,0.48591986,101604.055,0.0026761158,280.90222,100888.484,284.06018,0.5,49.75,2.27982,115.4657,1.6611807,1.259612,160.39125166349766,-0.0020706909695944,0.0082520265,0.009869702,0.006058915,0.008306691,0.023713272,295.4657,58.968418609108426,0.1,58.961994759479126,0.3,0.0064238496293,148.96841860910845,328.9684186091084,-33.502720366920926,-123.50272036692093,148.96199475947913,328.9619947594791,-33.496296517291626,-123.49629651729164
97,97,98,1.0811909726706512,275.8569498440545,5.5714037951670194,0.0155137815888513,285.44062403628703,0.0,0.740614,49.87524,0.75,50.0,0.1251125676980554,1.4563029,0.47990468,101590.164,0.0025136606,281.05588,101355.555,284.36145,0.75,50.0,2.921226,115.23955,1.9361115,1.3840171,160.6174048244169,-0.0408305469236605,0.012303871,0.014668668,0.008331591,0.011728357,0.03876024,295.23956,72.04914934377655,0.15,72.04376989364118,0.3,0.005379450135365,162.04914934377655,342.04914934377655,-46.8095863554953,-136.8095863554953,162.04376989364118,342.0437698936412,-46.80420690535993,-136.80420690535993
98,98,99,0.9302292134808866,282.25264611879464,5.60792075437412,0.0113591496228126,285.46381418328536,0.0,0.985767,49.922002,1.0,50.0,0.0792859779090864,1.3439436,0.5301468,101593.195,0.0024382116,280.83707,100999.21,284.05658,1.0,50.0,2.5355718,113.835396,1.7645736,1.3210294,168.4172520468894,0.0177688998526445,0.009922894,0.0115990555,0.007269475,0.009648278,0.029014722,293.8354,72.03256343893162,0.1,72.0256383604194,0.3,0.0069250785122108,162.03256343893162,342.0325634389316,-48.19717525533787,-138.19717525533787,162.0256383604194,342.0256383604194,-48.19025017682566,-138.19025017682566
99,99,100,0.9302292134808866,282.25264611879464,5.60792075437412,0.0113591496228126,285.46381418328536,0.0,1.226798,49.983001,1.25,50.0,0.0287628024538629,1.296138,0.60885423,101597.07,0.0026037348,280.7442,100823.8,283.8816,1.25,50.0,2.2899466,110.07242,1.6531115,1.2904685,172.18022733142502,-0.0105020963663489,0.0085835075,0.009743223,0.0067916983,0.008429568,0.023463827,290.07242,41.8829125359847,0.1,41.877792183105896,0.3,0.005120352878805,131.8829125359847,311.8829125359847,-21.810494323094076,-111.81049432309408,131.8777921831059,311.8777921831059,-21.80537397021527,-111.80537397021529
100,100,101,0.9302292134808866,282.25264611879464,5.60792075437412,0.0113591496228126,285.3747124922903,0.0,1.439084,50.113257,1.5,50.0,0.1285997943427569,1.0772134,0.5981479,101598.97,0.0022901255,280.44925,100589.66,283.65173,1.5,50.0,1.6123228,109.28056,1.3661914,1.0960758,172.97208035484022,0.0063551851263574,0.0050813165,0.0056856577,0.004209428,0.005005147,0.011554136,289.28058,38.84075384562084,0.15,38.832839364144434,0.3,0.0079144814764049,128.84075384562084,308.84075384562084,-19.56017523233959,-109.5601752323396,128.83283936414443,308.83283936414443,-19.552260750863184,-109.55226075086318
101,101,102,1.0351322507649137,258.5862364278812,5.022346252934975,0.0191848672142154,285.3747124922903,0.0,1.632563,50.193431,1.75,50.25,0.1303514508166302,1.1086369,0.5620483,101587.42,0.0022358643,280.49377,100973.945,283.75797,1.75,50.25,1.5973674,109.37111,1.4058402,1.0395161,149.21512683615774,-0.0313971556667293,0.0052411356,0.0058548152,0.003963117,0.0047348244,0.0113850655,289.3711,327.7141418987373,0.1,328.05706770028326,0.3,0.3429258015459595,57.714141898737296,237.7141418987373,51.656951851262704,-38.343048148737296,58.057067700283255,238.05706770028328,51.314026049716745,-38.685973950283255
102,102,103,1.0351322507649137,258.5862364278812,5.022346252934975,0.0191848672142154,285.3747124922903,0.0,1.545198,50.274746,1.5,50.25,0.0515288629798875,1.4059532,0.5281353,101583.28,0.0025099735,280.86792,101337.05,284.1026,1.5,50.25,2.3452387,111.560776,1.7685078,1.229089,147.02545421982282,0.003488031249051,0.00945692,0.010679985,0.0064896033,0.008300093,0.024791162,291.5608,56.44566370989304,0.1,56.43663856655331,0.3,0.009025143339727,146.44566370989304,326.44566370989304,-34.88487269426804,-124.88487269426804,146.4366385665533,326.4366385665533,-34.87584755092831,-124.87584755092831
103,103,104,1.0351322507649137,258.5862364278812,5.022346252934975,0.0191848672142154,285.3573110480058,0.0,1.56755,50.434398,1.5,50.5,0.0941627575212184,1.426544,0.54030806,101571.45,0.00256257,280.7092,101317.8,283.98822,1.5,50.5,2.5403357,109.46541,1.8010607,1.2697467,149.12082475064764,0.0097206497067921,0.010605684,0.012000899,0.0071501886,0.009244168,0.028849369,289.4654,2.530291870942335,0.1,2.5296469613087993,0.3,0.0006449096335359,92.53029187094234,272.53029187094234,16.935101195463915,-73.06489880453609,92.5296469613088,272.5296469613088,16.93574610509745,-73.06425389490255
104,104,105,0.742739051841853,201.61192687225056,4.265314895855753,0.0129886862348046,285.11457423159953,0.0,1.57004,50.650077,1.5,50.75,0.1220254380405962,1.502401,0.71401143,101557.836,0.0024613172,280.693,101168.29,283.82956,1.5,50.75,3.159568,106.15025,1.9025457,1.4020541,95.46167112118972,-0.0143510945941656,0.014387719,0.016158324,0.0102817295,0.012699833,0.043624483,286.15027,14.22861352835389,0.1,14.225740575173234,0.3,0.0028729531806561,104.22861352835388,284.2286135283539,1.9216550263336103,-88.07834497366639,104.22574057517323,284.22574057517323,1.9245279795142665,-88.07547202048573
105,105,106,0.742739051841853,201.61192687225056,4.265314895855753,0.0129886862348046,285.11457423159953,0.0,1.594301,50.875732,1.5,51.0,0.155997482111091,1.6549642,0.87370294,101540.22,0.0024452754,280.99258,101441.4,284.05432,1.5,51.0,4.380087,108.64378,2.1552408,1.6587775,92.968139602721,0.0176294473877136,0.022591697,0.025762893,0.01697341,0.021020984,0.08385334,288.6438,20.18909195227684,0.2,19.22208940463247,0.3,0.9670025476443698,110.18909195227684,290.18909195227684,-1.54529312415184,-91.54529312415184,109.22208940463248,289.22208940463247,-0.5782905765074702,-90.57829057650748
106,106,107,0.742739051841853,201.61192687225056,4.265314895855753,0.0129886862348046,285.1504564787212,0.0,1.820809,50.969018,1.75,51.0,0.0772903538936139,1.6325049,0.86944973,101542.14,0.0023142246,280.86105,101450.99,284.0317,1.75,51.0,4.01675,105.24332,2.0792315,1.5950296,96.36861195356438,-0.0056975370770744,0.020262599,0.022670146,0.015243888,0.018369185,0.0700682,285.24332,66.34467019260035,0.1,66.33774827565674,0.3,0.0069219169436109,156.34467019260035,336.34467019260035,-51.10135354220972,-141.10135354220972,156.33774827565674,336.33774827565674,-51.09443162526611,-141.0944316252661
107,107,108,0.83704626514462,234.83251859268924,4.4668192518384835,0.0158642150723097,285.1504564787212,0.0,2.06433,51.0144,2.0,51.0,0.0659219910196897,1.4240966,0.76291126,101544.29,0.0019999177,280.4949,101450.07,283.97577,2.0,51.0,2.746575,102.5146,1.7464919,1.3252342,132.3179157799306,-0.0272082180129249,0.0118379835,0.012879108,0.008818771,0.010270921,0.032437276,282.5146,82.76624242411668,0.1,82.76001197801907,0.3,0.0062304460976179,172.76624242411668,352.7662424241167,-70.25165502177293,-160.25165502177293,172.7600119780191,352.76001197801907,-70.24542457567532,-160.24542457567532
108,108,109,0.83704626514462,234.83251859268924,4.4668192518384835,0.0158642150723097,285.1121039139597,0.0,2.310216,51.057016,2.25,51.0,0.0829264186613632,1.2569561,0.6855851,101546.06,0.0019329316,280.4383,101474.49,283.9077,2.25,51.0,2.123165,103.70735,1.5317314,1.1964893,131.12516718169903,0.0190979848856058,0.007988444,0.008649398,0.0060787676,0.007059486,0.019250955,283.70734,71.7997158714652,0.1,71.7933851702677,0.3,0.0063307011974984,161.7997158714652,341.7997158714652,-58.092379445683946,-148.09237944568395,161.7933851702677,341.7933851702677,-58.08604874448645,-148.08604874448645
109,109,110,0.7764289185012642,273.41696546141776,4.771929179367266,0.0098175518214702,285.03846446254795,0.0,2.5530929999999996,51.09919,2.5,51.0,0.1125056565200169,1.0919936,0.61234343,101547.83,0.0019833131,280.5311,101510.38,283.82693,2.5,51.0,1.7115706,106.334305,1.3544832,1.1234719,167.08266783861868,-0.0120092952412705,0.0055751987,0.006104592,0.004438868,0.0052648108,0.01243942,286.3343,64.8791737806389,0.1,64.87251796226343,0.3,0.0066558183754636,154.8791737806389,334.8791737806389,-48.54488422985765,-138.54488422985764,154.87251796226343,334.87251796226343,-48.53822841148218,-138.53822841148218
110,110,111,1.0799078954416408,243.5055929555337,4.7101053846509835,0.0204838887510592,284.9322515119586,0.0,2.783389,51.194575,2.75,51.25,0.0647051462095555,1.4747269,0.62656194,101533.57,0.0025033574,280.75305,101501.66,283.94992,2.75,51.25,3.493085,114.51288,1.9820982,1.579505,128.9927201464143,0.0253803268065981,0.0156888,0.018378364,0.011618455,0.015423636,0.053414926,294.51288,59.42455162631245,0.1,59.41822897358247,0.3,0.0063226527299775,149.42455162631245,329.42455162631245,-34.9116732083437,-124.9116732083437,149.41822897358247,329.4182289735825,-34.90535055561372,-124.90535055561372
111,111,112,0.9934318537513416,268.47447990091814,4.659303254202793,0.0151620681740735,284.8404460706209,0.0,3.016469,51.284868,3.0,51.25,0.0385617087925341,1.3943971,0.62151694,101536.01,0.0024549575,280.66382,101501.984,283.87073,3.0,51.25,3.0090187,112.910446,1.8239695,1.4926689,155.56402917913766,-0.0118007431519738,0.012633761,0.0144782495,0.00970526,0.012503294,0.039557584,292.91046,56.54886800517204,0.1,56.542985361697845,0.3,0.0058826434741945,146.54886800517204,326.54886800517204,-33.63840657939079,-123.6384065793908,146.54298536169784,326.54298536169784,-33.632523935916595,-123.6325239359166
112,112,113,0.9934318537513416,268.47447990091814,4.659303254202793,0.0151620681740735,284.8404460706209,0.0,3.254926,51.35606,3.25,51.25,0.1061743334144362,1.195847,0.60644174,101539.055,0.002096651,280.4879,101525.766,283.78714,3.25,51.25,2.126745,109.42964,1.5126332,1.2662456,159.04483369399645,-0.0280148060816599,0.0076337657,0.008484349,0.006148188,0.0075149876,0.01983777,289.42963,71.992576926688,0.15,71.98708508531524,0.3,0.0054918413727591,161.992576926688,341.992576926688,-52.56295046184425,-142.56295046184425,161.98708508531524,341.98708508531524,-52.55745862047149,-142.5574586204715
113,113,114,0.727286114112327,281.69873804746504,4.411719764533796,0.0042956018526303,284.69649090683254,0.0,3.499944,51.405722,3.5,51.5,0.094278016631665,1.3655939,0.6034784,101525.43,0.0023060357,280.46155,101508.31,283.76367,3.5,51.5,2.6263955,110.82743,1.7366576,1.3684977,170.8713075132722,0.012204916214973,0.010698139,0.011989204,0.008003387,0.010030319,0.030237112,290.82742,325.46565412610886,0.1,322.5685672710389,0.3,2.897086855069972,55.46565412610886,235.4656541261089,55.361768969594266,-34.638231030405734,52.56856727103889,232.5685672710389,58.25885582466424,-31.74114417533576
114,114,115,0.727286114112327,281.69873804746504,4.411719764533796,0.0042956018526303,284.59619408323056,0.0,3.73656,51.355156,3.75,51.25,0.1060114047449622,1.0311378,0.6673174,101543.16,0.0021218238,280.3185,101555.445,283.65936,3.75,51.25,1.6371223,104.816795,1.2744293,1.1228472,176.88194824536657,0.0142206307708504,0.005092221,0.0055273753,0.0045324434,0.0051876507,0.011693947,284.8168,101.86808904323505,0.15,101.86289535501191,0.3,0.0051936882231302,191.86808904323505,11.868089043235043,-87.05128606471942,-177.05128606471942,191.86289535501191,11.862895355011917,-87.04609237649629,-177.0460923764963
115,115,116,0.727286114112327,281.69873804746504,4.411719764533796,0.0042956018526303,284.59619408323056,0.0,3.971643,51.390545,4.0,51.5,0.1130686361198336,1.1398126,0.6599776,101529.83,0.002177293,280.18326,101499.445,283.6107,4.0,51.5,1.909513,105.51557,1.4207597,1.1839705,176.18316160623198,-0.021961339777865,0.0065628598,0.007195233,0.005477228,0.0063987076,0.016094308,285.51556,112.1233187335647,0.1,119.97022369787533,0.3,7.846904964310625,202.1233187335647,22.1233187335647,83.39224523127905,173.39224523127905,209.97022369787533,29.970223697875326,75.54534026696842,165.54534026696842
116,116,117,0.8056821582610147,280.6688844121854,4.5354835349216795,0.0072968902164383,284.59619408323056,0.0,4.186295,51.376983,4.25,51.5,0.1385334230934877,1.0612131,0.7004284,101532.08,0.0022161833,280.0795,101492.3,283.52588,4.25,51.5,1.7435347,102.864876,1.321033,1.1451427,177.80401249200088,0.0004627084619373,0.0056285406,0.0061381795,0.0049739475,0.0056657875,0.013367023,282.86487,300.38419441502634,0.1,302.44351742309925,0.3,2.0593230080729086,30.384194415026343,210.38419441502631,72.48067374903616,-17.519326250963843,32.44351742309925,212.44351742309925,70.42135074096325,-19.57864925903675
117,117,118,0.727286114112327,281.69873804746504,4.411719764533796,0.0042956018526303,284.59619408323056,0.0,4.310046,51.301683,4.25,51.25,0.0792253406745573,1.0585479,0.73819095,101545.79,0.0021609915,280.19666,101480.234,283.61386,4.25,51.25,1.7257345,101.31106,1.2870464,1.1431113,180.38767428257452,-0.0120576879243838,0.005509538,0.0059147095,0.0050512077,0.005626615,0.012972136,281.31107,158.80674204502475,0.1,154.1626360867051,0.3,4.644105958319642,248.80674204502475,68.80674204502475,32.50432362880338,122.50432362880338,244.1626360867051,64.1626360867051,37.14842958712302,127.14842958712302
118,118,119,0.8056821582610147,280.6688844121854,4.5354835349216795,0.0072968902164383,284.59619408323056,0.0,4.143428,51.406383,4.25,51.5,0.1418510975389345,1.0612131,0.7004284,101532.08,0.0022161833,280.0795,101492.3,283.52588,4.25,51.5,1.7435347,102.864876,1.321033,1.1451427,177.80401249200088,0.0004627084619373,0.0056285406,0.0061381795,0.0049739475,0.0056657875,0.013367023,282.86487,300.38419441502634,0.1,302.44351742309925,0.3,2.0593230080729086,30.384194415026343,210.38419441502631,72.48067374903616,-17.519326250963843,32.44351742309925,212.44351742309925,70.42135074096325,-19.57864925903675
119,119,120,0.727286114112327,281.69873804746504,4.411719764533796,0.0042956018526303,284.59619408323056,0.0,3.918207,51.420926,4.0,51.5,0.1137663936538366,1.1398126,0.6599776,101529.83,0.002177293,280.18326,101499.445,283.6107,4.0,51.5,1.909513,105.51557,1.4207597,1.1839705,176.18316160623198,-0.021961339777865,0.0065628598,0.007195233,0.005477228,0.0063987076,0.016094308,285.51556,112.1233187335647,0.1,119.97022369787533,0.3,7.846904964310625,202.1233187335647,22.1233187335647,83.39224523127905,173.39224523127905,209.97022369787533,29.970223697875326,75.54534026696842,165.54534026696842
120,120,121,0.727286114112327,281.69873804746504,4.411719764533796,0.0042956018526303,284.59619408323056,0.0,3.691661,51.453117,3.75,51.5,0.0748428661263057,1.2029389,0.6166807,101528.05,0.0021274341,280.264,101519.24,283.68298,3.75,51.5,2.0509737,107.42929,1.5041664,1.2195808,174.26944253876755,-0.0183791167848172,0.0073881154,0.008144981,0.005848928,0.0070271026,0.01854736,287.4293,313.9586998798929,0.1,313.96569499011173,0.3,0.0069951102188383,43.95869987989289,223.9586998798929,63.470590891591485,-26.529409108408515,43.96569499011173,223.96569499011173,63.463595781372646,-26.536404218627354
121,121,122,0.727286114112327,281.69873804746504,4.411719764533796,0.0042956018526303,284.69649090683254,0.0,3.466426,51.516515,3.5,51.5,0.0374160219825672,1.3655939,0.6034784,101525.43,0.0023060357,280.46155,101508.31,283.76367,3.5,51.5,2.6263955,110.82743,1.7366576,1.3684977,170.8713075132722,0.012204916214973,0.010698139,0.011989204,0.008003387,0.010030319,0.030237112,290.82742,325.46565412610886,0.1,322.5685672710389,0.3,2.897086855069972,55.46565412610886,235.4656541261089,55.361768969594266,-34.638231030405734,52.56856727103889,232.5685672710389,58.25885582466424,-31.74114417533576
122,122,123,0.727286114112327,281.69873804746504,4.411719764533796,0.0042956018526303,284.59619408323056,0.0,3.648923,51.600602,3.75,51.5,0.1426089840543029,1.2029389,0.6166807,101528.05,0.0021274341,280.264,101519.24,283.68298,3.75,51.5,2.0509737,107.42929,1.5041664,1.2195808,174.26944253876755,-0.0183791167848172,0.0073881154,0.008144981,0.005848928,0.0070271026,0.01854736,287.4293,313.9586998798929,0.1,313.96569499011173,0.3,0.0069951102188383,43.95869987989289,223.9586998798929,63.470590891591485,-26.529409108408515,43.96569499011173,223.96569499011173,63.463595781372646,-26.536404218627354
123,123,124,0.727286114112327,281.69873804746504,4.411719764533796,0.0042956018526303,284.59619408323056,0.0,3.891903,51.58774700000001,4.0,51.5,0.1392282206235503,1.1398126,0.6599776,101529.83,0.002177293,280.18326,101499.445,283.6107,4.0,51.5,1.909513,105.51557,1.4207597,1.1839705,176.18316160623198,-0.021961339777865,0.0065628598,0.007195233,0.005477228,0.0063987076,0.016094308,285.51556,112.1233187335647,0.1,119.97022369787533,0.3,7.846904964310625,202.1233187335647,22.1233187335647,83.39224523127905,173.39224523127905,209.97022369787533,29.970223697875326,75.54534026696842,165.54534026696842
124,124,125,0.727286114112327,281.69873804746504,4.411719764533796,0.0042956018526303,284.59619408323056,0.0,4.048802,51.512907,4.0,51.5,0.050479954962341,1.1398126,0.6599776,101529.83,0.002177293,280.18326,101499.445,283.6107,4.0,51.5,1.909513,105.51557,1.4207597,1.1839705,176.18316160623198,-0.021961339777865,0.0065628598,0.007195233,0.005477228,0.0063987076,0.016094308,285.51556,112.1233187335647,0.1,119.97022369787533,0.3,7.846904964310625,202.1233187335647,22.1233187335647,83.39224523127905,173.39224523127905,209.97022369787533,29.970223697875326,75.54534026696842,165.54534026696842
125,125,126,0.8056821582610147,280.6688844121854,4.5354835349216795,0.0072968902164383,284.59619408323056,0.0,4.263594,51.444361,4.25,51.5,0.0572756069980924,1.0612131,0.7004284,101532.08,0.0022161833,280.0795,101492.3,283.52588,4.25,51.5,1.7435347,102.864876,1.321033,1.1451427,177.80401249200088,0.0004627084619373,0.0056285406,0.0061381795,0.0049739475,0.0056657875,0.013367023,282.86487,300.38419441502634,0.1,302.44351742309925,0.3,2.0593230080729086,30.384194415026343,210.38419441502631,72.48067374903616,-17.519326250963843,32.44351742309925,212.44351742309925,70.42135074096325,-19.57864925903675
126,126,127,0.727286114112327,281.69873804746504,4.411719764533796,0.0042956018526303,284.59619408323056,0.0,4.117361,51.53434,4.0,51.5,0.1222818053554983,1.1398126,0.6599776,101529.83,0.002177293,280.18326,101499.445,283.6107,4.0,51.5,1.909513,105.51557,1.4207597,1.1839705,176.18316160623198,-0.021961339777865,0.0065628598,0.007195233,0.005477228,0.0063987076,0.016094308,285.51556,112.1233187335647,0.1,119.97022369787533,0.3,7.846904964310625,202.1233187335647,22.1233187335647,83.39224523127905,173.39224523127905,209.97022369787533,29.970223697875326,75.54534026696842,165.54534026696842
127,127,128,0.727286114112327,281.69873804746504,4.411719764533796,0.0042956018526303,284.59619408323056,0.0,4.09194,51.609915,4.0,51.5,0.1432978395685022,1.1398126,0.6599776,101529.83,0.002177293,280.18326,101499.445,283.6107,4.0,51.5,1.909513,105.51557,1.4207597,1.1839705,176.18316160623198,-0.021961339777865,0.0065628598,0.007195233,0.005477228,0.0063987076,0.016094308,285.51556,112.1233187335647,0.1,119.97022369787533,0.3,7.846904964310625,202.1233187335647,22.1233187335647,83.39224523127905,173.39224523127905,209.97022369787533,29.970223697875326,75.54534026696842,165.54534026696842
128,128,129,0.8056821582610147,280.6688844121854,4.5354835349216795,0.0072968902164383,284.59619408323056,0.0,4.109937,51.65063,4.0,51.75,0.1481908933403135,1.2416406,0.591266,101515.664,0.0021744203,280.16315,101530.9,283.56674,4.0,51.75,2.1328733,109.5852,1.5651084,1.2254708,171.0836870893305,-0.0190340801266437,0.007954172,0.008827637,0.0060125557,0.0073490026,0.02021513,289.5852,320.9945394585332,0.1,319.60930850529763,0.3,1.3852309532355775,50.99453945853321,230.9945394585332,58.59066561959179,-31.40933438040821,49.60930850529763,229.60930850529763,59.97589657282737,-30.024103427172633
129,129,130,0.8056821582610147,280.6688844121854,4.5354835349216795,0.0072968902164383,284.59619408323056,0.0,4.051289,51.760894,4.0,51.75,0.0524332028108142,1.2416406,0.591266,101515.664,0.0021744203,280.16315,101530.9,283.56674,4.0,51.75,2.1328733,109.5852,1.5651084,1.2254708,171.0836870893305,-0.0190340801266437,0.007954172,0.008827637,0.0060125557,0.0073490026,0.02021513,289.5852,320.9945394585332,0.1,319.60930850529763,0.3,1.3852309532355775,50.99453945853321,230.9945394585332,58.59066561959179,-31.40933438040821,49.60930850529763,229.60930850529763,59.97589657282737,-30.024103427172633
130,130,131,0.8056821582610147,280.6688844121854,4.5354835349216795,0.0072968902164383,284.59619408323056,0.0,3.879217,51.823168,4.0,51.75,0.1412164626132532,1.2416406,0.591266,101515.664,0.0021744203,280.16315,101530.9,283.56674,4.0,51.75,2.1328733,109.5852,1.5651084,1.2254708,171.0836870893305,-0.0190340801266437,0.007954172,0.008827637,0.0060125557,0.0073490026,0.02021513,289.5852,320.9945394585332,0.1,319.60930850529763,0.3,1.3852309532355775,50.99453945853321,230.9945394585332,58.59066561959179,-31.40933438040821,49.60930850529763,229.60930850529763,59.97589657282737,-30.024103427172633
131,131,132,0.8056821582610147,280.6688844121854,4.5354835349216795,0.0072968902164383,284.59619408323056,0.0,4.04653,51.872854,4.0,51.75,0.1313702638194776,1.2416406,0.591266,101515.664,0.0021744203,280.16315,101530.9,283.56674,4.0,51.75,2.1328733,109.5852,1.5651084,1.2254708,171.0836870893305,-0.0190340801266437,0.007954172,0.008827637,0.0060125557,0.0073490026,0.02021513,289.5852,320.9945394585332,0.1,319.60930850529763,0.3,1.3852309532355775,50.99453945853321,230.9945394585332,58.59066561959179,-31.40933438040821,49.60930850529763,229.60930850529763,59.97589657282737,-30.024103427172633
132,132,133,0.8056821582610147,280.6688844121854,4.5354835349216795,0.0072968902164383,284.5583897640831,0.0,4.123056,51.998059,4.0,52.0,0.1230713070418935,1.5503478,0.59145445,101500.625,0.0025981863,280.44174,101504.37,283.61057,4.0,52.0,3.2840645,114.05197,2.0018375,1.4933265,166.61691401749766,0.012414009885529,0.0151804965,0.017313035,0.0105533665,0.01373181,0.04772863,294.05197,28.27066467572132,0.1,25.73501017960035,0.3,2.5356544961209693,118.27066467572132,298.2706646757213,-4.218693240174446,-94.21869324017445,115.73501017960037,295.73501017960035,-1.6830387440534764,-91.68303874405348
133,133,134,1.1899572281461013,268.7079726591576,4.9891680238539715,0.0149824846078429,284.4960204007333,0.0,4.322568,52.147199,4.25,52.25,0.1258338596125858,1.6299355,0.5900083,101488.305,0.0027451473,280.44296,101476.445,283.556,4.25,52.25,3.5729766,113.495415,2.1210515,1.5442867,155.2125516011984,0.0113681990380759,0.017283894,0.019918062,0.011594505,0.015404926,0.056533534,293.49542,34.15685488846657,0.15,34.15207019383428,0.3,0.004784694632292,124.15685488846655,304.15685488846657,-10.66143252518532,-100.66143252518532,124.15207019383428,304.1520701938343,-10.656647830553029,-100.65664783055304
134,134,135,1.1899572281461013,268.7079726591576,4.9891680238539715,0.0149824846078429,284.4960204007333,0.0,4.497896,52.324936,4.5,52.25,0.0749655314928144,1.3990406,0.5932999,101491.164,0.0025065886,280.19797,101482.63,283.40265,4.5,52.25,2.679419,111.90986,1.8094442,1.346646,156.79811856758437,-0.0005451706468819,0.011269482,0.012838653,0.007936827,0.010113638,0.03207258,291.90985,28.7418106815245,0.1,28.737467469715796,0.3,0.0043432118087025,118.7418106815245,298.7418106815245,-6.831959607305748,-96.83195960730576,118.7374674697158,298.7374674697158,-6.827616395497046,-96.82761639549705
135,135,136,1.1899669991250623,268.68720785652596,4.98932087944265,0.0149687316203326,284.40920485111707,0.0,4.605647,52.546459,4.5,52.5,0.1154111229041635,1.6829516,0.60469747,101475.664,0.0027980867,280.42322,101468.22,283.49683,4.5,52.5,3.7322428,114.753136,2.2005463,1.5607476,153.93407071545198,-0.0387400815187669,0.018558856,0.021558743,0.012143455,0.01624787,0.061764978,294.75314,11.653651445895548,0.1,13.938327950752182,0.3,2.284676504856634,101.65365144589556,281.65365144589555,13.099491864651329,-76.90050813534867,103.93832795075218,283.9383279507522,10.814815359794691,-79.1851846402053
136,136,137,1.0800410090831287,267.72940564972527,4.816898972318883,0.0094242364560302,284.2938633968956,0.0,4.666942,52.788424,4.75,52.75,0.0915152180787435,1.515689,0.6199016,101462.29,0.0023256456,280.21994,101454.57,283.3409,4.75,52.75,3.1847258,115.95528,2.019525,1.4389627,151.77413062237432,0.0317314767735266,0.014552855,0.017067337,0.009812442,0.012838403,0.045511983,295.95526,10.516536876712564,0.1,9.940200573252524,0.3,0.5763363034600388,100.51653687671256,280.51653687671256,15.438724353756186,-74.56127564624381,99.94020057325253,279.9402005732525,16.015060657216225,-73.98493934278378
137,137,138,1.0800410090831287,267.72940564972527,4.816898972318883,0.0094242364560302,284.2938633968956,0.0,4.794574,52.962984,4.75,53.0,0.0579398458058017,1.7942812,0.6441395,101446.57,0.002525454,280.33786,101467.17,283.46957,4.75,53.0,4.461369,118.785484,2.4515324,1.6873031,148.94392236670186,0.0224917602794276,0.023693038,0.028741512,0.014865806,0.02079211,0.087866396,298.7855,112.45940801447432,0.1,112.45327255905312,0.3,0.0061354554212016,202.45940801447432,22.45940801447432,-83.67391607111495,-173.67391607111497,202.45327255905312,22.45327255905312,-83.66778061569374,-173.66778061569374
