,station,lat,lon,n_blocks,gev_c,gev_loc,gev_scale,ks_stat,ks_pvalue,kuiper,r2_cdf,cluster
175,471,54.73219748,8.6880067,151,1.0479432387731382,1.5262086824230514,0.49209912090481167,0.15178889404426527,0.0016741682986150812,0.22955594872000556,0.9257691792104974,2
176,473,54.63344017,8.38492638,151,0.5319305203470042,1.2426982187060007,0.47664128699404656,0.14075860675872393,0.004505528479749775,0.26179164398569593,0.9424434793018336,4
177,474,54.50258302,8.70305048,151,1.0135561158627675,1.4885517264765227,0.5176965753047816,0.16191699290752515,0.0006310451239275705,0.2450281048617583,0.924008953120518,2
178,475,54.47470223,9.83599307,151,-0.041430199877373786,0.6012131378728346,0.24830643475289726,0.060878582158095024,0.6083684388235864,0.11527826746840006,0.9913211160499441,1
179,476,54.47394247,9.02585594,151,1.1835996415877568,1.7142896625810988,0.3379210074279894,0.1232526049298392,0.01857571604183061,0.15024725531330618,0.9580867483294424,2
180,477,54.26591826,8.84211831,150,1.0789078765884699,1.555787399014057,0.4788910556027266,0.1266585472597591,0.014779989540847825,0.216253995412517,0.9492195459364273,2
181,478,54.26586489,8.84958039,151,1.2003743671678762,1.838586012141398,0.19332755098096202,0.10269403203993388,0.07705451610187208,0.1462437573269402,0.9618156140656583,2
182,479,54.18052298,7.89080439,151,0.16278480768919112,1.0110337986171327,0.38360555517597483,0.0681520358844544,0.4642750687484496,0.1342489477089014,0.9828485265030177,4
183,48,45.568432,-1.06148,237,0.008884398903958476,0.3971031553848147,0.21309357304688276,0.03947979561989896,0.8393250025975239,0.07758480780534005,0.9961635554783659,3
184,481,54.1233805,8.86015778,151,1.1262376152881715,1.5705337522034872,0.4835937692343534,0.13796867804145385,0.0057187377852290205,0.22294029095399193,0.9419948362674079,2
185,486,54.31632455,8.95122149,151,1.0769571182469824,1.8650160540793204,0.1452228169292842,0.11934124422558615,0.024842159710861234,0.21536097989554728,0.9519674878157572,2
186,49,46.497501,-1.7938,217,-0.03458665883743918,0.3691171742567888,0.16548495791287887,0.052670646478844896,0.5655928187749697,0.09204802925192296,0.9942443589169422,3
187,492,54.033298,-2.9166701,203,0.03135962631197363,0.7475116128572641,0.3357332891686222,0.06609439177238183,0.32350349627355723,0.11509581368290342,0.9926850294655934,1
188,494,54.483299,-0.61667001,211,-0.057471418613387476,0.5269900445274267,0.22948419687481425,0.05147815172962189,0.6122018235295354,0.09114180653520204,0.9961052766511037,1
189,495,54.650002,-3.5666699,197,0.03278330160591962,0.7015544883565934,0.29361416748610325,0.06515554161591147,0.3575885324322394,0.11393024403402802,0.9912599159532609,1
190,496,54.0854,-4.7680998,121,-0.0002465911132790848,0.45907642353135114,0.1807770370340223,0.048831313781727115,0.9214621847635757,0.08425059781611147,0.9966268201164,3
191,498,54.282497,-0.3902857,76,-0.10887482198889968,0.5713498252846168,0.3282142802245982,0.05231637606411321,0.9784638867348657,0.09780691095827854,0.993564987573417,1
192,499,54.916698,9.7833004,67,0.6201347963158546,0.5753977003527246,0.1457368376759558,0.1256086956254494,0.2216383283904193,0.21301238476650153,0.9565875213770638,6
193,5,47.140383,-2.24635,303,0.1052993029194582,0.42103434975388354,0.20444023099615974,0.040226140583685455,0.6953340954550715,0.06744504898738901,0.9970994727671856,3
194,50,47.277222,-1.8898,213,-0.04925560713021453,0.6805840703586192,0.27671878224424984,0.05334120760921918,0.5611411318668289,0.10463335144167102,0.989097080191873,1
195,500,54.1222,8.8591995,65,1.094939288006898,1.5243566213061426,0.5183205070323469,0.13210738195910232,0.18902612103754834,0.22668568481816365,0.9580527600548749,2
196,501,54.730999,8.6870003,67,1.1146847476653843,1.493343260462077,0.5637085720934822,0.1345224250249304,0.16138175255739584,0.2605139164966125,0.9375365809911907,2
197,502,54.474998,9.8369999,67,0.7233367183339646,0.6114146754863939,0.1553060487119024,0.09042614214886566,0.6112263310940029,0.1720754526399961,0.9720584582753413,6
198,503,54.265999,8.842,67,1.1837415261651698,1.5004299254403657,0.5875835932784208,0.12465452367257829,0.22898898069774298,0.22999248486105445,0.9508377456521547,2
199,504,54.796001,9.434,67,0.6040630667566491,0.6329151808820508,0.15070846084643752,0.10541210706726406,0.41730300018184285,0.20802824923267405,0.9614375943982423,6
200,505,54.178902,7.8899999,67,0.15589555852600703,0.97573450529239,0.37093701220288583,0.06218483487672494,0.9435367037336404,0.12415801002830357,0.9892024925673406,4
201,506,54.757999,8.2959995,67,0.32698101130992446,1.1017433287447171,0.4181465390377124,0.08501267942103474,0.6860741504413442,0.1636336264044248,0.9807310768016353,4
202,507,54.472,9.0249996,67,1.1465066575732734,1.6048708101939781,0.4514503571369936,0.11668381644253367,0.2976442329087524,0.1931863837798526,0.9682658863353703,2
203,508,54.82333,9.6549997,67,0.5490561902927028,0.6007949578174276,0.15107996561010176,0.12582979496381075,0.21996081678300938,0.21950689970533005,0.9548079826876054,6
204,509,54.966702,8.6660004,63,0.2905247839903039,1.1270432054883561,0.4037878084052252,0.11404820365737023,0.358280936436701,0.22781723627187955,0.9672109261963796,4
205,51,47.205379,-1.76513,213,-0.08235260802120267,0.7389871729080599,0.3509054652144027,0.06443448274966113,0.3254347151081647,0.11695762185273956,0.9890954956725543,1
206,510,54.488632,-0.61463588,66,-0.03605404079212531,0.5578948995925926,0.25884871536396803,0.06302163073805034,0.9408707888693717,0.11540297232205932,0.9898039970340333,1
207,511,54.632,8.3839998,67,0.8524195381171977,1.348420455880583,0.5562011302594847,0.14462617415211154,0.10964684211180653,0.22732688761603692,0.9319674930185141,2
208,519,55.206778,-6.656833,177,-0.13305597192680158,0.45769836659312785,0.2063178381792125,0.04145186254400096,0.9087650468927276,0.07838587754946119,0.9957782659718125,3
209,52,45.853409,-1.17782,150,0.1437462633356935,0.5117959063087199,0.268968478702988,0.10910073933641706,0.0520847923265737,0.19192677432606803,0.9605157996535452,1
210,520,55.627583,-6.189917,127,-0.7570163654659254,0.11446858584313596,0.03983198502429462,0.20841221257196751,2.5688496938714176e-05,0.2788203776396586,0.9048084137108796,3
211,521,55.3717,-7.3344,95,-0.08007764559945692,0.4744929446753431,0.19259355389319913,0.049490807820894434,0.9651378279463043,0.09077951930915518,0.9942270212694996,3
212,522,55.200001,-6.6666999,176,-0.04370904502769661,0.4789826647708785,0.1947009663685842,0.03664766326362137,0.9652042807122949,0.07018560123613674,0.9980506043952777,3
213,523,55.627399,-6.1901002,119,0.24062632742487922,0.5263649144296778,0.20462965326848193,0.047433178728783554,0.9399922787342415,0.09465052927387727,0.9926905746166567,3
214,524,55.3717,-7.3343201,94,0.1052736120311122,0.5400978666089689,0.31933896562469566,0.07364909959557175,0.6601534005952053,0.12940881769902002,0.9919798697621074,1
215,526,55.749806,-4.906333,266,0.3766052252024523,0.673619268166732,0.5305311463408198,0.1454621865087908,2.2428653759907205e-05,0.27027089976731167,0.9218012354387202,4
216,527,55.989833,-3.181694,213,0.21089202502368054,0.608769007374333,0.415985084739785,0.11456415668715104,0.006837882530473597,0.22247574155626648,0.9364520718061065,1
217,528,55.01826759,8.44140467,151,0.20524247913521756,1.065935838155563,0.41508416889943495,0.10724316524768807,0.0575163843583838,0.21258504331055816,0.9646609201186505,4
218,53,47.193451,-1.63367,203,0.013252461935451097,0.8233346359060765,0.4325382610217272,0.08185476125273616,0.12454409675055966,0.15024586759602365,0.9798099787397265,4
219,530,55.4667,8.4333,446,0.5639817403970016,1.1962601863608735,0.5248025442142636,0.1013130378731949,0.0001941670859705674,0.20025918811251353,0.9579950448420677,4
220,531,55.989799,-3.1803999,202,-0.18189181796071763,0.49778180814135314,0.21915256297580588,0.03959288166713304,0.896842851432098,0.07808595429393703,0.9970646754560613,3
221,532,55.749699,-4.9046998,208,0.06121286009093538,0.6335226905402165,0.2726713062229226,0.049539437215335935,0.6682164049640081,0.0832456293753373,0.994152914347094,1
222,533,55.0,-1.4333301,211,-0.2199499705943186,0.4650117944534812,0.21535470521411,0.0490559343970991,0.6715329196689577,0.08953271475170091,0.9954231373072857,3
223,534,55.5667,9.75,121,0.3956811739845275,0.47324440790936767,0.14586796637069688,0.06041945199184018,0.7457703668742782,0.10624841291974352,0.9924947862820505,6
224,535,55.0,9.9833002,111,0.656315806135926,0.6075158899416636,0.1972071926570885,0.0970097405154032,0.2316472109567722,0.18207610774848623,0.9782707655831588,6
225,536,55.266701,9.8832998,67,0.626516736140324,0.5195161099580055,0.13195690239182678,0.1782983700111685,0.02465347522271555,0.2987719424422493,0.93489574630085,6
226,537,55.466702,8.4333,64,0.4229110445003007,1.1694739201004745,0.4440510735574573,0.10479288744990634,0.452656488636174,0.1813105872602837,0.9805995019609725,4
227,538,55.016998,8.441,67,0.3172651755449454,1.0834529339387984,0.4231365528707589,0.0987924768936374,0.49905937637467934,0.19045048192691466,0.9725196557126645,4
228,54,48.641102,-2.0276,190,0.04602033922075742,0.543863617574597,0.18619569589979357,0.05200847453085497,0.6632900627498837,0.08506379899573777,0.9959337846429165,3
229,540,55.130798,8.6858997,61,0.5066908844578313,1.141065756893549,0.3488893696760679,0.07474699888852909,0.859673775855632,0.14027316475310225,0.9850406781434151,4
230,541,55.1833,8.6833,61,0.6527496685161491,0.9553479866922179,0.22237986324022185,0.05839016250436391,0.9776522386620561,0.11048719832799675,0.991312691071269,6
231,542,55.087002,8.5654001,61,0.32088295755923557,1.1677695133507748,0.3775939207043049,0.07917662341917825,0.8100767058427201,0.15644201527409046,0.9836306724022935,4
232,544,55.283298,8.5832996,61,0.3350870037099933,1.1137585369181662,0.417081194686017,0.08470870567680444,0.7417222690881615,0.14158201406364157,0.9843440053798649,4
233,545,55.333302,8.6833,61,0.5787218028304345,1.3077385730398474,0.42896586108331775,0.1262766577832064,0.26221665677124206,0.23528677509436624,0.9628008708331562,4
234,546,56.623111,-6.064222,203,0.18501433411488258,0.6572257665013811,0.4129478852538948,0.10360281901324564,0.023764082970271327,0.1712778202476062,0.9718902914652878,1
235,547,56.6231,-6.0630999,195,-0.14919831544651765,0.5094114328960639,0.21316728967426163,0.047205854244635415,0.7593337977507678,0.08741128868397097,0.9958851314035599,3
236,549,56.633301,9.8000002,78,0.2805330687073617,0.4240831380981294,0.12787658971660146,0.09276716302450616,0.48454776244806885,0.1703805427120424,0.9804929986689251,3
237,55,47.305672,-2.0883,165,0.09949810032804121,0.5606634055502338,0.27948977370753636,0.03233934365280544,0.9931478371666187,0.06332529726645719,0.9975924021387341,1
238,550,56.524601,8.1152,61,0.18378340240513838,1.0110470485196976,0.4137486384275509,0.088204533321392,0.6963331813060971,0.16625771948214352,0.9800902443244839,4
239,551,56.7075,8.2089996,61,0.5535304967235652,0.8540227124486006,0.2730549437903061,0.07884971858630985,0.8139207182195851,0.13792957467147432,0.9909515677696913,6
240,553,57.89525,-5.158056,309,0.16848884040098877,0.5274312020520368,0.3164436148106284,0.09249429030682466,0.009447112634873816,0.18089081843870636,0.9546436553003838,1
241,554,57.8955,-5.1567998,208,-0.02506027753389366,0.5018641990627155,0.19661090586547905,0.03955467637352583,0.8877912643074448,0.07587533116586176,0.9980774184935711,3
242,559,57.150002,-2.0833299,208,0.07742305885165206,0.4408511671267824,0.1908685068482166,0.03495872681816836,0.953431437423169,0.06972687335981889,0.9968591291700818,3
243,56,47.5429,-2.8954,133,0.09543375125230902,0.37858854634793,0.1916791877966788,0.06542908277934179,0.5961308093974068,0.1196286386011004,0.9856397240153825,3
244,565,58.207722,-6.388889,274,-0.00326018270958885,0.4558888169112583,0.19844699945764233,0.03751697776947582,0.8211739298028451,0.07295537919930384,0.995967853262624,3
245,566,58.456694,-5.050222,192,-0.30379325711734007,0.39628397144159366,0.29024254501675734,0.07821746279366215,0.1809451145465819,0.1412969707248869,0.9886163327899056,1
