,Unnamed: 0,station,lat,lon,n_blocks,gev_c,gev_loc,gev_scale,ks_stat,ks_pvalue,kuiper,r2_cdf,cluster,geometry,CVI_Category,dist_to_CVI_m,Morpho,CoastType,dist_to_morpho_m,wave_nc_mean_0p1deg,wave_atl_mean_0p1deg,current_mean_0p1deg,current_mean_1deg,dist_to_river_outlet_m,GEV_ID,HYRIV_ID,dist_to_nearest_river_m,nearest_CATCH_SKM_10km,nearest_DIS_AV_CMS_10km,river_index_10km,coastal_type
51,36,153,51.827801,-8.0007,85,0.3100034519077288,0.412178102786775,0.2251386287900602,0.0837534929872986,0.5613323848688525,0.1442400019780204,0.988182225882649,6,POINT (-8.0007 51.827801),No data,104.22809970054718,A,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",626.0310990513822,1.2521701388888888,721.8810373204095,19.767421054138584,27.525463260589092,2016.701791568052,51,20326988,2016.701791568052,9.29,0.23,0.0686226838356694,72300 Intertidal flats
52,37,154,51.84,-8.3039999,79,-0.0098384711904077,0.40972647000223,0.1772048711268642,0.0993058876363801,0.3915113553314918,0.1917110870816536,0.967029453179242,3,POINT (-8.3039999 51.84),No data,856.7178086610731,AC,Pocket beaches (< 200 m long),5944.53341437597,0.583984375,1752.4492590492487,13.494215867458246,31.038628222875637,2441.2617037497143,52,20327226,2441.2617037497143,15.12,0.38,0.09359459719582959,72300 Intertidal flats
53,37,154,51.84,-8.3039999,79,-0.0098384711904077,0.40972647000223,0.1772048711268642,0.0993058876363801,0.3915113553314918,0.1917110870816536,0.967029453179242,3,POINT (-8.3039999 51.84),No data,856.7178086610731,AC,Pocket beaches (< 200 m long),5944.53341437597,0.583984375,1752.4492590492487,13.494215867458246,31.038628222875637,2441.2617037497143,53,20327226,2441.2617037497143,15.12,0.38,0.09359459719582959,
54,37,154,51.84,-8.3039999,79,-0.0098384711904077,0.40972647000223,0.1772048711268642,0.0993058876363801,0.3915113553314918,0.1917110870816536,0.967029453179242,3,POINT (-8.3039999 51.84),No data,856.7178086610731,H,Estuary,5944.53341437597,0.583984375,1752.4492590492487,13.494215867458246,31.038628222875637,2441.2617037497143,54,20327226,2441.2617037497143,15.12,0.38,0.09359459719582959,61100 Sparse vegetation on sands
55,37,154,51.84,-8.3039999,79,-0.0098384711904077,0.40972647000223,0.1772048711268642,0.0993058876363801,0.3915113553314918,0.1917110870816536,0.967029453179242,3,POINT (-8.3039999 51.84),No data,856.7178086610731,H,Estuary,5944.53341437597,0.583984375,1752.4492590492487,13.494215867458246,31.038628222875637,2441.2617037497143,55,20327226,2441.2617037497143,15.12,0.38,0.09359459719582959,84200 Coastal waters
56,38,156,51.114389,1.322528,396,-0.1153757449007556,0.6287207783814618,0.236471214568619,0.0532022406306923,0.2048871155046231,0.10255266093395,0.9924324308434092,1,POINT (1.322528 51.114389),Higher,443.97035565246676,J,Harbor area,117.8165576387228,1.2447916666666667,78.4015499055863,524.1295196107659,322.1822779974794,985.9911498435572,56,20345211,985.9911498435572,21.82,0.83,0.30428934016800785,
57,39,157,51.445639,0.743361,337,0.4924956090589786,0.9505760220526788,0.5985442267399266,0.1094315640176419,0.0005712705004603,0.2062622203431365,0.953028550684356,4,POINT (0.7433609999999999 51.44563899999999),Higher,1931.4602614574726,J,Harbor area,47.45411013934351,1.5232204861111112,48.76131064943541,151.78533838211797,310.7921945347419,6555.3894917340685,57,20338432,5918.429084110926,10.85,0.116,0.01452616831461109,84200 Coastal waters
58,40,158,51.211139,-4.112389,280,0.5765099380443541,1.2095912430529765,0.3759525687769236,0.1022734662066689,0.0052908809084673,0.1685918323936463,0.9721108063232484,4,POINT (-4.112388999999999 51.211139),Lower,36.91362121956774,E,Sand beach fronting upland (> 1 Km long),66.60598502065095,1.0929904513888888,92.40487969198425,693.4445847073372,290.87068763551486,1026.9703985985675,58,20342939,1008.4799724706068,4.84,0.136,0.06290833563393156,12350 Marinas
59,41,16,45.56843333,-1.06148333,128,0.0563403370550189,0.3730802228952937,0.1951460079972892,0.0353761104565395,0.9955096163627104,0.0697806960840456,0.9980577190527864,3,POINT (-1.06148333 45.56843332999999),No data,38.953587766208315,J,Harbor area,2.8162092676825417,,,,,5547.548711806218,59,20492193,5547.548711806218,10.68,1.03,0.10813753333391844,84200 Coastal waters
60,42,160,51.948,1.292056,222,-0.2097946740927133,0.571370014356722,0.3795268123760246,0.0811410635441161,0.1016977786360362,0.1416812368110992,0.9911929539539788,1,POINT (1.292056 51.948),Intermediate,81.85687647073775,J,Harbor area,65.69683705065898,1.0268012152777777,9781.638473370664,252.90847718061778,407.7875920459185,1669.2538874573581,60,20325156,1669.2538874573581,26.35,0.228,0.07694540909785752,83200 Estuaries
61,43,161,51.21525,-3.134472,185,0.0060062276971752,0.7476181512000325,0.3082360510033739,0.0710079215389435,0.2943971801139375,0.1187194474375768,0.988129393235089,1,POINT (-3.1344719999999997 51.21524999999999),Lower,239.446342096552,B,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",823.4433371376684,1.4240451388888888,114.69452644264783,955.5754728747572,421.66963352978985,969.8996342037887,61,20343056,969.8996342037887,0.67,0.46,0.1921095063012386,12360 Local multi-functional harbours
62,44,162,51.55,-2.987444,187,0.039210890315921,0.9594604723982968,0.2716111129090164,0.0386493036572718,0.932435491491461,0.0724108800096221,0.9971977513729848,1,POINT (-2.987444 51.55),Intermediate,44.204562070808905,H,Estuary,1450.503321000553,0.8604600694444444,19.630442015785,681.7951641128069,616.5943705643031,275.3628263464096,62,20334506,248.15009539036285,35.08,6.835,1.6141296108298384,
63,45,163,51.95769444,1.34655556,25,-0.5170851303935419,-2.4354355110100068,0.5338602370977457,0.1150889562547637,0.8578892452132466,0.2262367480358263,0.9702067547893872,0,POINT (1.3465555599999999 51.95769444),Intermediate,22.860868411138654,D,Gravel beach fronting upland (> 1 km long),120.12733731249966,1.2772352430555556,355.27358247464514,323.35033073118313,404.949314463811,4807.305207526504,63,20322877,4807.305207526504,13.48,3.443,0.2568023783611128,84100 Open sea
64,46,164,51.57,-3.975472,18,0.8891172719476106,0.1121603792905484,0.1258035555669,0.1734935917602472,0.5910013292057548,0.2598967763666853,0.9537004252731413,6,POINT (-3.9754719999999995 51.57),Lower,204.47990069614931,D,Gravel beach fronting upland (> 1 km long),16.511608287248354,1.2560763888888888,132.35513801209663,281.08398104406604,329.18561002919887,2937.0702918336547,64,20333305,2937.0702918336547,12.93,0.427,0.0903144504089141,
65,47,165,51.5,-2.72847222,93,0.8914064050246874,0.8995921507840083,0.750971170549415,0.2608206086937527,4.531517218419854e-06,0.5196755359591505,0.800983344029571,2,POINT (-2.72847222 51.5),Intermediate,2.1382247861165684,Y,"Artificial shoreline (walk, dike, quay) without beach",51.79380213717608,0.9224175347222222,19.074187248888684,441.60711837758964,533.0856780530347,251.56204920359605,65,20336718,251.56204920359605,27.41,0.521,0.33507569912942203,
66,48,166,51.38198,1.11553,173,0.1653611280413981,0.91607282361724,0.3656076986365733,0.0474056795239232,0.8138811215765983,0.0902052522315625,0.995699839217932,4,POINT (1.11553 51.38198),Higher,1604.754701506937,B,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",1797.7782583147923,1.07421875,190.35631750254404,194.7885247031216,335.14221423192237,4554.707260338379,66,20339803,4522.523276658364,17.84,0.208,0.034019094345070874,
67,49,167,51.22378,1.40923,115,-0.1182328546250537,0.6438864810612708,0.2430752751325388,0.0680001908722256,0.6370667605374238,0.1206702595983603,0.99223293442152,1,POINT (1.40923 51.22377999999999),Higher,434.8423905084252,B,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",143.23958032367057,1.4661458333333333,166.84216658278163,544.8431574457315,324.4422995433829,1963.206620470537,67,20343741,1963.206620470537,13.46,0.182,0.0564280298429044,12360 Local multi-functional harbours
68,50,168,51.57012,-2.70001,76,0.7330385768257192,1.5959067595408318,0.3010374820288384,0.0743864963930086,0.7661369849133244,0.1233109069508503,0.9884571377753096,2,POINT (-2.70001 51.57012),Lower,2456.845127340931,G,"Muddy coastline, including tidal flat, salt marsh",2565.3835764886417,0.9061414930555556,15.023077900937041,318.0678054472152,611.9284615061435,2492.9460209630206,68,20333601,2492.9460209630206,18.0,0.797,0.1678006403171476,
69,50,168,51.57012,-2.70001,76,0.7330385768257192,1.5959067595408318,0.3010374820288384,0.0743864963930086,0.7661369849133244,0.1233109069508503,0.9884571377753096,2,POINT (-2.70001 51.57012),Lower,2456.845127340931,G,"Muddy coastline, including tidal flat, salt marsh",2565.3835764886417,0.9061414930555556,15.023077900937041,318.0678054472152,611.9284615061435,2492.9460209630206,69,20333601,2492.9460209630206,18.0,0.797,0.1678006403171476,
70,50,168,51.57012,-2.70001,76,0.7330385768257192,1.5959067595408318,0.3010374820288384,0.0743864963930086,0.7661369849133244,0.1233109069508503,0.9884571377753096,2,POINT (-2.70001 51.57012),Lower,2456.845127340931,G,"Muddy coastline, including tidal flat, salt marsh",2565.3835764886417,0.9061414930555556,15.023077900937041,318.0678054472152,611.9284615061435,2492.9460209630206,70,20333601,2492.9460209630206,18.0,0.797,0.1678006403171476,
71,50,168,51.57012,-2.70001,76,0.7330385768257192,1.5959067595408318,0.3010374820288384,0.0743864963930086,0.7661369849133244,0.1233109069508503,0.9884571377753096,2,POINT (-2.70001 51.57012),Lower,2456.845127340931,G,"Muddy coastline, including tidal flat, salt marsh",2565.3835764886417,0.9061414930555556,15.023077900937041,318.0678054472152,611.9284615061435,2492.9460209630206,71,20333601,2492.9460209630206,18.0,0.797,0.1678006403171476,
72,51,17,47.305667,-2.0883,165,0.0994981003280412,0.5606634055502338,0.2794897737075363,0.0323393436528054,0.9931478371666188,0.0633252972664571,0.9975924022742194,1,POINT (-2.0883 47.30566699999999),No data,99.15897582564503,Y,"Artificial shoreline (walk, dike, quay) without beach",123.9085370896761,0.0,,,,2718.9178782104837,72,20447150,2718.9178782104837,9.18,0.148,0.037113297395492004,84200 Coastal waters
73,52,170,51.048091,2.366698,364,0.113839080759367,0.7567614821260945,0.3045261672123013,0.0387016170900184,0.6323636938875219,0.0727292027693073,0.9974048998029834,1,POINT (2.366698 51.048091),No data,27.83027805481106,J,Harbor area,412.37229946206276,1.0199652777777777,602.9435892893591,326.81649903350745,339.2653702309946,732.3142322024407,73,20347376,382.70463885903575,2.43,6.332,1.1500501812565227,
74,53,172,51.399148,4.209993,288,0.4111324001521646,1.1433167458546365,0.4501857019888886,0.0704096827724776,0.1096475511984799,0.136801369057178,0.9825822161386212,4,POINT (4.209993 51.39914799999999),Lower,101.00775322597474,Y,"Artificial shoreline (walk, dike, quay) without beach",166.2125504959938,0.3641493055555556,6083.077719341376,12.572307906573332,233.05568268148934,1868.0141757074173,74,20338332,1868.0141757074173,10.31,0.144,0.046907329868594624,
75,54,173,51.506519,4.249998,124,0.2446775294233714,1.3711305536699396,0.4164705757128781,0.0842012476145143,0.3245985843568234,0.1502815466810945,0.9801293679217116,4,POINT (4.249998 51.506519),Lower,8504.814944325937,Y,"Artificial shoreline (walk, dike, quay) without beach",4732.355277315338,0.1488715277777778,3709.2908706466874,,222.58997109082938,2320.7094581854058,75,20335303,1334.4757337467574,8.02,0.111,0.031698200353973735,83200 Estuaries
76,55,174,51.511332,4.165743,175,0.0698600155716616,0.8968330624854921,0.3484317819976728,0.0916207403111099,0.0994647565968929,0.1594250111741462,0.9804725017647796,4,POINT (4.165743 51.51133199999999),Lower,1197.0309343138197,Y,"Artificial shoreline (walk, dike, quay) without beach",87.86912822038029,0.427734375,9220.562740873136,,225.0046704523262,3702.114078966741,76,20335018,3702.114078966741,13.74,0.192,0.03735183010536442,83200 Estuaries
77,56,175,51.399115,3.564552,80,0.1806702493746619,0.9321341728683676,0.3954356261975275,0.0986932117982122,0.3915420458390536,0.1661372206019941,0.9832289393366588,4,POINT (3.5645519999999995 51.399114999999995),Lower,128.4333960212492,Y,"Artificial shoreline (walk, dike, quay) without beach",23.4043464423169,0.8272569444444444,390.7882847503277,661.9504867934679,244.69768363918553,3760.237708948449,77,20339044,3760.2358461670296,14.21,0.202,0.038650767856913806,84200 Coastal waters
78,57,178,51.750754,3.811483,234,0.1837263846794612,0.9399774091376144,0.3821851171542862,0.0575049651409257,0.406166359651153,0.1069626994692006,0.98966260588766,4,POINT (3.8114830000000004 51.750754),Lower,1514.6436506744508,Y,"Artificial shoreline (walk, dike, quay) without beach",1069.0502189708598,1.3459201388888888,2453.5070527531543,170.83316129546617,224.0641264381873,5248.649704478371,78,20329829,5248.649704478371,10.24,0.119,0.01799355630508988,83200 Estuaries
79,58,179,51.655118,4.102756,153,0.2475433260593261,1.00435860059911,0.4147604587774537,0.0716779665136664,0.3929874896953486,0.1429477951250978,0.9837573142819752,4,POINT (4.102756 51.655117999999995),Lower,47.36285504871513,Y,"Artificial shoreline (walk, dike, quay) without beach",1.64255194197089,0.4275173611111111,4221.121868898077,12.15523999821056,219.70138010328012,5814.767080958706,79,20330487,5814.767080958706,30.32,0.444,0.05391483423015854,
80,59,18,47.542676,-2.895167,133,0.0954960094438953,0.3784412014517154,0.1915306394827979,0.0654798779681912,0.5951511825814557,0.1192785719867886,0.9856026621344202,3,POINT (-2.8951669999999994 47.54267599999999),Intermediate,1.4837774900984386,J,Harbor area,3.4988622998775565,0.0,,,81.66076874531491,7537.637202319908,80,20438489,7537.637202319908,11.14,0.22,0.02329108751274321,
81,60,180,51.675798,3.756442,98,0.2107592258102359,0.8830279594012833,0.4006440254222183,0.0744841671682416,0.6213429092558069,0.1327243571225358,0.9890759004180426,4,POINT (3.756442 51.675798),Lower,5.675835831090808,Y,"Artificial shoreline (walk, dike, quay) without beach",235.13112173278572,1.4894748263888888,3608.6679234492112,226.58653334074302,228.7004297472408,6065.971701069253,81,20329829,5891.45034897384,10.24,0.119,0.015912238973629148,84200 Coastal waters
82,61,181,51.379296,3.376275,288,0.1380160840446438,0.8753542027207666,0.3602301955053111,0.070120951005021,0.1122644850761382,0.1122322814064178,0.9901958854742337,4,POINT (3.376275 51.379296),Lower,261.91416541161834,K,Artificial beach,356.1327994822582,1.1867404513888888,532.4228954452637,270.03117848029626,251.25232752286354,1196.9914724696746,82,20340453,1196.9914724696746,61.44,1.831,0.47366136645879364,83200 Estuaries
83,62,183,51.60088,3.85938,97,0.2346436723638056,0.9042868166704028,0.421825275917713,0.1085331400601975,0.1889749973768433,0.1563916605717956,0.9818568005437044,4,POINT (3.85938 51.60087999999999),Lower,51.233932031289314,Y,"Artificial shoreline (walk, dike, quay) without beach",64.11459591810201,0.8791232638888888,5140.8182386535045,,229.4060406057938,4490.606082786432,83,20332368,4490.606082786432,47.54,0.4,0.061281439243196595,83200 Estuaries
84,63,19,47.873549,-3.907207,154,0.0955219173170182,0.3529002702282084,0.1541275191474267,0.055401800795078,0.7105473705046119,0.1012026629397428,0.9941879464133456,3,POINT (-3.907207 47.87354899999999),Intermediate,2.1732888767145195,A,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",1039.8749072365986,0.0,,,284.5067283867691,765.2312739914913,84,20429930,160.35294534082277,9.21,1.515,0.5224657046290675,12310 Cargo port
85,63,19,47.873549,-3.907207,154,0.0955219173170182,0.3529002702282084,0.1541275191474267,0.055401800795078,0.7105473705046119,0.1012026629397428,0.9941879464133456,3,POINT (-3.907207 47.87354899999999),Intermediate,2.1732888767145195,A,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",1039.8749072365986,0.0,,,284.5067283867691,765.2312739914913,85,20429930,160.35294534082277,9.21,1.515,0.5224657046290675,
86,63,19,47.873549,-3.907207,154,0.0955219173170182,0.3529002702282084,0.1541275191474267,0.055401800795078,0.7105473705046119,0.1012026629397428,0.9941879464133456,3,POINT (-3.907207 47.87354899999999),Intermediate,2.1732888767145195,J,Harbor area,1039.8749072365986,0.0,,,284.5067283867691,765.2312739914913,86,20429930,160.35294534082277,9.21,1.515,0.5224657046290675,84200 Coastal waters
87,63,19,47.873549,-3.907207,154,0.0955219173170182,0.3529002702282084,0.1541275191474267,0.055401800795078,0.7105473705046119,0.1012026629397428,0.9941879464133456,3,POINT (-3.907207 47.87354899999999),Intermediate,2.1732888767145195,J,Harbor area,1039.8749072365986,0.0,,,284.5067283867691,765.2312739914913,87,20429930,160.35294534082277,9.21,1.515,0.5224657046290675,
88,64,194,51.445556,4.006959,347,0.164194435243596,1.0227720467288128,0.3845748280108555,0.0818098245845587,0.0181284431036284,0.1457951798072896,0.9794259463459736,4,POINT (4.006958999999999 51.445556),Lower,447.3645357150033,Y,"Artificial shoreline (walk, dike, quay) without beach",393.3440553966743,0.7660590277777778,4776.469795594027,536.9006420956802,234.20441588647446,4271.713117072874,88,20336118,4205.477586120443,23.26,0.327,0.05366770567979403,83200 Estuaries
89,65,195,51.863131,3.860766,214,0.100442168477196,0.7982228235288904,0.3285494628495098,0.0562135651078831,0.4907696448028837,0.0925768239884811,0.9929575657882416,1,POINT (3.860766 51.863131),Lower,7451.983849552966,Y,"Artificial shoreline (walk, dike, quay) without beach",7903.1499829324675,1.8196614583333333,730.4115074383828,195.98014861709007,217.71547035680354,10076.748986154793,89,20327884,8993.858847424244,9.82,0.12,0.010231222223933521,84100 Open sea
90,66,196,51.835992,4.054941,70,0.5285359487762056,0.4410223564112304,0.1864943336726868,0.0587321258374029,0.9575313850127198,0.1101399560626403,0.9937599666931828,6,POINT (4.054941 51.83599199999998),Lower,58.38465781539807,Y,"Artificial shoreline (walk, dike, quay) without beach",52.96083547319289,0.7335069444444444,6755.2027970691715,51.94201814239988,214.12677204492056,4081.9829149762386,90,20328185,4081.9829149762386,10.62,0.155,0.02835514023393171,84100 Open sea
91,67,197,51.829224,4.04484,98,0.3942320386019021,1.0995118867836269,0.4407735080460531,0.0752365581547483,0.6088090743126167,0.1402675826913523,0.9837244205627672,4,POINT (4.04484 51.829224),Lower,4.569360140711068,Y,"Artificial shoreline (walk, dike, quay) without beach",16.089807483340216,0.7912326388888888,5642.1129065595715,53.696476230794545,214.85278752952442,4006.379899967862,91,20328185,4006.379899967862,10.62,0.155,0.028783340677266893,83200 Estuaries
92,67,197,51.829224,4.04484,98,0.3942320386019021,1.0995118867836269,0.4407735080460531,0.0752365581547483,0.6088090743126167,0.1402675826913523,0.9837244205627672,4,POINT (4.04484 51.829224),Lower,4.569360140711068,Y,"Artificial shoreline (walk, dike, quay) without beach",16.089807483340216,0.7912326388888888,5642.1129065595715,53.696476230794545,214.85278752952442,4006.379899967862,92,20328185,4006.379899967862,10.62,0.155,0.028783340677266893,83200 Estuaries
93,67,197,51.829224,4.04484,98,0.3942320386019021,1.0995118867836269,0.4407735080460531,0.0752365581547483,0.6088090743126167,0.1402675826913523,0.9837244205627672,4,POINT (4.04484 51.829224),Lower,4.569360140711068,Y,"Artificial shoreline (walk, dike, quay) without beach",16.089807483340216,0.7912326388888888,5642.1129065595715,53.696476230794545,214.85278752952442,4006.379899967862,93,20328185,4006.379899967862,10.62,0.155,0.028783340677266893,84200 Coastal waters
94,67,197,51.829224,4.04484,98,0.3942320386019021,1.0995118867836269,0.4407735080460531,0.0752365581547483,0.6088090743126167,0.1402675826913523,0.9837244205627672,4,POINT (4.04484 51.829224),Lower,4.569360140711068,Y,"Artificial shoreline (walk, dike, quay) without beach",16.089807483340216,0.7912326388888888,5642.1129065595715,53.696476230794545,214.85278752952442,4006.379899967862,94,20328185,4006.379899967862,10.62,0.155,0.028783340677266893,84200 Coastal waters
95,68,2,48.383,-4.5,435,0.0224400362589141,0.3968659817258183,0.1553869928067934,0.0263596537455137,0.9150859787373352,0.0504087220887534,0.999002687603636,3,POINT (-4.499999999999999 48.382999999999996),Intermediate,332.5037848668536,J,Harbor area,309.58874240451365,0.9388020833333334,852.071022163681,33.55026752569628,234.9513410414279,795.197733895511,95,20414935,533.3193471045832,1.0,1.485,0.5070598300589368,
96,69,200,51.819721,4.128239,347,0.4682697404464493,0.544457918052305,0.2542162687850546,0.0873524534214338,0.0094065204553523,0.1692511153755481,0.9658144583624616,6,POINT (4.128239 51.819721),Lower,8182.21293287573,Y,"Artificial shoreline (walk, dike, quay) without beach",7914.687841134584,0.4734157986111111,1979.586935959463,13.109282329769954,211.09315744911956,858.927577704548,96,20327346,851.9724731971614,2.79,1.104,0.400144839485081,83200 Estuaries
97,70,203,51.977572,4.119881,347,0.0662841224134598,0.8290128473746894,0.3285054774966918,0.0611202813495485,0.143552226872747,0.1149897985021831,0.9887982554151212,1,POINT (4.119881 51.977572),Lower,2800.4170614136087,J,Harbor area,1332.6447666273266,0.9432508680555556,2456.041512146215,160.47779756125024,209.47850745729917,2161.5599122275185,97,20323494,1994.0275228433982,10.18,0.153,0.045030696149761705,
98,71,205,51.543944,3.865419,93,0.2153186249769679,0.9070271510292012,0.4202849810668145,0.0840512148537714,0.5005331020736676,0.148851605551063,0.9854248908618448,4,POINT (3.865419 51.543943999999996),Lower,23.52525931218406,Y,"Artificial shoreline (walk, dike, quay) without beach",4.504767312298347,0.7483723958333334,2796.584360526746,372.52168681404805,231.65364329213816,1386.7343810460395,98,20335017,1386.7343810460395,13.36,0.146,0.05709793980689658,
99,72,208,51.666274,4.095356,109,0.2678784429600502,0.953489372989268,0.4523923553806188,0.1076712547008899,0.1483977623523142,0.1816446797356556,0.9773841301583674,4,POINT (4.095356 51.666273999999994),Lower,77.21308143376476,Y,"Artificial shoreline (walk, dike, quay) without beach",154.49888910042293,0.43359375,4149.516795188279,10.554074069600047,219.83522700103615,5023.305020358048,99,20330487,5023.305020358048,30.32,0.444,0.060999241487058105,
100,73,209,51.659342,4.144264,180,0.1968395417256866,0.8895347498685238,0.3963881305409373,0.0602732521587379,0.5107784390912525,0.1132746728905469,0.9899672725172156,4,POINT (4.144264 51.659342),Lower,1416.3004009686854,Y,"Artificial shoreline (walk, dike, quay) without beach",550.3820602040391,0.4321831597222222,4379.633682045813,2.950000047683716,217.2007990766533,3747.3968329692816,100,20331041,3747.3968329692816,8.51,0.124,0.02462270378305269,84200 Coastal waters
101,74,21,46.007357,-1.174341,95,0.0139829540510978,0.6237095711064093,0.1692671577716304,0.0805617929850233,0.5414308159951945,0.1270376561780156,0.9930492079813832,3,POINT (-1.174341 46.007357),No data,5125.953556091476,B,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",42.95791889815447,,,,,7931.173710398238,101,20481847,7931.173710398238,32.69,0.526,0.04732300182415794,84100 Open sea
102,75,210,51.450047,4.229827,238,-0.8587941136435497,0.5897884111775487,0.1616734818937839,0.2058071635709669,2.562046976938572e-09,0.3705185051970265,0.9013495572641682,3,POINT (4.229827 51.450047),Lower,2076.090164468893,Y,"Artificial shoreline (walk, dike, quay) without beach",974.0055496729393,0.3687065972222222,3341.7407922936445,10.6178460354232,228.04250940463234,3869.0624606474094,102,20337310,3869.0624606474094,24.09,0.328,0.058260509819102205,84200 Coastal waters
103,76,216,51.773558,4.192415,134,0.4912821208928159,0.4638994719178551,0.17118174678964,0.0920109710788826,0.1942558344738671,0.1530147455890008,0.981029793594399,6,POINT (4.192414999999999 51.77355799999999),Lower,18912.186844133696,Y,"Artificial shoreline (walk, dike, quay) without beach",17750.7830378152,0.5291883680555556,3441.3951964032176,8.927356571571146,209.84707240692512,5035.817636417389,103,20329287,4810.53319001906,22.86,0.336,0.047993508282410585,
104,77,22,45.199667,-0.744167,91,-0.0917220124427881,0.6163827769752459,0.2603633264669416,0.039424227691416,0.9979367779229794,0.0767646570601526,0.996622666676332,1,POINT (-0.744167 45.19966699999999),No data,10.291486930322897,J,Harbor area,32.09857082564715,,,,,790.5373759642257,104,20499327,790.5373759642257,12.56,0.208,0.10553597645340466,12310 Cargo port
105,78,226,51.619106,3.686358,191,0.0382425308318658,0.763112736618857,0.3317893613831665,0.0491598916470561,0.7261274145438514,0.0927985634193094,0.9946671656807856,1,POINT (3.686358 51.619106),Lower,3240.5311660302987,Y,"Artificial shoreline (walk, dike, quay) without beach",3312.580021786084,1.2615017361111112,2900.6387680741564,222.9250965733682,232.35248708415438,11691.450391324253,105,20334514,6593.425663368959,16.68,0.192,0.013838652068771308,84200 Coastal waters
106,78,226,51.619106,3.686358,191,0.0382425308318658,0.763112736618857,0.3317893613831665,0.0491598916470561,0.7261274145438514,0.0927985634193094,0.9946671656807856,1,POINT (3.686358 51.619106),Lower,3240.5311660302987,Y,"Artificial shoreline (walk, dike, quay) without beach",3312.580021786084,1.2615017361111112,2900.6387680741564,222.9250965733682,232.35248708415438,11691.450391324253,106,20334514,6593.425663368959,16.68,0.192,0.013838652068771308,84200 Coastal waters
107,78,226,51.619106,3.686358,191,0.0382425308318658,0.763112736618857,0.3317893613831665,0.0491598916470561,0.7261274145438514,0.0927985634193094,0.9946671656807856,1,POINT (3.686358 51.619106),Lower,3240.5311660302987,Y,"Artificial shoreline (walk, dike, quay) without beach",3312.580021786084,1.2615017361111112,2900.6387680741564,222.9250965733682,232.35248708415438,11691.450391324253,107,20334514,6593.425663368959,16.68,0.192,0.013838652068771308,84200 Coastal waters
108,78,226,51.619106,3.686358,191,0.0382425308318658,0.763112736618857,0.3317893613831665,0.0491598916470561,0.7261274145438514,0.0927985634193094,0.9946671656807856,1,POINT (3.686358 51.619106),Lower,3240.5311660302987,Y,"Artificial shoreline (walk, dike, quay) without beach",3312.580021786084,1.2615017361111112,2900.6387680741564,222.9250965733682,232.35248708415438,11691.450391324253,108,20334514,6593.425663368959,16.68,0.192,0.013838652068771308,84200 Coastal waters
109,79,227,51.619592,3.682065,192,0.0652186623407508,0.8331660377125201,0.3508929775996812,0.0482977238831857,0.7428983462052065,0.0846844438439981,0.9940796706211984,1,POINT (3.6820649999999997 51.619592),Lower,3295.7781033186175,Y,"Artificial shoreline (walk, dike, quay) without beach",3390.277116866701,1.2819010416666667,2867.1067970063204,223.16928386929425,232.44660792168125,11947.83744581236,109,20334514,6564.516624563915,16.68,0.192,0.013564625517476786,84200 Coastal waters
110,79,227,51.619592,3.682065,192,0.0652186623407508,0.8331660377125201,0.3508929775996812,0.0482977238831857,0.7428983462052065,0.0846844438439981,0.9940796706211984,1,POINT (3.6820649999999997 51.619592),Lower,3295.7781033186175,Y,"Artificial shoreline (walk, dike, quay) without beach",3390.277116866701,1.2819010416666667,2867.1067970063204,223.16928386929425,232.44660792168125,11947.83744581236,110,20334514,6564.516624563915,16.68,0.192,0.013564625517476786,84200 Coastal waters
111,79,227,51.619592,3.682065,192,0.0652186623407508,0.8331660377125201,0.3508929775996812,0.0482977238831857,0.7428983462052065,0.0846844438439981,0.9940796706211984,1,POINT (3.6820649999999997 51.619592),Lower,3295.7781033186175,Y,"Artificial shoreline (walk, dike, quay) without beach",3390.277116866701,1.2819010416666667,2867.1067970063204,223.16928386929425,232.44660792168125,11947.83744581236,111,20334514,6564.516624563915,16.68,0.192,0.013564625517476786,12310 Cargo port
112,79,227,51.619592,3.682065,192,0.0652186623407508,0.8331660377125201,0.3508929775996812,0.0482977238831857,0.7428983462052065,0.0846844438439981,0.9940796706211984,1,POINT (3.6820649999999997 51.619592),Lower,3295.7781033186175,Y,"Artificial shoreline (walk, dike, quay) without beach",3390.277116866701,1.2819010416666667,2867.1067970063204,223.16928386929425,232.44660792168125,11947.83744581236,112,20334514,6564.516624563915,16.68,0.192,0.013564625517476786,
113,80,23,45.453667,-0.92305,74,-0.1219335227770843,0.4549661648450204,0.1546591748515923,0.0574151022191438,0.9560457343763746,0.0931355895428601,0.9950276801167082,3,POINT (-0.92305 45.453667),No data,2260.6777575734645,G,"Muddy coastline, including tidal flat, salt marsh",2621.030530640897,,,,,3436.4483279156216,113,20495631,3436.4483279156216,33.17,3.353,0.3315411655712546,84200 Coastal waters
