,Unnamed: 0,wind_wave_alignment,lat,tp,lon,mwd,mwp,wind_dir,v10_abs,tau_v,msl,sp,v10,u10_abs,swh,station,extract_time,cluster
7109,7109,0.92701507,51.716702,0.0009317398,-5.0500002,243.15796,8.086849,73.12754,4.786911,0.57593787,98396.06,98082.56,4.786911,15.782852,3.9036148,151,2021-10-31 16:00:00,0
7110,7110,0.9724556,51.716702,0.0001783371,-5.0500002,253.2078,9.565192,83.79704,1.8946991,0.09966055,97907.375,97592.34,1.8946991,17.432648,5.193776,151,2021-12-07 22:00:00,0
7111,7111,-0.26752612,51.716702,0.0004029274,-5.0500002,228.5833,8.451516,60.778908,8.239075,1.5922822,97831.44,97516.65,8.239075,14.729355,4.066704,151,2022-02-18 09:00:00,4
7112,7112,0.99570835,51.716702,0.00034618378,-5.0500002,209.37436,9.048292,328.6622,5.2615204,0.14124365,100205.56,99889.55,5.2615204,3.2038116,1.3296769,151,2022-04-11 18:00:00,7
7113,7113,-0.649531,51.716702,0.00028514862,-5.0500002,219.2888,5.341487,47.365036,7.0418854,0.6040049,99862.06,99545.46,7.0418854,7.6486206,1.5914743,151,2022-06-24 22:00:00,3
7114,7114,0.9397713,51.716702,0.0011730194,-5.0500002,174.20438,4.9838257,349.78473,11.208282,0.40407377,100802.06,100488.69,11.208282,2.0197754,1.35514,151,2022-09-04 23:00:00,7
7115,7115,-0.9311013,51.716702,0.0007147789,-5.0500002,223.73755,7.594473,38.756966,10.806976,1.6135825,98880.19,98566.58,10.806976,8.675675,2.5479712,151,2022-11-08 13:00:00,4
7116,7116,-0.5778633,51.716702,0.00147295,-5.0500002,228.11017,7.2453623,41.80151,7.801132,0.67602545,99681.875,99362.65,7.801132,6.9753876,1.8017012,151,2022-12-31 21:00:00,3
7117,7117,0.98167413,51.716702,0.0010814667,-5.0500002,229.29991,8.167646,46.895794,11.460449,2.5612094,98394.56,98081.05,11.460449,12.245102,3.7127492,151,2023-03-13 08:00:00,4
7118,7118,-0.88567406,51.716702,0.00042533875,-5.0500002,210.4302,6.2868004,50.691833,10.165558,2.0433052,99201.625,98884.984,10.165558,12.416275,2.9621747,151,2023-04-11 17:00:00,4
7119,7119,0.61797684,51.716702,0.0031394958,-5.0500002,148.65709,4.366803,304.8321,7.604843,1.0065491,99739.875,99426.766,7.604843,10.928864,1.2715416,151,2023-07-14 11:00:00,7
7120,7120,0.060292684,51.716702,0.0002732277,-5.0500002,202.78618,7.3110065,15.801086,15.451767,1.662601,99831.0,99518.38,15.451767,4.3727264,3.3026934,151,2023-09-27 16:00:00,4
7121,7121,0.23144448,51.716702,0.0011405945,-5.0500002,141.45464,5.442075,290.91385,2.1925812,0.04392625,96226.5,95916.66,2.1925812,5.7376404,1.4213228,151,2023-11-04 09:00:00,7
7122,7122,-0.45124263,51.716702,0.0013284683,-5.0500002,229.9008,9.270842,45.649475,12.828171,3.4389064,99211.06,98896.39,12.828171,13.122345,5.06243,151,2024-01-21 21:00:00,4
7123,7123,0.9988725,51.716702,0.0005283356,-5.0500002,213.67213,7.3513746,12.562717,3.6929626,0.017873267,97063.25,96752.45,3.6929626,0.8229523,1.1185082,151,2024-02-09 03:00:00,3
7124,7124,-0.7682618,51.716702,1.5258789e-05,-5.0500002,213.94382,8.903101,16.718155,14.977203,1.606991,99213.69,98898.97,14.977203,4.4985504,3.532601,151,2024-04-06 11:00:00,4
7125,7125,-0.72223175,51.716702,0.00079774857,-5.0500002,191.18158,5.044962,345.8834,12.269241,0.7396985,100509.56,100191.45,12.269241,3.0856018,1.6396466,151,2024-06-13 11:00:00,7
7126,7126,-0.9151033,51.716702,3.1471252e-05,-5.0500002,216.90643,4.975816,31.967493,6.3954163,0.2599721,98782.125,98471.16,6.3954163,3.9912567,1.119713,151,2024-09-25 20:00:00,3
7127,7127,0.60017395,51.716702,0.0017976761,-5.0500002,196.21211,6.5127306,8.643633,16.297607,1.0479413,99470.19,99153.64,16.297607,2.477478,2.9034395,151,2024-11-23 06:00:00,4
7128,7128,0.5733433,51.716702,0.00028324127,-5.0500002,219.65303,6.803609,42.763634,12.183197,2.663337,99527.125,99212.34,12.183197,11.26741,3.1314018,151,2024-12-06 21:00:00,4
7129,7129,-0.65870076,51.649601,0.0022830963,-9.9034004,205.14941,7.4603767,14.363971,13.046997,0.905727,99027.44,98039.6,13.046997,3.341156,2.7216792,152,2006-12-29 05:00:00,4
7130,7130,0.44136637,51.649601,0.0019521713,-9.9034004,265.99316,9.228118,298.52277,5.3534393,0.44957545,97854.81,96859.25,5.3534393,9.850479,1.4244121,152,2007-02-07 20:00:00,7
7131,7131,-0.22380285,51.649601,0.0023975372,-9.9034004,160.36768,5.8884172,340.78354,10.842941,0.7076148,98498.31,97509.03,10.842941,3.7794037,1.6800697,152,2007-03-04 07:00:00,7
7132,7132,-0.7391373,51.649601,0.0002527237,-9.9034004,33.605595,5.566943,188.28264,2.722641,-0.0046788147,99359.75,98374.234,-2.722641,0.39634705,0.66546035,152,2007-06-20 09:00:00,5
7133,7133,-0.05332426,51.649601,4.6253204e-05,-9.9034004,311.54605,6.6329155,159.12546,2.6174774,-0.010890705,98867.94,97892.63,-2.6174774,0.9981842,0.86762244,152,2007-08-14 19:00:00,1
7134,7134,0.72408736,51.649601,0.00320673,-9.9034004,271.68677,9.358269,25.881456,7.5661163,0.33465403,100701.94,99705.516,7.5661163,3.6708832,1.6322535,152,2007-10-15 07:00:00,3
7135,7135,0.9960563,51.649601,0.0031647682,-9.9034004,271.5286,9.76641,38.9619,8.086548,0.6810007,99218.19,98229.58,8.086548,6.539459,2.3461716,152,2007-12-08 06:00:00,4
7136,7136,-0.6365342,51.649601,0.0004181862,-9.9034004,251.73663,8.533991,40.36913,5.0133667,0.17059149,98468.875,97472.625,5.0133667,4.2620544,1.6550859,152,2008-01-13 21:00:00,3
7137,7137,0.95614344,51.649601,0.0048360825,-9.9034004,273.01697,10.795161,8.825923,13.600601,0.622079,96548.31,95573.15,13.600601,2.111786,2.8491154,152,2008-03-09 22:00:00,4
7138,7138,0.75960284,51.649601,0.0005106926,-9.9034004,234.77496,7.3166094,322.03146,6.541168,0.34782708,100727.875,99722.89,6.541168,5.1047363,0.9289821,152,2008-05-21 06:00:00,7
7139,7139,-0.813739,51.649601,0.00013589859,-9.9034004,9.781247,6.3370333,251.06364,2.1572113,-0.046596665,99987.31,98992.41,-2.1572113,6.287674,1.0602463,152,2008-07-04 20:00:00,5
7140,7140,-0.7063753,51.649601,0.0014801025,-9.9034004,6.359028,5.136753,198.78261,8.132736,-0.2913279,98611.94,97627.61,-8.132736,2.765854,1.0498164,152,2008-09-05 07:00:00,5
7141,7141,-0.08758123,51.649601,0.0014743805,-9.9034004,250.15005,7.3671684,19.33068,12.4149475,1.0689788,99345.81,98352.86,12.4149475,4.355118,1.8301772,152,2008-11-08 12:00:00,4
7142,7142,0.91417396,51.649601,0.0014929771,-9.9034004,277.98248,10.527749,7.3881817,8.114716,0.11033944,97443.44,96457.39,8.114716,1.0522156,2.3543344,152,2009-01-24 18:00:00,4
7143,7143,0.75329393,51.649601,0.0022039413,-9.9034004,240.36754,8.011687,321.3312,8.104309,0.6783553,99809.875,98802.22,8.104309,6.4855347,1.3161721,152,2009-04-06 04:00:00,7
7144,7144,0.878906,51.649601,0.0006494522,-9.9034004,9.414427,4.80556,209.97913,2.503189,-0.014409006,100588.81,99584.36,-2.503189,1.4440002,0.43274447,152,2009-06-08 19:00:00,5
7145,7145,-0.23140308,51.649601,0.002664566,-9.9034004,251.02335,6.7494926,337.18362,9.28006,0.5354288,99560.25,98579.61,9.28006,3.9040985,1.2867799,152,2009-08-25 23:00:00,7
7146,7146,0.1394451,51.649601,0.0004620552,-9.9034004,273.74915,12.142971,341.4333,5.5731354,0.092592545,97958.125,96976.04,5.5731354,1.8719635,1.85541,152,2009-10-21 06:00:00,7
7147,7147,0.97518003,51.649601,0.0017194748,-9.9034004,58.328266,6.1429615,252.88374,3.0258942,-0.14327128,98825.44,97813.03,-3.0258942,9.825897,1.3559185,152,2009-12-29 03:00:00,5
7148,7148,-0.94955367,51.649601,0.0023732185,-9.9034004,123.35747,6.653103,296.46405,6.122879,0.73433346,98555.19,97550.97,6.122879,12.299927,2.2397013,152,2010-01-12 09:00:00,7
7149,7149,0.023773985,51.649601,2.9087067e-05,-9.9034004,246.14442,10.205008,304.2401,2.4516296,0.03447761,98839.81,97838.59,2.4516296,3.6020355,1.1820534,152,2010-03-26 04:00:00,7
7150,7150,0.7061787,51.649601,1.5258789e-05,-9.9034004,256.0963,8.241451,137.5025,1.1791687,-0.002392332,99912.81,98921.34,-1.1791687,1.0804138,0.84356767,152,2010-06-08 01:00:00,1
7151,7151,-0.74689186,51.649601,0.00037574768,-9.9034004,253.9616,9.155541,282.96335,0.7819824,0.003308074,99161.125,98178.016,0.7819824,3.397049,0.9384047,152,2010-07-14 08:00:00,7
7152,7152,0.97078025,51.649601,0.0006504059,-9.9034004,233.8436,7.2868443,296.9178,4.8009644,0.3470895,100199.31,99206.02,4.8009644,9.455948,1.3656496,152,2010-10-07 18:00:00,7
7153,7153,-0.9999759,51.649601,0.00502491,-9.9034004,172.42648,6.2144957,338.93784,13.27739,1.4354959,98965.375,97975.86,13.27739,5.1132507,2.0850623,152,2010-11-16 20:00:00,7
7154,7154,-0.9575584,51.649601,0.00049877167,-9.9034004,282.51477,13.40212,304.21353,3.3441315,0.08759033,97916.69,96916.34,3.3441315,4.9182434,2.0897963,152,2011-02-15 04:00:00,0
7155,7155,-0.11671897,51.649601,0.0015115738,-9.9034004,228.11815,8.308809,358.37726,10.885971,0.058199827,99950.31,98950.68,10.885971,0.3083954,1.9251338,152,2011-04-01 19:00:00,7
7156,7156,0.36617878,51.649601,0.00092840195,-9.9034004,202.44397,7.2765923,339.47815,11.485855,0.9032577,99727.44,98731.34,11.485855,4.2993774,1.6098914,152,2011-05-08 11:00:00,7
7157,7157,-0.56339484,51.649601,0.00018692017,-9.9034004,260.64572,6.4340677,11.487593,2.7095795,0.006438224,99846.875,98853.08,2.7095795,0.5506592,0.9182003,152,2011-08-07 11:00:00,1
7158,7158,0.9463873,51.649601,0.003156662,-9.9034004,288.76068,9.589948,326.78873,6.574402,0.29625508,97725.625,96756.44,6.574402,4.304016,1.3757443,152,2011-10-23 19:00:00,7
7159,7159,0.94701576,51.649601,0.0015611649,-9.9034004,196.64404,7.6405945,340.83032,11.812622,0.91254145,98402.44,97426.8,11.812622,4.1065826,2.0139768,152,2011-11-02 11:00:00,7
7160,7160,0.5473878,51.649601,0.0005130768,-9.9034004,254.70303,11.002272,303.97696,5.434433,0.37925526,101211.69,100187.266,5.434433,8.063873,1.5673938,152,2012-01-15 01:00:00,7
7161,7161,0.9989014,51.649601,9.870529e-05,-9.9034004,2.197862,5.933941,197.02348,7.975189,-0.24733037,98164.81,97163.19,-7.975189,2.4418335,1.2213415,152,2012-04-25 07:00:00,5
7162,7162,-0.7135059,51.649601,0.0014882088,-9.9034004,81.875244,4.647146,285.30246,2.210556,0.06287007,99393.5,98400.125,2.210556,8.079071,1.0593604,152,2012-06-14 17:00:00,5
7163,7163,-0.81857204,51.649601,0.004219532,-9.9034004,103.49028,5.556033,313.3651,4.1875153,0.123807415,97801.19,96838.445,4.1875153,4.4335785,1.1206408,152,2012-08-15 16:00:00,7
7164,7164,-0.8615767,51.649601,0.00024795532,-9.9034004,272.61038,11.06996,301.41714,3.8034363,0.14344957,97806.44,96822.44,3.8034363,6.226837,1.6357522,152,2012-10-17 04:00:00,7
7165,7165,-0.38976607,51.649601,0.0018720627,-9.9034004,215.2657,8.23429,324.05103,8.392853,0.68274033,97627.25,96643.75,8.392853,6.0863495,1.508434,152,2012-12-14 02:00:00,7
7166,7166,0.22630905,51.649601,0.0030202866,-9.9034004,270.61026,12.797291,17.940346,10.057861,0.52460414,99205.25,98214.44,10.057861,3.256424,2.8993905,152,2013-01-29 08:00:00,4
7167,7167,-0.26929298,51.649601,9.536743e-07,-9.9034004,226.81242,8.384435,291.48773,3.6570435,0.19785413,100176.125,99149.33,3.6570435,9.28978,1.3275751,152,2013-04-01 06:00:00,7
7168,7168,0.57141864,51.649601,0.0014371872,-9.9034004,286.8363,8.222695,191.62596,4.5778046,-0.031432226,99639.56,98641.45,-4.5778046,0.94184875,0.809107,152,2013-05-08 00:00:00,7
7169,7169,0.45440912,51.649601,0.00027751923,-9.9034004,205.91266,5.0647373,12.233008,7.8977203,0.17008482,99635.94,98657.36,7.8977203,1.7123108,0.9374055,152,2013-08-01 19:00:00,3
7170,7170,-0.0566322,51.649601,0.0010356903,-9.9034004,243.12791,8.647313,100.2421,0.28146362,-0.00019652543,98211.44,97235.66,-0.28146362,1.5577393,0.9936993,152,2013-10-22 17:00:00,1
7171,7171,0.043331716,51.649601,0.0018520355,-9.9034004,238.90125,8.265209,48.87823,11.701645,2.9227629,96984.69,96012.91,11.701645,13.403564,2.8547583,152,2013-12-26 20:00:00,4
7172,7172,0.61381304,51.649601,0.0010442734,-9.9034004,274.4068,10.434057,319.299,8.336395,0.79359084,95647.375,94677.76,8.336395,7.170685,2.1978753,152,2014-02-04 19:00:00,7
7173,7173,-0.73575515,51.649601,0.00045347214,-9.9034004,91.46914,5.83029,327.8326,7.459793,0.41578475,98801.69,97799.81,7.459793,4.691757,1.2900847,152,2014-04-25 22:00:00,7
7174,7174,0.9313326,51.649601,0.00067806244,-9.9034004,75.84426,5.0998545,301.6662,4.2970276,0.2048525,100143.125,99146.266,4.2970276,6.966675,0.89376324,152,2014-06-06 09:00:00,5
7175,7175,0.41940862,51.649601,0.0004606247,-9.9034004,145.9654,4.793833,327.03976,7.7399597,0.47879833,99702.56,98722.69,7.7399597,5.018753,1.0873286,152,2014-08-27 15:00:00,7
7176,7176,0.71383756,51.649601,0.0019164085,-9.9034004,206.15675,7.1723137,357.72903,11.920319,0.106968686,98763.5,97790.3,11.920319,0.4727173,1.6269878,152,2014-10-17 18:00:00,7
7177,7177,0.7620124,51.649601,5.531311e-05,-9.9034004,253.5201,11.031326,277.94846,1.1299744,0.016456077,99261.625,98270.25,1.1299744,8.093002,1.4698507,152,2014-11-28 07:00:00,0
7178,7178,-0.3176328,51.649601,0.0021848679,-9.9034004,254.79749,11.070057,26.708788,14.353317,2.3693268,97553.56,96578.02,14.353317,7.2217255,3.71526,152,2015-01-14 18:00:00,4
7179,7179,0.8678308,51.649601,0.0020346642,-9.9034004,236.58058,7.783719,356.48108,11.494308,0.14871742,100947.56,99935.44,11.494308,0.7068329,1.6814287,152,2015-03-12 06:00:00,7
7180,7180,0.87577534,51.649601,5.5789948e-05,-9.9034004,259.87683,7.3491755,64.59434,1.7468414,0.017872553,98873.625,97872.19,1.7468414,3.6779022,0.94148964,152,2015-05-05 02:00:00,1
7181,7181,-0.8405899,51.649601,0.00040102005,-9.9034004,207.13278,7.6123915,21.206398,7.9329376,0.30847254,99713.94,98731.5,7.9329376,3.078003,1.4965687,152,2015-08-02 22:00:00,3
7182,7182,0.4761576,51.649601,5.2452087e-06,-9.9034004,280.86755,6.5267315,260.94348,0.685318,-0.0032157223,99769.31,98779.28,-0.685318,4.299469,0.49045277,152,2015-10-05 00:00:00,1
7183,7183,0.9926292,51.649601,6.67572e-06,-9.9034004,240.89427,11.691999,14.821098,16.250107,1.8082016,98398.31,97409.84,16.250107,4.2998657,3.5224926,152,2015-12-30 08:00:00,4
7184,7184,-0.9367187,51.649601,0.0019602776,-9.9034004,280.782,13.364734,314.98187,7.5927277,0.69750565,98945.81,97951.586,7.5927277,7.597534,2.5252254,152,2016-01-01 16:00:00,7
7185,7185,0.5555004,51.649601,0.00091552734,-9.9034004,306.33496,12.176704,244.48494,2.4744568,-0.050550908,99014.19,97996.5,-2.4744568,5.1842957,2.4747262,152,2016-04-10 10:00:00,0
7186,7186,0.73948824,51.649601,0.00054740906,-9.9034004,0.017428063,6.1397057,282.02228,1.4581604,0.023184156,100118.81,99125.516,1.4581604,6.8470154,0.6862223,152,2016-05-08 21:00:00,5
7187,7187,0.806143,51.649601,0.00018453598,-9.9034004,197.88425,6.6192303,343.0307,9.46611,0.41219252,98978.19,98003.82,9.46611,2.8885345,1.2426162,152,2016-08-19 09:00:00,7
7188,7188,0.36332288,51.649601,0.0,-9.9034004,304.52414,13.048125,242.89125,2.9217072,-0.07758694,100792.31,99785.09,-2.9217072,5.707367,1.7454094,152,2016-10-23 17:00:00,6
7189,7189,0.20042853,51.649601,0.000890255,-9.9034004,243.31386,9.111168,351.497,9.546509,0.20714165,100342.25,99342.36,9.546509,1.4272461,1.4813683,152,2016-12-13 21:00:00,7
7190,7190,0.082984686,51.649601,0.0012922287,-9.9034004,225.89156,10.061086,1.1846077,6.7747955,0.010239574,96608.375,95637.31,6.7747955,0.14009094,1.7060032,152,2017-02-02 14:00:00,3
7191,7191,0.10036615,51.649601,6.055832e-05,-9.9034004,242.34506,8.590173,127.777466,2.2000275,-0.021879332,100255.0,99243.78,-2.2000275,2.838562,1.1588839,152,2017-03-31 23:00:00,1
7192,7192,0.74351263,51.649601,0.0,-9.9034004,323.02573,6.283189,158.93042,2.296753,-0.0074331635,99228.56,98245.85,-2.296753,0.8848419,0.6296819,152,2017-05-11 20:00:00,1
7193,7193,-0.07168699,51.649601,0.0004401207,-9.9034004,254.15886,5.517458,334.19772,4.772644,0.0836997,99921.31,98933.97,4.772644,2.3074188,0.77746177,152,2017-08-02 03:00:00,7
7194,7194,0.06909763,51.649601,8.010864e-05,-9.9034004,7.3294387,6.1971054,297.8576,5.054199,0.3890184,99215.44,98240.99,5.054199,9.56282,1.2843529,152,2017-10-16 05:00:00,5
7195,7195,-0.90800405,51.649601,0.0016107559,-9.9034004,269.67996,11.601914,14.778654,8.753479,0.28178474,98691.81,97700.56,8.753479,2.3092804,2.532669,152,2017-12-30 20:00:00,4
7196,7196,-0.6110476,51.649601,0.0026168823,-9.9034004,226.28331,9.7374115,337.15247,10.696487,0.8211709,100514.69,99507.0,10.696487,4.506836,1.9063885,152,2018-01-12 19:00:00,7
7197,7197,0.75566536,51.649601,0.0018224716,-9.9034004,213.89923,7.0673704,327.7107,9.105347,0.7596718,97716.75,96734.69,9.105347,5.753784,1.2591047,152,2018-03-14 09:00:00,7
7198,7198,-0.8948162,51.649601,0.0023417473,-9.9034004,234.33661,8.27103,11.746301,10.383652,0.37072605,99853.125,98848.39,10.383652,2.1591034,1.8824102,152,2018-05-11 06:00:00,3
7199,7199,-0.98536116,51.649601,5.722046e-06,-9.9034004,274.58817,7.8203516,196.21967,3.9837189,-0.02928785,99312.06,98327.484,-3.9837189,1.1588593,1.0801175,152,2018-07-29 04:00:00,1
7200,7200,0.9733089,51.649601,0.0001578331,-9.9034004,197.55057,6.239271,21.389822,12.4157715,1.1938341,98154.875,97181.875,12.4157715,4.863144,1.9557358,152,2018-10-12 02:00:00,3
7201,7201,0.69178456,51.649601,0.000333786,-9.9034004,268.06454,7.030858,304.95682,2.0687408,0.020168236,98189.19,97226.7,2.0687408,2.9592133,0.7656086,152,2019-08-09 11:00:00,7
7202,7202,-0.3346822,51.649601,0.00062179565,-9.9034004,302.28568,6.5014267,36.479836,4.81192,0.131197,99735.19,98753.64,4.81192,3.558014,0.84431505,152,2019-09-30 13:00:00,1
7203,7203,0.020914298,51.649601,0.0011291504,-9.9034004,189.97702,6.6092863,3.0313423,13.517181,0.20828392,97454.125,96478.16,13.517181,0.7158203,1.571626,152,2019-12-18 18:00:00,3
7204,7204,0.41099593,51.649601,0.0013537407,-9.9034004,251.08894,9.515388,333.9176,11.682602,1.2429773,99299.56,98300.89,11.682602,5.718796,2.287288,152,2020-01-16 07:00:00,7
7205,7205,0.58818537,51.649601,0.00040102005,-9.9034004,182.7342,6.139511,338.87186,10.178421,0.6489248,99340.25,98349.72,10.178421,3.9332733,1.621431,152,2020-04-05 11:00:00,7
7206,7206,-0.58973193,51.649601,0.00466156,-9.9034004,189.51936,5.711335,342.51733,11.690887,0.8014676,100191.44,99201.41,11.690887,3.6822357,1.728887,152,2020-06-20 16:00:00,7
7207,7207,-0.23286974,51.649601,2.2411346e-05,-9.9034004,268.39804,6.7562084,100.55786,0.8036041,-0.0044340193,101521.06,100515.375,-0.8036041,4.311554,0.9205559,152,2020-08-01 01:00:00,2
7208,7208,-0.2482407,51.649601,0.0008049011,-9.9034004,222.01334,6.9279137,358.42175,11.2482605,0.06244556,97495.75,96526.56,11.2482605,0.30992126,1.2294294,152,2020-10-20 07:00:00,7
7209,7209,-0.90146863,51.649601,0.00046920776,-9.9034004,267.80472,11.013752,327.04733,9.097076,0.77717125,97880.19,96895.5,9.097076,5.8970337,1.953426,152,2020-12-16 01:00:00,7
7210,7210,0.61222965,51.649601,0.00051498413,-9.9034004,257.70456,11.580074,352.86426,9.2260895,0.15656766,97750.94,96770.25,9.2260895,1.155014,1.9186634,152,2021-02-20 11:00:00,7
7211,7211,-0.75648165,51.649601,0.00090646744,-9.9034004,255.37056,7.443136,37.88779,8.376526,0.72832817,99500.19,98504.64,8.376526,6.5180817,1.7731856,152,2021-03-10 11:00:00,3
7212,7212,-0.22274423,51.649601,0.0005044937,-9.9034004,235.90594,9.970165,11.506692,10.053726,0.32944492,98244.375,97257.91,10.053726,2.0466766,2.0501876,152,2021-05-09 03:00:00,3
7213,7213,0.93281126,51.649601,0.0010623932,-9.9034004,222.23488,5.518732,15.258422,7.589142,0.1898824,99687.25,98706.14,7.589142,2.0702362,1.0015635,152,2021-08-05 02:00:00,3
7214,7214,-0.7442818,51.649601,0.0012397766,-9.9034004,263.95984,12.042215,355.79736,5.7671967,0.022446666,102000.69,100997.28,5.7671967,0.42378235,1.8276956,152,2021-10-07 23:00:00,7
7215,7215,0.42149156,51.649601,0.0008611679,-9.9034004,254.62502,7.7909174,356.2917,10.616669,0.12351066,101189.06,100184.58,10.616669,0.6880951,1.5586957,152,2021-11-11 12:00:00,7
7216,7216,0.78014094,51.649601,0.0008506775,-9.9034004,278.32187,11.296845,21.387167,9.722809,0.5732431,98960.44,97965.03,9.722809,3.8078156,2.408711,152,2022-02-17 23:00:00,4
7217,7217,-0.9611559,51.649601,0.0007224083,-9.9034004,298.61267,10.029705,307.7578,4.447647,0.18090418,98194.75,97198.2,4.447647,5.7425995,1.8743464,152,2022-03-12 19:00:00,7
7218,7218,0.50890774,51.649601,0.0014386177,-9.9034004,189.28624,5.8502655,341.11957,10.789673,0.6841076,100297.69,99304.71,10.789673,3.6900177,1.3525232,152,2022-05-17 00:00:00,7
7219,7219,-0.9916875,51.649601,0.00011920929,-9.9034004,242.07059,5.851265,37.738037,6.3978577,0.32277167,100421.56,99433.375,6.3978577,4.9516144,1.1222378,152,2022-07-24 13:00:00,3
7220,7220,-0.031750575,51.649601,0.0004415512,-9.9034004,204.0116,5.2717676,20.196676,11.831558,0.9702659,98816.69,97831.72,11.831558,4.3523865,1.3577946,152,2022-10-26 03:00:00,3
7221,7221,0.8700059,51.649601,0.0014958382,-9.9034004,230.85979,8.686897,350.7559,10.042267,0.2624879,98582.5,97601.37,10.042267,1.6344299,1.8180491,152,2022-11-14 19:00:00,7
7222,7222,-0.71299976,51.649601,7.1525574e-06,-9.9034004,255.643,11.595375,27.083776,11.72934,1.3141176,98500.125,97504.08,11.72934,5.9980164,2.991568,152,2023-01-07 11:00:00,4
7223,7223,-0.8667976,51.649601,0.002822876,-9.9034004,270.22485,9.419102,72.82656,1.7552338,0.02786535,99331.25,98327.89,1.7552338,5.6795654,1.7590568,152,2023-04-11 13:00:00,0
7224,7224,-0.9880845,51.649601,0.00030612946,-9.9034004,231.31358,6.3412104,359.96436,5.5664673,0.00017091677,100484.5,99499.11,5.5664673,0.0034637451,0.5351694,152,2023-06-18 13:00:00,7
7225,7225,-0.9899008,51.649601,0.0004968643,-9.9034004,143.3065,5.3390055,278.25275,0.37568665,0.0005821882,98835.19,97867.06,0.37568665,2.5901947,0.60282594,152,2023-08-18 20:00:00,7
7226,7226,-0.8986804,51.649601,0.002366066,-9.9034004,203.18886,7.9954348,23.66403,12.185699,1.2627687,97964.25,96999.8,12.185699,5.340027,2.1388779,152,2023-09-27 13:00:00,4
7227,7227,-0.2983689,51.649601,0.00023651123,-9.9034004,291.88193,8.796387,176.91081,0.3627472,-4.1023645e-06,96108.31,95138.56,-0.3627472,0.019577026,1.3627732,152,2023-11-04 08:00:00,0
7228,7228,-0.9796271,51.649601,0.000104904175,-9.9034004,241.37512,8.143176,319.71274,5.4423523,0.21760622,96872.81,95892.86,5.4423523,4.613373,1.3737243,152,2024-02-09 22:00:00,7
7229,7229,0.9900138,51.649601,0.00060272217,-9.9034004,189.64435,7.064705,359.4318,17.089035,0.07881908,97283.44,96310.7,17.089035,0.16947937,2.8626459,152,2024-04-06 07:00:00,7
7230,7230,-0.32714853,51.649601,0.0008225441,-9.9034004,262.5705,7.418207,295.8905,2.431961,0.04719299,99155.94,98167.9,2.431961,5.010544,0.9417965,152,2024-05-13 07:00:00,7
7231,7231,0.9975106,51.649601,0.0030994415,-9.9034004,279.18314,9.118402,46.634712,7.8739624,0.82310414,99165.0,98191.39,7.8739624,8.336594,1.7012106,152,2024-08-22 21:00:00,4
7232,7232,-0.32690364,51.649601,0.002204895,-9.9034004,143.8212,6.811364,290.23828,3.6238098,0.20555022,99715.125,98727.29,3.6238098,9.828964,1.513248,152,2024-09-29 10:00:00,7
7233,7233,-0.35429597,51.649601,0.0030174255,-9.9034004,234.6923,8.306937,22.996962,12.216888,1.232393,97621.19,96655.68,12.216888,5.1849976,2.1956472,152,2024-11-23 20:00:00,4
7234,7234,-0.9609083,51.827801,0.0039711,-8.0007,178.34427,7.7821865,345.1292,13.738312,1.0964748,98405.375,98169.266,13.738312,3.6479797,2.5084996,153,2010-10-29 09:00:00,7
7235,7235,0.9475909,51.827801,0.0026655197,-8.0007,159.10216,7.5825615,328.42297,14.873535,3.2207067,99418.44,99178.95,14.873535,9.142044,3.8781497,153,2010-11-16 22:00:00,4
7236,7236,-0.77359074,51.827801,0.0008196831,-8.0007,156.96849,6.966399,291.37067,4.311722,0.32622433,98082.94,97840.8,4.311722,11.018829,2.5624974,153,2011-02-15 05:00:00,7
7237,7237,0.9705848,51.827801,0.00040245056,-8.0007,189.4997,7.376973,1.2472875,12.702393,0.07106383,100213.375,99970.484,12.702393,0.27656555,2.5005896,153,2011-04-01 23:00:00,3
7238,7238,0.8803949,51.827801,9.679794e-05,-8.0007,185.87471,7.6667624,355.0266,12.864624,0.29504922,100410.0,100167.78,12.864624,1.1194916,2.9479778,153,2011-05-08 17:00:00,7
7239,7239,0.68031293,51.827801,1.7166138e-05,-8.0007,195.61502,5.8837605,359.80045,6.8036804,0.0017468627,100205.56,99965.7,6.8036804,0.0236969,1.369911,153,2011-08-25 16:00:00,7
7240,7240,-0.9876006,51.827801,3.33786e-05,-8.0007,206.96275,7.2658215,40.615986,9.428894,1.1448283,99372.69,99134.78,9.428894,8.086105,2.3573303,153,2011-09-10 17:00:00,3
7241,7241,-0.989328,51.827801,9.536743e-07,-8.0007,151.4921,7.01985,317.85028,8.714706,0.9540189,101651.19,101402.266,8.714706,7.888092,2.560802,153,2012-01-15 01:00:00,7
7242,7242,0.9876427,51.827801,0.00053310394,-8.0007,91.74522,7.0848703,223.53474,8.338623,-0.87728286,97785.44,97544.73,-8.338623,7.9226685,2.0961747,153,2012-04-25 13:00:00,7
7243,7243,0.76308364,51.827801,0.002453804,-8.0007,137.44121,7.254733,293.8181,5.5079193,0.6028098,99787.19,99545.97,5.5079193,12.4774475,3.054169,153,2012-06-14 18:00:00,7
