station,n_years,annual_max,annual_max_year,c,loc,scale,ks_D,ks_p,lat,lon,status
51,36,1.9996012449264526,2001.0,1.3339997068850988,1.6953078306849232,0.4059273254052663,0.15332961283885826,0.3312965428356226,47.205379,-1.76513,ok
510,11,1.7785671949386597,2022.0,,,,,,54.488632,-0.61463588,skipped (<20 years)
511,11,1.996963381767273,2022.0,,,,,,54.632,8.3839998,skipped (<20 years)
518,0,,,,,,,,55.367,-7.333,skipped (<20 years)
519,30,1.998570442199707,2023.0,-0.20942053983975448,0.8699992111929562,0.22922851842333392,0.09994110590333405,0.8964581332548273,55.206778,-6.656833,ok
52,32,1.9572784900665283,1999.0,0.1373099074646295,0.7194579708510505,0.32368669770252667,0.09119777612581326,0.9308553672540636,45.853409,-1.17782,ok
520,23,0.2395762801170349,1992.0,0.12346741836099345,0.17529384231416273,0.017896631916567356,0.14393577126316975,0.6749030690959821,55.627583,-6.189917,ok
521,17,1.9700331687927246,2022.0,,,,,,55.3717,-7.3344,skipped (<20 years)
522,30,1.7234240770339966,2018.0,-0.15947318654009174,0.8355657176134199,0.15535345247632804,0.11106081928849232,0.8139722718135176,55.200001,-6.6666999,ok
523,21,1.1627274751663208,1995.0,0.20736069843952937,0.8395914322431787,0.1108439905865576,0.14029386424710655,0.7520352352559132,55.627399,-6.1901002,ok
524,17,1.9975911378860474,2022.0,,,,,,55.3717,-7.3343201,skipped (<20 years)
525,0,,,,,,,,55.007444,-1.439778,skipped (<20 years)
526,44,1.9998581409454346,2017.0,0.20965909315686515,1.2489022900943558,0.2748254184668415,0.10396234127340145,0.6896094371329828,55.749806,-4.906333,ok
527,37,1.9980862140655518,2019.0,-0.1772416233767929,1.0049052664581462,0.18864638858323518,0.07719933277578667,0.9679335598007526,55.989833,-3.181694,ok
528,25,1.9929097890853882,2005.0,1.2504353269956585,1.8504720913470645,0.1781091291479296,0.14482352337690985,0.6193632152657977,55.01826759,8.44140467,ok
53,35,1.9999139308929443,1992.0,1.2996488570961486,1.785648125328768,0.2784703093162675,0.36405458139854824,0.0001153768678311823,47.193451,-1.63367,ok
530,75,1.9995052814483643,1993.0,1.397175495345294,1.9285902226245644,0.09908078243958329,0.06803178044300551,0.8547967432392366,55.4667,8.4333,ok
531,35,1.9895248413085938,2018.0,-0.1637638949273995,0.8919752598373132,0.20432081792755225,0.09022684540047987,0.9137554386166111,55.989799,-3.1803999,ok
532,35,1.7781012058258057,2024.0,0.15589673104601456,1.1753788504297082,0.21153432181135867,0.09398094728037504,0.8882522147369594,55.749699,-4.9046998,ok
533,35,1.9994016885757446,2018.0,-0.027140171943078613,0.9506086646313541,0.2517216588758031,0.09366486241413885,0.8905247265314961,55.0,-1.4333301,ok
534,20,0.8045584559440613,2005.0,0.06911603492664589,0.6657527272858274,0.04616824307568533,0.10853149472824575,0.9523763173083913,55.5667,9.75,ok
535,19,0.9027341604232788,2015.0,,,,,,55.0,9.9833002,skipped (<20 years)
536,11,0.7262186408042908,2014.0,,,,,,55.266701,9.8832998,skipped (<20 years)
537,11,1.9925143718719482,2018.0,,,,,,55.466702,8.4333,skipped (<20 years)
538,11,1.9975121021270752,2020.0,,,,,,55.016998,8.441,skipped (<20 years)
54,34,1.4457333087921143,2023.0,1.1550009668223342,0.6571690454445397,0.9107924865679906,0.3307274269168726,0.0008148540416570427,48.641102,-2.0276,ok
540,10,1.7630386352539062,2020.0,,,,,,55.130798,8.6858997,skipped (<20 years)
541,10,1.288820743560791,2017.0,,,,,,55.1833,8.6833,skipped (<20 years)
542,10,1.9797770977020264,2020.0,,,,,,55.087002,8.5654001,skipped (<20 years)
544,10,1.9961552619934082,2018.0,,,,,,55.283298,8.5832996,skipped (<20 years)
545,10,1.9946688413619995,2016.0,,,,,,55.333302,8.6833,skipped (<20 years)
546,35,1.9998306035995483,2003.0,0.16874114900251697,1.1706600105382285,0.32195544064384063,0.09537024098569913,0.878005035669817,56.623111,-6.064222,ok
547,35,1.9338120222091675,2023.0,0.012937754288628676,0.9536637817064855,0.2437255726780171,0.07948032563471896,0.9672033100559441,56.6231,-6.0630999,ok
549,14,0.8130582571029663,2014.0,,,,,,56.633301,9.8000002,skipped (<20 years)
55,30,1.7214919328689575,1992.0,1.1282711413862718,0.0648356054912024,1.8691575253752892,0.4659301427998345,1.7296034240600323e-06,47.305672,-2.0883,ok
550,10,1.9999501705169678,2017.0,,,,,,56.524601,8.1152,skipped (<20 years)
551,10,1.3234121799468994,2019.0,,,,,,56.7075,8.2089996,skipped (<20 years)
553,55,1.9999146461486816,2004.0,0.3454988800822305,0.8224743140706616,0.491552227648558,0.22340695120487575,0.006821035107245965,57.89525,-5.158056,ok
554,35,1.9865853786468506,2017.0,-0.2134729363142256,0.8548785902401187,0.16170515650647743,0.09767701766966908,0.8601041479867344,57.8955,-5.1567998,ok
557,0,,,,,,,,57.144028,-2.080222,skipped (<20 years)
558,0,,,,,,,,57.59916667,-4.00877778,skipped (<20 years)
559,35,1.1875998973846436,2011.0,0.23153640153306534,0.7761409020189041,0.16756856678796547,0.09232950947490215,0.899876351649217,57.150002,-2.0833299,ok
56,27,1.1494978666305542,2023.0,0.46628956207930455,0.647166153120255,0.2589729571274425,0.15653553896059985,0.4752571884980912,47.5429,-2.8954,ok
564,0,,,,,,,,58.208,-6.388,skipped (<20 years)
565,46,1.997979998588562,2008.0,-0.050550683489484535,0.7605014435189339,0.1923416352394336,0.13910421037492005,0.3065146454916218,58.207722,-6.388889,ok
566,33,1.9996682405471802,2015.0,1.344967873922243,1.3333772204602345,0.8961400166998219,0.30975117224696413,0.002609332139182796,58.456694,-5.050222,ok
567,35,1.0721553564071655,2005.0,0.18420018476818062,0.6922379328479795,0.1368995664576011,0.09243598833250932,0.8991456745828372,58.216702,-6.3833299,ok
568,33,1.998467206954956,2018.0,0.047699768381835414,0.8825526823939933,0.30066862800930594,0.14018946782815678,0.49202173604038657,58.457199,-5.0496001,ok
57,26,1.0605788230895996,2023.0,0.0667476380337122,0.6492451469875653,0.09492858338611099,0.11237399707596285,0.8618922442521366,47.873798,-3.9075999,ok
570,75,0.999835193157196,1990.0,0.17665142624924413,0.6306800412513769,0.12058135483845822,0.07435866144327172,0.773179576759366,58.0,7.567,ok
571,59,1.9969425201416016,2015.0,-0.43422390246122167,0.7441944512159615,0.22737672552631155,0.118519708496443,0.35074566574272026,58.440972,-3.086389,ok
572,74,0.9817594289779663,1990.0,-0.08305532877178042,0.567977342263374,0.09093374554157835,0.07456709115235982,0.7769906351905974,58.974339,5.730121,ok
573,75,1.0224450826644897,1990.0,0.04707446882980888,0.6237336139897056,0.10676462945003473,0.08085491530372876,0.6803879249759729,58.006377,7.554759,ok
574,50,1.3501859903335571,1990.0,0.22770272567376643,0.8030169802721523,0.18802259610143424,0.09444103496195716,0.7283237577839268,58.995212,9.856379,ok
575,74,0.9540472626686096,1990.0,-0.043692570865682,0.5425168797522575,0.06216985355918549,0.0930420105651274,0.5136169562178681,58.974339,5.7301211,ok
576,75,0.6260185241699219,1967.0,0.5090463479037334,0.5275851294919232,0.05436539626667822,0.05721030935184995,0.9549876921743464,58.006378,7.554759,ok
577,50,0.8081161975860596,2020.0,0.5229142787292025,0.669786595924194,0.07681648000627364,0.07534656161257114,0.9186569265249949,58.995213,9.8563786,ok
578,35,1.8599485158920288,2015.0,-0.03282403929936506,0.7105527839846622,0.18333192154150113,0.1051601019369765,0.7955961384308627,58.4333,-3.0833299,ok
58,19,1.3281257152557373,2018.0,,,,,,47.88092,-4.1159801,skipped (<20 years)
59,19,1.999903917312622,2006.0,,,,,,48.588699,-3.8382599,skipped (<20 years)
6,55,1.2808825969696045,1987.0,0.15794901911473133,0.6099564583691234,0.15552219583042853,0.12350748081329505,0.34264842530104445,47.644274,-3.445852,ok
60,18,1.4294664859771729,2017.0,,,,,,46.007359,-1.17434,skipped (<20 years)
61,15,1.4315695762634277,1967.0,,,,,,45.453671,-0.92304999,skipped (<20 years)
65,12,1.607662558555603,2009.0,,,,,,45.335571,-0.79517001,skipped (<20 years)
7,55,1.3519645929336548,1987.0,-0.007140256642916553,0.5925608029996288,0.1311303997726588,0.11819714692078087,0.3950920382413061,48.359098,-4.78075,ok
70,10,1.9861570596694946,2009.0,,,,,,45.040482,-0.60351998,skipped (<20 years)
8,52,1.3402248620986938,1984.0,-0.16828022857190095,0.6203329780125281,0.09793086671572251,0.04685763689497191,0.9995486781738139,48.718426,-3.965679,ok
84,32,1.9986730813980103,2018.0,-0.49928158845164183,0.48837453360287103,0.13206675295828663,0.12878186650779755,0.6174886158419837,49.917833,-6.317139,ok
85,31,1.9925780296325684,2018.0,-0.2018090190700641,0.4755577159666311,0.11089497145244079,0.10465155012177929,0.8516416809339091,49.9179,-6.3155999,ok
87,33,1.9617345333099365,1998.0,-0.24108575357088294,0.7939917746275322,0.16936355853870702,0.12608810133135973,0.6252055103055535,49.183333,-2.116667,ok
88,64,1.7335519790649414,1966.0,0.39568960723363356,1.0178444219778373,0.30961887249886233,0.11665903247669782,0.32301829204121446,49.92917,1.08449,ok
89,59,1.9630098342895508,1990.0,0.22805565269249065,1.0197346320207679,0.315164122809506,0.10979045455925818,0.444025606072036,49.481892,0.10598,ok
9,44,1.5183618068695068,2010.0,0.20052849938920306,0.790136254261345,0.23881714219956235,0.0981930886470348,0.7531725046661583,46.15850067,-1.22064996,ok
90,52,1.2944207191467285,1990.0,0.009627208634422676,0.6947123243254238,0.13076816107475753,0.08752415164549682,0.7881347217179709,49.651447,-1.635508,ok
93,64,1.7335959672927856,1966.0,0.39564557880071205,1.0179396608114488,0.30958539452456224,0.11669576025662562,0.32265970200069405,49.93,1.085,ok
94,59,1.9630073308944702,1990.0,0.2281313791867515,1.0198110061281933,0.3152578447227703,0.10978711365506544,0.4440637807983234,49.481602,0.1056,ok
95,52,1.2944964170455933,1990.0,0.009697811856934462,0.6948364743764015,0.13075601100707562,0.08679136474401572,0.796347913273362,49.651299,-1.6355,ok
96,0,,,,,,,,49.431831,0.11067,skipped (<20 years)
97,33,1.7689331769943237,2023.0,-0.08307985744180654,0.8100321297410201,0.1334481131217826,0.11574408127255453,0.7255184851490437,49.1833,-2.1166999,ok
99,12,1.9270135164260864,2018.0,,,,,,49.48378,0.11458,skipped (<20 years)
