station,u10_mean,u10_std,u10_q95,u10_q99,v10_mean,v10_std,v10_q95,v10_q99,d2m_mean,d2m_std,d2m_q95,d2m_q99,t2m_mean,t2m_std,t2m_q95,t2m_q99,msl_mean,msl_std,msl_q95,msl_q99,sst_mean,sst_std,sst_q95,sst_q99,sp_mean,sp_std,sp_q95,sp_q99,tp_mean,tp_std,tp_q95,tp_q99,mwd_mean,mwd_std,mwd_q95,mwd_q99,mwp_mean,mwp_std,mwp_q95,mwp_q99,swh_mean,swh_std,swh_q95,swh_q99,tide_mean,tide_std,tide_q95,tide_q99,residual_mean,residual_std,residual_q95,residual_q99,residual_is_deviant_mean,residual_is_deviant_std,residual_is_deviant_q95,residual_is_deviant_q99,magnitude_mean,magnitude_std,magnitude_q95,magnitude_q99,wind_dir_mean,wind_dir_std,wind_dir_q95,wind_dir_q99,u10_abs_mean,u10_abs_std,u10_abs_q95,u10_abs_q99,v10_abs_mean,v10_abs_std,v10_abs_q95,v10_abs_q99,wind_wave_diff_mean,wind_wave_diff_std,wind_wave_diff_q95,wind_wave_diff_q99,wind_wave_alignment_mean,wind_wave_alignment_std,wind_wave_alignment_q95,wind_wave_alignment_q99,tau_u_mean,tau_u_std,tau_u_q95,tau_u_q99,tau_v_mean,tau_v_std,tau_v_q95,tau_v_q99,tau_mag_mean,tau_mag_std,tau_mag_q95,tau_mag_q99,u10_annmaxmean,u10_annmaxmax,v10_annmaxmean,v10_annmaxmax,d2m_annmaxmean,d2m_annmaxmax,t2m_annmaxmean,t2m_annmaxmax,msl_annmaxmean,msl_annmaxmax,sst_annmaxmean,sst_annmaxmax,sp_annmaxmean,sp_annmaxmax,tp_annmaxmean,tp_annmaxmax,mwd_annmaxmean,mwd_annmaxmax,mwp_annmaxmean,mwp_annmaxmax,swh_annmaxmean,swh_annmaxmax,tide_annmaxmean,tide_annmaxmax,residual_annmaxmean,residual_annmaxmax,residual_is_deviant_annmaxmean,residual_is_deviant_annmaxmax,magnitude_annmaxmean,magnitude_annmaxmax,wind_dir_annmaxmean,wind_dir_annmaxmax,u10_abs_annmaxmean,u10_abs_annmaxmax,v10_abs_annmaxmean,v10_abs_annmaxmax,wind_wave_diff_annmaxmean,wind_wave_diff_annmaxmax,wind_wave_alignment_annmaxmean,wind_wave_alignment_annmaxmax,tau_u_annmaxmean,tau_u_annmaxmax,tau_v_annmaxmean,tau_v_annmaxmax,tau_mag_annmaxmean,tau_mag_annmaxmax,lat,lon,coast_bearing_deg,coast_normal1_deg,coast_normal2_deg,wind_to_mean_deg,wind_vs_coast_normal_diff_deg,wind_more_alongshore_deg
328,7.9272246,6.006847,16.566110229492185,19.17753784179687,3.8082423,4.466069,10.465872192382811,13.001176757812498,281.9146,3.45746,288.0629150390625,288.5720556640625,284.968,3.3169632,290.02638549804686,291.0717578125,99848.74,1180.498,101733.35,102307.00499999999,285.01996,3.9551368,290.76328125,292.172724609375,99378.984,1176.6902,101256.5390625,101823.075625,0.0003430831,0.00046477895,0.001476383209228515,0.0018100738525390612,212.63359,52.16778,279.8821228027344,327.7717919921875,3.1406074,0.69383675,4.304688835144042,4.715192985534668,0.64565945,0.41941226,1.438968563079834,1.736165943145752,-1.323326896055882,2.7289718098430273,3.5175534271236484,4.989337998061492,0.87242126,0.36108,1.626621651649475,1.9266913366317746,0.0,0.0,0.0,0.0,38.309284,30.974796,98.64234313964843,126.76895874023428,94.72856,85.59935,333.7640075683594,355.5498803710937,8.530221,5.109579,16.566110229492185,19.17753784179687,4.9658117,3.120477,10.465872192382811,13.001176757812498,117.90503,113.33473,180.02621765136718,195.74287109374998,0.002455325,0.7432433,0.9939947485923767,0.9993866610527039,0.6320015,0.7277616,2.1298472881317134,3.279680347442625,0.3165769,0.5340353,1.2595570802688596,1.89084588050842,3.857304,5.7941456,15.495556259155272,25.599333648681604,14.785714,20.0336,9.135532,14.831009,286.29614,289.29904,289.0225,291.7431,101198.15,102767.625,290.15866,293.31177,100723.82,102279.78,0.0010242462,0.0020370483,266.73727,337.69867,4.0021753,4.920658,1.203688,1.9306464,2.461930704550595,5.472581004688299,1.3657525,1.9567009,0.0,0,80.993164,164.21759,224.55367,359.99338,14.785714,20.0336,9.1828,14.831009,177.72562,199.69832,0.8432202,0.9999849,1.6164389,3.5980794,1.0477726,3.4348943,11.856388,42.94561,51.216702,-3.1333301,93.03858290309023,183.03858290309023,3.03858290309023,274.72858,-88.31000624293398,-178.31000624293398
329,5.9458346,7.086821,16.5281379699707,19.27578201293945,7.8601456,3.8200428,13.28750991821289,14.821907501220693,282.9224,3.495718,288.3623565673828,289.4525164794922,285.49036,3.1899316,290.7495544433594,291.5327795410156,99613.14,1081.0,101210.5375,101735.144375,285.2289,3.6387453,290.7617553710937,291.09754638671876,98977.88,1076.417,100574.334765625,101095.320859375,0.000737962,0.000917265,0.002515459060668945,0.0037485361099243095,221.54784,33.12766,253.28202056884766,259.6138916015625,6.9001665,1.6555135,9.620169591903686,10.944169197082513,2.2949796,1.3225176,5.005418372154235,5.520961461067198,-0.6169910583054667,2.0854630467708684,2.7003741829855663,3.009825285303615,0.5829171,0.24950884,0.9749109297990799,1.4010801041126248,0.0,0.0,0.0,0.0,56.95089,44.768547,143.13348770141602,171.0825930786133,102.33355,116.91321,347.95045471191406,356.9745770263672,7.6712785,5.1580744,16.5281379699707,19.27578201293945,7.992517,3.5331876,13.28750991821289,14.821907501220693,119.21428,136.26811,214.41052017211913,221.36467819213863,0.030753108,0.6861576,0.9879168957471848,0.9994308584928513,0.87050015,1.1963364,3.6500253200531008,4.492877411842343,0.82150924,0.84727055,2.6962207078933718,3.4095553922653195,8.340393,11.40814,32.62651462554931,46.611292114257814,14.667745,24.1669,12.088239,17.72461,287.45895,290.0631,289.80667,291.9878,100928.18,102132.31,290.25153,291.6184,100288.38,101469.41,0.0020028143,0.0048832893,248.85388,284.84427,8.90416,12.603693,4.1082497,7.9047217,2.0189302332779597,4.645394680239275,0.9125189,1.5374948,0.0,0,119.36749,181.14218,276.86304,357.46323,14.667745,24.1669,12.088239,17.72461,206.44104,233.53183,0.7715858,0.99985117,2.623933,5.3695874,2.0618675,4.095536,25.18168,52.253887,51.216702,-4.1166701,84.6192231816292,174.6192231816292,354.6192231816292,282.33356,-72.28566605272295,-162.28566605272295
330,5.60149,4.6572075,13.132447814941406,15.20917999267578,4.245611,3.5278158,9.447171020507811,11.455761871337888,282.06357,3.9127676,288.3454132080078,289.9486410522461,284.80826,3.9015942,291.4078643798828,292.9891107177734,100050.38,1251.0857,101943.15625,103400.875625,,,,,99335.59,1246.1534,101228.475,102650.073828125,0.00041725347,0.000713407,0.0019023180007934548,0.0033626651763916013,216.76141,46.36633,283.2342163085937,332.010871887207,3.1464753,0.742966,4.425229883193969,4.867229795455932,0.64355063,0.45071623,1.4977059602737426,1.8966656291484834,-2.7924928856818925,2.4772573002795553,2.7393084510444896,4.251293593706183,1.0843302,0.3283048,1.7915057361125943,1.91863525390625,0.0,0.0,0.0,0.0,27.020996,24.734102,79.24889411926264,92.37271903991699,85.988945,88.09992,344.310545349121,358.07963317871094,5.943844,4.208938,13.132447814941406,15.20917999267578,4.7068233,2.8798785,9.447171020507811,11.455761871337888,130.77248,110.31949,190.1036865234375,215.67940612792967,-0.03126427,0.7123581,0.9837183862924576,0.9997514510154724,0.36649778,0.48569104,1.4043151915073393,1.845505446195602,0.25378257,0.3087813,0.9493678390979763,1.1720471680164333,2.1316388,3.2532847,10.002907705306995,13.588590688705443,11.585322,15.819366,8.38998,13.6132965,286.98605,291.26312,289.9282,294.92322,101530.555,103794.375,,,100811.83,103054.734,0.0012989491,0.00404644,267.19986,358.8439,4.085918,4.9338846,1.2487711,1.9306464,0.48579935641580346,5.644636804472997,1.5432485,1.9858404,0.0,0,61.86311,97.6852,215.79251,359.39893,11.585322,15.819366,8.38998,13.6132965,185.54872,227.12227,0.75569427,0.9999989,1.0431479,2.236585,0.69400096,1.3469398,6.658328,15.196271,51.549599,-2.9860001,218.46939568610495,308.4693956861049,128.46939568610495,265.98895,-42.48044304938617,47.519556950613804
331,5.5795403,6.187067,15.919108581542968,17.58558868408203,7.527155,4.356533,13.06609878540039,15.383796386718748,282.59964,3.3281488,288.36358337402345,289.9512878417969,284.97357,3.1467526,290.5937927246094,292.3056475830078,99525.48,1137.4369,101324.3875,101709.555625,,,,,98936.62,1133.1501,100725.93359375,101110.370546875,0.0009087629,0.0009136259,0.002599930763244627,0.0035660362243652337,230.01208,22.773289,258.644270324707,269.6344442749022,7.299809,1.5627048,9.808782243728636,11.239686985015855,2.4570718,1.3511791,5.078414463996887,6.029688215255734,-0.07230625335182865,2.1747807801879273,3.2153235133078546,4.057135479601592,0.71623,0.31872782,1.222709983587265,1.8681375133991238,0.0,0.0,0.0,0.0,51.377895,42.84104,127.52226104736326,158.9923518371579,106.53786,118.68547,350.9019348144531,358.0198937988281,6.8012085,4.8027263,15.919108581542968,17.58558868408203,7.764612,3.9149723,13.06609878540039,15.383796386718748,123.474236,128.65874,214.8777244567871,222.85254760742185,0.0024665997,0.7021232,0.982279247045517,0.9969816976785659,0.7496007,1.0272546,2.866662049293516,3.885657768249508,0.7620653,0.7937503,2.1487509250640846,3.1737121796607894,7.1095133,10.417539,25.8980652809143,40.735721893310384,12.626522,18.109314,11.958157,19.114243,286.89816,290.54248,289.055,292.77585,100864.37,102321.19,,,100270.42,101712.0,0.0021134168,0.005051136,253.03339,291.90323,9.216139,12.938052,4.3063703,6.4918566,2.2723909596563696,4.4029957189057445,1.1063375,1.9399872,0.0,0,105.1596,220.65916,266.56677,359.38754,12.761284,18.109314,11.958157,19.114243,206.29419,236.63583,0.86179715,0.9978059,2.0632932,5.9926047,1.8164192,4.5468345,20.646345,77.53957,51.569698,-3.9737,156.03752229014128,246.03752229014128,66.03752229014128,286.53784,40.50031950673372,130.50031950673372
332,3.2165575,3.8772087,8.809292602539063,10.05480880737304,-3.245214,4.178331,3.8144126892089854,5.4665815734863115,278.3013,5.1001325,287.24029541015625,288.74986938476565,282.81567,4.6985683,291.22962799072263,292.84026397705077,101416.02,949.8547,102857.734375,103141.03375,284.8126,4.1279173,291.23670654296876,293.58576171875,101115.65,947.8065,102553.3578125,102833.840859375,0.00012597609,0.00037563723,0.0007265329360961919,0.0015401124954223565,229.82413,119.154305,350.310563659668,356.37925231933593,4.0952883,0.84119475,5.368297863006592,6.195143547058101,0.9541655,0.5517332,1.9837625980377198,2.4240785861015284,-0.3848245441659726,1.1315508051242518,1.8110915286039253,2.2986795422141695,1.0137105,0.43035316,1.8643586158752443,1.9934374606609344,0.0,0.0,0.0,0.0,16.664303,15.098708,48.45721778869629,62.63881931304929,135.65543,56.525978,236.84166946411136,283.7309533691403,4.2835197,2.64296,9.121598815917968,10.05480880737304,4.390156,2.9439774,9.475293731689455,11.949319305419907,94.16869,151.89764,204.09321670532228,223.91377807617175,-0.04410407,0.71304,0.986572191119194,0.9985890573263169,0.10834484,0.21375488,0.47970895469188707,0.8029891407489773,-0.11011968,0.23213372,0.08725464195013054,0.3302704206109006,0.8032399,1.4287043,3.7394076585769658,6.2500441122055,7.3080473,10.7456665,2.0503268,9.919937,285.02637,289.3927,289.08353,293.4224,102573.58,103332.56,290.4481,294.54053,102270.055,103020.79,0.0005124769,0.0033102036,336.10342,357.3382,5.1145873,6.5743513,1.6356021,2.9664674,1.0930010662524703,2.6773241055141224,1.5610538,1.9990124,0.0,0,34.801853,80.33656,212.68465,327.39474,7.580601,10.7456665,8.009521,13.608063,200.83553,234.3498,0.860999,0.99968296,0.36441925,1.036089,0.104872815,1.2691169,2.4034936,10.277937,51.450001,0.75,232.2123338772077,322.2123338772077,142.2123338772077,315.65543,-6.556907851817073,83.44309214818293
333,3.8089767,4.5656238,10.082351684570314,10.756971130371097,-4.163144,4.803204,4.148421478271485,6.252881317138683,278.74603,4.8984284,287.39381408691406,288.41925537109375,283.15503,4.6536436,290.53697814941404,292.2245980834961,101449.914,939.6142,102862.825,103181.528125,285.01508,4.3155594,291.4369384765625,291.70972412109376,101234.13,937.8645,102640.3125,102959.917109375,9.557463e-05,0.00026849168,0.0004517793655395509,0.0012945270538330098,230.15974,117.037254,348.33872985839844,355.0420938110352,4.079592,0.84325564,5.312651348114014,6.3522286605834966,0.9813156,0.56895113,2.0695077657699588,2.52273593425751,-0.5109604573497252,1.0815415840158504,1.4884977364757261,1.6971578904931257,1.0758562,0.40584153,1.8345982134342196,1.9477572631835938,0.0,0.0,0.0,0.0,26.692356,22.50288,77.15677223205569,92.7436078643799,136.58914,55.90389,220.7461837768555,290.5860690307618,5.200573,2.869179,10.177042388916016,10.845454559326173,5.433923,3.2866387,11.402464294433596,12.294725341796877,93.5706,152.02423,199.03572616577148,205.36184036254892,0.01976483,0.6920881,0.9927045673131942,0.9983911538124085,0.18648612,0.38794526,0.8401906192302705,1.2705677747726456,-0.24817622,0.4110673,0.10481895320117478,0.5136252954602262,1.9362367,3.042706,9.483437681198124,13.698475427627569,8.626231,11.858948,2.0449007,7.4570465,285.32565,289.7306,289.6149,295.59155,102511.516,103319.06,290.81158,293.4834,102293.49,103094.79,0.00037259716,0.0021514893,329.38095,358.62537,5.1810613,6.665577,1.777009,2.827884,0.7387843973770162,2.1086203247688164,1.5985737,1.9838092,0.0,0,56.65915,103.776825,208.51949,349.59207,8.828707,11.858948,9.940024,15.102997,192.91133,209.96257,0.8112402,0.9992423,0.6844579,1.5350548,0.118846536,0.94449407,5.8276186,17.150637,51.381985,1.1155597,84.65746434373301,174.657464343733,354.657464343733,316.58914,-38.068322498029886,-128.0683224980299
334,5.0336027,4.2899165,11.493506622314447,14.235481567382797,3.838551,3.3381279,9.38465118408203,11.858828735351558,281.53427,3.979013,288.14935913085935,289.2541662597656,284.6015,3.8492427,291.6597473144531,294.9285821533203,100097.305,1370.4683,102248.575,103348.726875,,,,,99199.21,1361.1373,101345.821484375,102408.643984375,0.00027513845,0.0004968112,0.0014436960220336912,0.0024546623229980413,,,,,,,,,,,,,-2.322603603827908,2.8458818592131077,3.8911543509749733,5.5606484031102665,1.1876653,0.34451595,1.8616048097610467,1.961009457111358,0.0,0.0,0.0,0.0,24.124847,21.716467,58.90563659667968,96.58815643310531,89.670235,87.67007,324.46694946289057,354.38942840576163,5.6613154,3.4120007,11.493506622314447,14.235481567382797,4.2682524,2.7630653,9.38465118408203,11.858828735351558,,,,,,,,,0.27846965,0.3622432,1.04061284661293,1.4999006831645951,0.22439712,0.33111748,0.7409353554248745,1.5540167403221108,1.6725147,2.806904,5.525787448883055,14.897178459167435,10.034644,14.734772,7.157399,12.954132,285.73956,291.54828,288.7592,297.14807,101578.08,103575.44,,,100666.984,102629.875,0.00080928433,0.002977848,,,,,,,1.3476657192263124,5.77005746963994,1.60839,1.9950489,0.0,0,50.429504,104.003815,185.55246,358.79834,10.034644,14.734772,7.2882442,12.954132,,,,,0.7514237,1.7718335,0.6075749,1.9816952,4.9059405,17.225744,51.507099,-2.7114,43.99718736746888,133.99718736746888,313.9971873674689,269.67023,-44.32696031668763,-134.32696031668763
335,5.2063923,3.999649,10.84248809814453,12.255361175537109,-3.9791374,4.594239,4.579125976562498,7.070774536132815,277.8837,4.704087,286.66902618408204,288.32138488769533,282.47012,4.2322826,289.80494689941406,292.74918182373045,101203.84,882.8195,102596.65625,102740.055625,,,,,101028.93,881.901,102417.529296875,102565.2875,9.581447e-05,0.0002213586,0.0005680799484252927,0.0010548877716064463,259.06284,105.544556,354.10785217285155,355.9458905029297,5.2348275,1.0788074,6.803659439086914,7.502408189773561,1.7106516,0.896902,3.2866058826446527,4.1136847114563,-0.4492369984031233,0.6900841263913103,0.8045305453132365,1.2142313577956931,0.8784663,0.39992326,1.6719868361949917,1.9704954648017887,0.0,0.0,0.0,0.0,25.949038,21.310085,66.80071849822991,78.54589721679689,128.77762,46.325428,200.75396728515625,242.47211944580084,5.7236757,3.2091634,10.84248809814453,12.255361175537109,5.049751,3.371123,10.915253448486327,12.666895904541018,130.28522,128.69716,203.21293182373046,217.2427690124512,0.057671145,0.70258164,0.9948487877845764,0.9988222813606262,0.2687278,0.31986332,0.8847393184900278,1.3463688850402846,-0.22122015,0.36931324,0.20084713920950886,0.5961458641290671,1.7898498,2.5607076,7.129876589775071,9.826849498748782,9.379807,12.958649,2.057792,7.788803,284.1061,289.1914,287.9435,293.32956,102321.65,103009.125,,,102145.375,102829.7,0.00040797752,0.0012059212,341.05353,356.949,6.3849254,7.6061554,2.8200083,4.6902575,0.48415641790233865,1.2675875905970089,1.4100776,1.9961582,0.0,0,54.35217,98.36965,188.97536,311.5576,9.379807,12.958649,9.060777,15.417465,200.77217,230.67062,0.84449726,0.99967736,0.70391846,1.4990621,0.126975,0.7285503,5.4364057,15.409968,51.966702,1.35,220.390315956769,310.390315956769,130.390315956769,308.77762,-1.6126975485658477,88.38730245143415
336,4.0007668,4.370726,10.422923278808593,11.571329956054687,-3.7046804,4.7683144,4.748509979248042,7.1871293640136695,279.01743,4.5451126,286.9168975830078,288.62987640380857,283.3399,4.700403,291.5149780273437,292.87687530517576,101378.67,946.8244,102805.7875,103178.96125,,,,,101204.086,945.78253,102629.39609375,102998.1571875,7.7955185e-05,0.00015355191,0.0004804134368896482,0.0006394386291503902,245.45808,114.21284,353.617529296875,357.3475134277344,5.0493345,0.9337096,6.518584251403809,6.925029201507568,1.5563296,0.8169585,2.7190186500549314,3.736644918918608,-0.19113658042333925,0.8772969640780056,1.3184281200254833,1.6064218210595578,0.8803032,0.44746885,1.892592918872833,1.9938486433029174,0.0,0.0,0.0,0.0,23.578438,20.559435,65.52545566558835,80.40554565429687,140.21419,58.75488,252.70335464477523,320.1865197753906,5.17131,2.877438,10.422923278808593,11.571329956054687,5.0461407,3.3018944,10.927944183349608,11.794034118652343,105.24389,145.26505,205.430655670166,210.31395462036133,0.005455285,0.71664083,0.9948548913002014,0.9993019145727158,0.19430391,0.327134,0.8447338998317718,1.3347318160533903,-0.18774691,0.36803547,0.16034104153513895,0.6601885062456129,1.5530448,2.5068343,6.839846754074093,10.296908931732176,8.801567,12.414993,2.5891993,7.535263,285.17242,289.71936,290.3279,295.38385,102547.86,104040.375,,,102371.94,103857.13,0.00029947644,0.0006866455,342.39276,358.1268,6.2579155,7.338229,2.6942556,4.013374,0.860973825043468,1.6202869038498953,1.4253957,1.9988153,0.0,0,54.005116,97.76862,219.37833,337.72708,9.057662,12.414993,9.311331,12.113098,196.37407,213.38403,0.84207624,0.99967736,0.6457683,1.4516263,0.16339013,0.9449171,5.230487,15.222237,51.948002,1.2920001,143.76107296606892,233.76107296606892,53.76107296606892,320.21417,86.45309939721233,176.45309939721233
337,5.5199995,3.969769,11.10634307861328,12.348267211914063,-2.0394535,6.057097,7.8212951660156245,14.40126770019531,279.53198,4.2697387,286.3776885986328,289.19511657714844,283.85025,4.219287,291.011865234375,291.73,100972.05,1190.348,102630.8625,102854.58,285.59747,3.7918234,290.8482421875,291.349794921875,100830.1,1188.8619,102487.82578125,102709.129375,0.00014619828,0.0003694276,0.0008596420288085937,0.0019886207580566404,255.73782,96.10222,349.73642578125,355.2963623046875,4.7558956,0.823653,6.016739082336426,6.519789180755615,1.4408605,0.7288469,2.7656578540802004,3.436372032165527,1.5105214897115709,1.4231905578052833,3.795019371618407,3.9921922387204383,0.82570136,0.36271542,1.5444595456123351,1.8383373475074767,0.0,0.0,0.0,0.0,28.004953,23.56435,75.026123046875,98.21136215209961,113.78391,52.223713,192.95913238525387,241.1959521484375,5.9733367,3.2408333,11.10634307861328,12.348267211914063,5.2448215,3.6241999,11.43780059814453,14.811517944335938,141.9539,111.04664,208.461181640625,221.96710998535156,-0.020513624,0.7064299,0.9631512880325317,0.9998291182518005,0.31855014,0.3910382,1.1202817559242246,1.6707688283920286,-0.11125669,0.46446404,0.7608610451221466,0.9454215741157531,2.1255534,3.2751908,8.966075515747068,15.363571014404297,10.364978,12.947403,6.803096,17.68077,285.04233,289.43634,289.73782,291.87692,102299.98,103145.44,290.7688,292.17578,102156.07,102999.016,0.0005888939,0.0022435188,338.09448,357.97165,5.8349786,6.6472883,2.4877515,3.5845962,3.272452155720267,4.355767539435809,1.2897093,1.8799446,0.0,0,64.8959,108.17106,189.80809,251.87927,10.364978,12.947403,10.61844,17.68077,202.99362,275.65396,0.78001696,0.9999238,0.949853,1.9095222,0.46267164,1.2519623,7.4437394,18.633806,51.223793,1.4092588,174.59447551953406,264.59447551953406,84.59447551953406,293.7839,29.189429509762817,119.18942950976282
338,5.0276117,3.7673109,10.543846893310546,11.713690032958985,3.390719,3.5255694,8.6460334777832,11.695681762695314,281.5507,3.8446653,288.11632537841797,289.49466522216795,284.6291,4.2836533,291.692448425293,296.7131921386719,100082.76,1245.8516,101638.8625,102129.18437500001,,,,,99184.37,1239.4122,100745.137890625,101224.125625,0.00027677536,0.0005053341,0.0014326095581054686,0.0020034646987915107,,,,,,,,,,,,,-0.8786802171834757,3.2028979202732555,5.030586381433609,5.74509550298373,1.3234799,0.43655235,1.9823833644390105,1.9953357458114624,0.0,0.0,0.0,0.0,22.045313,20.88109,60.86386680603027,82.79303146362315,78.873634,71.59741,252.10770263671864,349.6454486083985,5.421545,3.1677723,10.543846893310546,11.713690032958985,4.0181293,2.7810607,8.6460334777832,11.695681762695314,,,,,,,,,0.24660204,0.3081078,0.8915314912796019,1.2966129362583168,0.19366072,0.31776112,0.6932531356811519,1.3670589005947145,1.4613664,2.5761433,5.899291443824768,10.92332476615909,8.586281,11.759598,7.481916,11.964874,286.13083,290.3442,289.82758,296.71887,101269.69,103057.0,,,100365.98,102138.39,0.0009568267,0.0033049583,,,,,,,3.614846455858947,5.961100979664206,1.6658103,1.9970399,0.0,0,45.599106,104.003815,177.31635,358.3468,8.586281,11.759598,7.481916,11.964874,,,,,0.61307126,1.4396929,0.56021935,1.9816952,4.149727,17.225744,51.5,-2.7284,67.39921504098334,157.39921504098334,337.39921504098334,258.87363,-78.52558833199896,-168.52558833199896
339,3.981867,4.1575346,11.213879394531247,12.502562866210937,2.381214,4.074291,8.866693115234375,10.595107727050781,281.76352,4.0960565,287.89548950195314,289.5823132324219,284.7142,5.046707,293.44793090820315,296.0628314208984,100647.445,1385.6827,102520.00625,103092.61125,,,,,99745.34,1377.3333,101604.80625,102156.08609375,0.00024285498,0.0005676777,0.0010976791381835918,0.003011150360107421,,,,,,,,,,,,,1.4180743453604794,3.916929286971262,7.611112922572717,8.005196214923021,1.4295348,0.3721683,1.9597224116325378,1.9865581226348876,0.0,0.0,0.0,0.0,18.961939,20.89037,61.64178924560542,76.65744155883789,111.53182,95.901634,337.3372650146484,356.94674011230467,4.528972,3.5452895,11.213879394531247,12.502562866210937,3.880011,2.663688,8.866693115234375,10.595107727050781,,,,,,,,,0.211835,0.32400694,0.9575449049472804,1.1536938619613646,0.1586025,0.2713694,0.8209022462368011,0.9400609004497527,1.2587733,2.256191,6.060260486602774,9.358244724273682,9.748282,12.985397,7.5381517,10.723755,287.50964,291.6328,291.3149,296.07623,102285.26,103255.875,,,101369.01,102319.04,0.0009709138,0.0034656525,,,,,,,7.024097169302253,8.238999929873213,1.8645967,1.9894953,0.0,0,48.862156,77.20742,253.74791,358.66772,10.157459,12.985397,7.6347704,10.723755,,,,,0.68823314,1.2951677,0.5294887,1.0779225,4.494738,9.49287,51.570122,-2.7000217,231.53148745624526,321.53148745624526,141.53148745624526,291.53183,-29.999657622260884,60.000342377739116
342,8.741335,3.4683785,13.716996765136718,15.139550476074222,-0.7339458,5.7157216,7.9984802246093745,11.029443054199222,280.28656,4.3303366,287.9211181640625,288.5115588378906,284.2619,3.9611607,291.0061798095703,291.67176330566406,100472.06,1101.2524,102124.7875,102457.76625,,,,,100455.164,1101.0405,102107.42734375,102440.7271875,0.00026599944,0.00039666973,0.0012751579284667968,0.0014019966125488287,279.11984,32.279648,331.1844543457031,338.81475708007815,5.8105145,1.1471721,7.508285713195801,8.498375263214111,1.9416364,0.74748373,2.9787297964096067,3.2801064634323134,-0.002170967302426206,1.063395461582411,1.3885227604880028,1.770865712155634,0.97353953,0.3577116,1.5943080067634583,1.6447037196159366,0.0,0.0,0.0,0.0,36.606026,27.600887,73.8272933959961,102.45797439575203,95.35319,34.647964,159.05211791992187,166.52659057617188,8.741335,3.4683785,13.716996765136718,15.139550476074222,4.5625415,3.4733698,10.0950439453125,12.357265930175785,183.76666,14.411946,207.2297592163086,223.8519607543946,0.036207046,0.6936441,0.996898353099823,0.9988596320152283,0.54598683,0.47478253,1.3533167243003845,1.7459834408760089,-0.03227728,0.5935496,0.8500736117362975,1.6080379652977008,3.3278759,4.154913,8.680217170715332,17.028286342620873,12.710434,15.672089,5.694067,11.635773,286.56223,289.00922,290.34903,291.70853,101806.0,102747.5,,,101788.77,102730.945,0.0007807992,0.0015172958,323.32474,339.33115,7.3965116,8.537425,2.890972,3.6046157,1.0228914082893446,1.994396959921373,1.4920379,1.7138782,0.0,0,70.445694,120.302505,142.50746,169.73347,12.710434,15.672089,9.03248,13.534439,199.04478,243.36267,0.8310814,0.99890435,1.1683209,2.162521,0.6439755,2.0418441,8.70813,23.047764,51.522301,3.4402001,340.5268425814967,70.52684258149668,250.52684258149668,275.35318,24.826337350143945,-65.17366264985606
368,-0.1917297,7.6032295,11.924118041992188,15.130005645751954,9.054133,6.3578887,16.961719512939453,19.106892395019536,282.3853,3.674417,287.5420150756836,288.7682373046875,284.80322,3.242785,289.7291946411133,290.6238540649414,99158.78,1067.9489,100691.46875,101032.034375,284.8564,2.661652,288.7132568359375,289.03525390625,99096.47,1067.5608,100629.1171875,100968.905078125,0.0011072935,0.0012291531,0.0035741329193115234,0.00460047721862793,178.00887,34.258816,224.18347549438477,233.97982940673833,6.8218803,1.157548,8.729334831237793,9.055034637451174,2.8042095,1.1009359,4.505207061767578,5.0973328351974505,0.056835411606880396,0.30523859023716665,0.6695226097997361,0.8158075256522952,0.54971844,0.1940744,0.8305867314338684,0.9252683490514784,0.0,0.0,0.0,0.0,53.873795,41.92574,134.70056915283203,158.63435363769557,195.4381,143.22963,355.9680404663086,358.8361526489258,6.3140445,4.184508,13.333587646484375,15.130005645751954,9.859052,5.002008,16.961719512939453,19.106892395019536,-17.429228,163.94731,179.70243453979492,183.1132148742676,-0.13293386,0.7251937,0.9765739291906357,0.9987361878156662,-0.15662113,1.0615938,1.3743387162685394,2.403554415702821,0.92276806,1.0319561,2.984274387359619,3.594839084148419,7.388746,10.479918,28.90739679336548,40.49894008636489,8.436039,15.223221,15.350048,19.744003,286.6213,288.9883,288.84976,290.83405,100372.82,101060.56,287.86398,289.08008,100310.15,100998.38,0.0028499286,0.0047569275,211.47087,239.61002,8.310256,9.266234,4.1274314,5.3816934,0.4583950903217862,0.8799761614261109,0.78128964,1.3439842,0.0,0,109.35367,197.47241,329.03964,359.55487,12.571835,15.223221,15.350048,19.744003,150.56871,190.23776,0.7668229,0.99995846,0.954946,2.5303857,2.2748969,5.349148,20.88574,62.100105,52.3385,-6.4589,151.66245790095678,241.66245790095678,61.66245790095678,15.43811,-46.22434754939428,-136.22434754939428
