station,u10_mean,u10_std,u10_q95,u10_q99,v10_mean,v10_std,v10_q95,v10_q99,d2m_mean,d2m_std,d2m_q95,d2m_q99,t2m_mean,t2m_std,t2m_q95,t2m_q99,msl_mean,msl_std,msl_q95,msl_q99,sst_mean,sst_std,sst_q95,sst_q99,sp_mean,sp_std,sp_q95,sp_q99,tp_mean,tp_std,tp_q95,tp_q99,mwd_mean,mwd_std,mwd_q95,mwd_q99,mwp_mean,mwp_std,mwp_q95,mwp_q99,swh_mean,swh_std,swh_q95,swh_q99,tide_mean,tide_std,tide_q95,tide_q99,residual_mean,residual_std,residual_q95,residual_q99,residual_is_deviant_mean,residual_is_deviant_std,residual_is_deviant_q95,residual_is_deviant_q99,magnitude_mean,magnitude_std,magnitude_q95,magnitude_q99,wind_dir_mean,wind_dir_std,wind_dir_q95,wind_dir_q99,u10_abs_mean,u10_abs_std,u10_abs_q95,u10_abs_q99,v10_abs_mean,v10_abs_std,v10_abs_q95,v10_abs_q99,wind_wave_diff_mean,wind_wave_diff_std,wind_wave_diff_q95,wind_wave_diff_q99,wind_wave_alignment_mean,wind_wave_alignment_std,wind_wave_alignment_q95,wind_wave_alignment_q99,tau_u_mean,tau_u_std,tau_u_q95,tau_u_q99,tau_v_mean,tau_v_std,tau_v_q95,tau_v_q99,tau_mag_mean,tau_mag_std,tau_mag_q95,tau_mag_q99,u10_annmaxmean,u10_annmaxmax,v10_annmaxmean,v10_annmaxmax,d2m_annmaxmean,d2m_annmaxmax,t2m_annmaxmean,t2m_annmaxmax,msl_annmaxmean,msl_annmaxmax,sst_annmaxmean,sst_annmaxmax,sp_annmaxmean,sp_annmaxmax,tp_annmaxmean,tp_annmaxmax,mwd_annmaxmean,mwd_annmaxmax,mwp_annmaxmean,mwp_annmaxmax,swh_annmaxmean,swh_annmaxmax,tide_annmaxmean,tide_annmaxmax,residual_annmaxmean,residual_annmaxmax,residual_is_deviant_annmaxmean,residual_is_deviant_annmaxmax,magnitude_annmaxmean,magnitude_annmaxmax,wind_dir_annmaxmean,wind_dir_annmaxmax,u10_abs_annmaxmean,u10_abs_annmaxmax,v10_abs_annmaxmean,v10_abs_annmaxmax,wind_wave_diff_annmaxmean,wind_wave_diff_annmaxmax,wind_wave_alignment_annmaxmean,wind_wave_alignment_annmaxmax,tau_u_annmaxmean,tau_u_annmaxmax,tau_v_annmaxmean,tau_v_annmaxmax,tau_mag_annmaxmean,tau_mag_annmaxmax,lat,lon,coast_bearing_deg,coast_normal1_deg,coast_normal2_deg,wind_to_mean_deg,wind_vs_coast_normal_diff_deg,wind_more_alongshore_deg
93,7.3697677,4.94761,14.462020874023438,16.04245620727538,3.2240183,5.2644763,10.47868423461914,12.414907531738272,281.47287,4.0808253,288.4436889648438,289.73587890625,284.6176,4.0114727,291.04848022460936,293.80077026367184,100117.87,1076.4141,101719.25625,102442.190625,285.3664,3.702295,291.169580078125,292.249765625,99533.26,1072.2375,101130.769921875,101840.358046875,0.0002974831,0.0004546199,0.0011510848999023438,0.00216230869293212,252.42189,45.94412,308.916763305664,351.14224334716783,6.348818,1.2927535,8.44436259269714,9.096988735198972,2.1969104,1.2466614,4.396352005004882,5.173199429512022,-0.6905119950302374,1.8034294008352323,2.3833818954541055,3.606853116751616,0.76275456,0.27744836,1.2550763726234433,1.4669661271572112,0.0,0.0,0.0,0.0,38.11035,32.03554,100.25998420715332,138.6749423217768,89.90935,75.24872,308.1999877929686,354.6378256225586,7.7658677,4.297282,14.462020874023438,16.04245620727538,5.217471,3.2923138,11.053504180908192,12.93853073120117,162.51254,93.22772,214.18038635253905,235.7287937927246,-0.011333043,0.7235205,0.9906857401132583,0.9999235111474991,0.58150864,0.660545,1.8628349304199217,2.8281486701965153,0.28473285,0.62118775,1.3990251123905182,2.1367874813079832,3.9426732,6.200162,16.007913303375243,30.7621670722959,12.513071,16.853287,8.773202,16.766968,286.6406,290.15363,289.6193,298.0003,101415.97,103123.44,290.0068,292.45532,100826.29,102504.28,0.0009350367,0.0031900406,290.03696,356.88144,7.9329247,11.504639,3.7744987,5.8628917,1.18713988152057,4.483597267400096,1.1022047,1.733596,0.0,0,78.03637,182.20056,189.59866,359.9213,12.635889,16.853287,9.484252,16.766968,205.84834,249.1034,0.82298964,0.999998,1.4301772,3.8837593,1.0240096,4.8650093,11.570289,52.86629,49.93,1.085,72.02670889349321,162.0267088934932,342.0267088934932,269.90936,-72.11734610052446,-162.11734610052446
94,8.1364975,4.3630695,14.523796081542969,15.625639801025391,2.5752544,5.3075666,10.090205383300777,12.510061187744142,281.82788,3.962131,288.2044876098633,289.8850772094727,285.04242,3.775928,290.963916015625,292.74752136230467,100054.05,1005.67993,101504.3125,101946.6475,285.42676,3.9267793,291.527001953125,292.5304248046875,99724.95,1003.8249,101173.43828125,101615.59125,0.00045920204,0.0006883164,0.0017943859100341786,0.0028106117248535164,258.14767,42.44315,315.9252685546874,350.3280624389648,5.093484,1.0979029,7.030225515365599,7.7567005443573045,1.6104413,0.83281326,3.023596119880676,3.7846809339523326,-0.42734460058133944,1.895646102935355,2.390007745190648,2.844747761936073,0.74850494,0.29777333,1.2703141510486602,1.7730883717536952,0.0,0.0,0.0,0.0,37.96743,28.145008,84.1368522644043,115.96131233215334,82.33296,56.503613,173.757432556152,331.7966561889651,8.320006,4.000925,14.523796081542969,15.625639801025391,4.9791355,3.155293,10.782933044433593,13.024837188720713,175.81473,63.727882,214.56633834838865,235.97854705810556,0.0066536535,0.7061328,0.982628059387207,0.9988160687685013,0.5804486,0.58326286,1.6913749396800994,2.2707668137550354,0.20972009,0.54117286,1.1843174219131465,1.5845219385623945,3.5533378,4.89431,11.273324489593506,21.41481620788575,12.724583,16.301071,8.441574,14.380661,286.74564,290.56738,289.91653,294.54987,101207.19,102863.5,290.52798,293.35205,100876.78,102518.58,0.0013124174,0.005419731,302.94687,358.85696,6.3638616,8.326288,2.6028998,4.806705,1.7154252917894843,2.9884728253715136,1.1380996,1.9630073,0.0,0,74.44123,174.15514,155.55573,358.219,12.724583,16.301071,9.126374,16.885605,206.9863,265.8364,0.80674833,0.99957496,1.3438376,3.893741,0.86833525,3.4403348,10.012674,48.300545,49.481602,0.1056,301.10290851912265,31.10290851912265,211.10290851912265,262.33295,51.2300382582211,-38.7699617417789
95,7.7331553,5.574737,15.916983032226563,19.025269470214845,5.853553,5.4095397,13.197753906249996,15.423153991699218,282.78378,3.6667323,288.5043243408203,289.8761938476562,285.49393,3.266367,291.0214813232422,292.6187664794922,99662.086,1112.8491,101436.21875,102094.59,,,,,99338.3,1110.4297,101109.26015625,101760.2625,0.00046134228,0.00067616947,0.0017259597778320301,0.002989377975463867,230.30397,40.95039,273.25270996093747,296.7665081787109,6.7932234,1.5255972,9.306730079650878,10.415388984680176,2.7669916,1.455026,5.417511081695556,6.489782123565673,-0.354396957637489,1.1376498560759627,1.2464781382298935,2.258194752865489,0.50657165,0.19008599,0.8484942495822906,1.0065462493896484,0.0,0.0,0.0,0.0,53.691788,42.623707,134.91302642822265,171.02958740234374,76.85314,75.94251,293.5669036865234,349.93361694335937,8.314864,4.659604,15.916983032226563,19.025269470214845,6.916685,3.955034,13.197753906249996,15.423153991699218,153.45082,95.78397,209.96248931884764,235.05249725341795,0.013734294,0.70064986,0.9882010757923126,0.9997434830665588,0.86293435,0.9887634,3.039698910713195,3.8940690565109253,0.6760315,0.9215412,2.3844852447509766,3.5621563673019403,7.47467,10.44524,28.985969161987303,46.58245918273926,14.463465,22.026306,11.702031,17.521912,287.66156,290.86804,290.10315,295.72678,100934.03,102627.69,,,100607.2,102297.35,0.0013673718,0.004930973,265.52472,329.12643,8.9282465,15.43079,4.895188,8.798138,0.8955144004761684,2.800501422484722,0.7604632,1.2944964,0.0,0,108.301834,197.19524,175.78087,356.03043,14.463465,22.026306,11.743081,17.521912,206.12587,249.07654,0.81121856,0.9999756,2.2096934,4.736012,1.8370131,5.181906,20.786795,61.92589,49.651299,-1.6355,97.51831544233971,187.5183154423397,7.518315442339713,256.85315,69.33483397172279,159.3348339717228
97,9.23661,6.249957,17.892169189453124,20.637718048095703,6.219595,5.7808194,14.656446838378905,16.146937255859374,283.29358,3.2749672,288.5886932373047,290.20141235351565,286.12262,3.055493,291.14760131835936,292.90305084228515,99753.52,992.6397,101354.790625,101566.14125,286.09543,3.4416814,291.227197265625,292.3120556640625,99646.88,991.93567,101245.9515625,101457.806875,0.0004985775,0.0006513702,0.00172581672668457,0.002776637077331537,240.50592,35.40233,281.56384429931643,294.3034854125976,6.682922,1.6396526,9.775070285797119,10.623795328140258,2.0463815,0.8639241,3.4894410014152526,3.626712927818298,-0.4493191224936988,2.551048001810548,3.262293670962208,4.36202267428775,0.5970184,0.21346201,0.9304128855466842,1.177085963487625,0.0,0.0,0.0,0.0,63.454548,50.6492,158.29793624877928,187.25374801635732,84.882774,87.20112,351.645263671875,359.17922119140627,9.666196,5.5587325,17.892169189453124,20.637718048095703,7.3268003,4.2826996,14.656446838378905,16.146937255859374,155.62315,96.91916,212.98950576782227,229.7441627502441,0.013663768,0.7044415,0.9936933428049087,0.9982109755277634,1.196803,1.3356943,4.050462317466735,4.782631521224971,0.76752526,1.1757529,2.925686609745025,4.803137755393982,10.476418,14.67844,39.908418464660635,55.866357040405205,16.690216,20.80481,12.974928,19.341736,287.83118,290.85437,290.3498,293.64825,101003.26,101599.5,290.77023,292.8269,100895.945,101492.27,0.0014173768,0.0041675568,272.97873,320.98746,8.781964,11.079733,3.1740708,3.6529484,2.5881010127150357,4.637330601241538,0.89317435,1.7689332,0.0,0,138.77959,248.8689,210.09209,359.2525,16.690216,20.80481,12.974928,19.341736,206.66495,249.75711,0.8541054,0.99999446,3.2706218,7.0495377,2.4778872,5.5451093,33.188416,98.632645,49.1833,-2.1166999,135.59255250114109,225.59255250114109,45.592552501141085,264.88278,39.29022948128079,129.2902294812808
99,8.200244,4.248657,13.468434143066405,14.676173858642578,2.8891726,4.865766,10.213003540039061,12.548921356201173,282.2715,3.674951,288.7928756713867,290.2779400634766,285.71118,3.4451048,291.48876953125,293.2416833496094,100152.14,976.5437,101732.475,102595.10125,286.28336,3.9191513,292.21654052734374,293.4313134765625,99823.5,974.38385,101400.942578125,102260.09046875,0.00038604735,0.0004941529,0.0013779163360595702,0.001988587379455567,255.33395,40.676003,303.0443969726562,349.60323516845705,5.0174093,1.0071903,6.5960185527801505,6.997806091308594,1.5749174,0.78851604,2.831154680252075,3.192688348293305,-0.8146550788427719,1.9891742248051965,1.9034963514856234,2.440671878705848,0.7733309,0.3432541,1.4893954873085022,1.9067841958999634,0.0,0.0,0.0,0.0,36.516563,28.39246,84.19484825134278,113.56291358947756,85.1185,63.515347,175.2597953796386,339.96126251220704,8.3610935,3.917728,13.468434143066405,14.676173858642578,4.6790395,3.1517088,10.213003540039061,12.548921356201173,170.21547,74.79935,210.42883377075194,222.7657066345215,-0.01653453,0.760311,0.9945540457963943,0.9987158453464509,0.55546236,0.5485347,1.4472222030162805,2.4254180073738105,0.20832218,0.5224522,1.0444753646850586,1.3375540328025823,3.3889594,4.490291,11.288877773284913,20.57243112564088,12.793124,14.737061,8.812657,13.252029,287.68518,291.27676,290.4572,294.13257,101319.164,103060.94,291.67325,293.73218,100988.25,102717.31,0.0010602871,0.002129078,300.20102,350.076,6.298348,7.173957,2.6201031,3.3645542,1.3328255809950793,2.613388474919413,1.3106726,1.9270135,0.0,0,78.656815,120.526985,177.29237,341.5219,12.793124,14.737061,9.296168,13.252029,204.56557,229.60385,0.9012951,0.99887073,1.3462701,2.5945652,0.8967912,1.5294096,10.43282,23.133856,49.48378,0.11458,301.1016521973301,31.10165219733011,211.1016521973301,265.1185,54.016847558529264,-35.983152441470736
102,1.6782349,6.7681723,12.339773559570311,15.978956909179688,7.0303283,6.2814565,16.14696350097656,17.791587524414066,283.0465,3.339761,288.1049438476563,289.8305981445312,285.37024,3.0605924,290.354443359375,291.9181689453125,99337.086,1203.0133,101082.3875,102106.365,285.43527,2.5043204,289.6017578125,290.6343359375,99160.85,1201.5568,100904.93125,101924.708125,0.00080919394,0.0010433873,0.0031321525573730457,0.004134635925292969,212.96735,38.16325,265.0058349609375,289.1618884277344,7.906162,1.6054721,10.845872116088866,11.934320144653322,3.0143712,1.351432,5.379342937469483,6.632088489532473,-0.11934102580988898,1.2293083694534783,1.7083810033327094,2.0393199331123038,0.4489703,0.15535484,0.7368449211120605,0.8831561279296877,0.0,0.0,0.0,0.0,41.83955,37.64017,121.49441680908201,150.4850195312501,143.87398,133.3723,353.106396484375,358.76259155273436,5.756205,3.9255695,13.242858886718748,16.194496459960945,8.117771,4.7895913,16.158322143554688,17.791587524414066,69.093346,151.93358,213.84774780273438,232.58783325195316,0.061806828,0.70847404,0.991218876838684,0.9988631749153137,0.21730387,0.89456755,1.6994136333465575,3.564867382049562,0.6192542,0.86458987,2.313223457336426,3.1365274715423612,5.0379887,8.860822,23.50750198364257,36.08782699584965,9.3046875,19.069748,13.785313,19.89412,287.5582,290.3521,289.59796,293.95093,100829.32,102685.31,289.02542,291.50928,100651.164,102501.91,0.0023603588,0.004977703,252.70369,341.0334,9.989824,13.178572,4.748457,8.168373,1.3336532037952595,2.633802384593815,0.6478579,0.99543256,0.0,0,94.78896,222.16933,308.9897,359.8213,10.959528,19.069748,13.835819,19.89412,206.32869,249.23074,0.83334637,0.99998474,1.3808111,4.819968,1.7831825,6.0588775,16.886,78.604546,50.102,-5.542,176.30417619479772,266.3041761947977,86.30417619479772,323.87396,57.56978620754603,147.56978620754603
103,1.6884487,6.80928,12.422042083740234,15.587961120605446,6.8924856,6.4162745,15.893711853027343,17.9845344543457,283.009,3.30462,288.0534439086914,289.3137564086914,285.45834,2.9845436,290.4301284790039,291.4038293457031,99415.49,1279.6145,101431.125,102584.0275,285.54507,2.5162735,289.63316650390624,290.5088793945313,99239.19,1278.0178,101250.17265625,102401.29078125,0.0008071688,0.0010618046,0.00320746898651123,0.0041386461257934565,215.41711,39.059162,277.3434585571289,304.12018341064436,7.8828254,1.5662471,10.545809650421141,11.861136198043823,3.0125618,1.4340409,5.676002264022827,6.726264810562131,0.2561352988143726,1.2217535351389694,1.8929796644275254,2.180244373749509,0.5201435,0.2868269,0.8515240043401715,1.92050832390785,0.0,0.0,0.0,0.0,42.993626,39.941185,126.98565826416014,154.67993408203102,142.92746,131.90152,353.01379241943357,358.5744619750977,5.7621317,3.9933808,13.407691955566404,16.005440979003904,8.111029,4.779671,16.010122680664058,17.9845344543457,72.48965,150.35075,214.6596076965332,229.0761054992675,0.018892394,0.69338876,0.9821246296167373,0.9990538257360458,0.25639597,0.908527,2.0249115586280815,3.359147510528562,0.64941996,0.9261523,2.515136873722075,3.8586035585403384,5.4785013,9.382759,25.679810619354242,38.12935821533192,9.86299,18.011902,14.023424,19.89412,287.40155,290.03253,289.54706,293.95093,100997.16,102754.81,289.10284,290.86133,100818.76,102574.41,0.0023481052,0.004981041,259.25476,341.0334,10.101591,12.642699,4.9884334,8.168373,1.6314196970906496,2.606010452623304,0.7964323,1.9853077,0.0,0,100.70564,222.16933,312.31393,359.8213,11.140898,18.011902,14.059727,19.89412,206.30336,249.23074,0.8268794,0.99998474,1.5551772,4.819968,1.9513521,6.0588775,18.706755,78.604546,50.103,-5.54275,177.55318548352693,267.55318548352693,87.55318548352693,322.92746,55.374274233269944,145.37427423326994
104,1.068752,6.4992833,10.832896423339834,14.635072479248047,8.437593,6.043127,15.965965270996094,18.048017730712893,283.39038,3.355613,288.51573333740237,290.1263772583008,285.84213,2.924994,290.7135009765625,291.74685241699217,99418.05,1201.4303,101150.0,102572.3725,285.77664,2.4770539,289.93089599609374,290.586181640625,99242.01,1199.8796,100971.8,102391.31859375,0.0009077352,0.0010906148,0.003560328483581537,0.004127044677734375,208.02728,37.50718,266.0033615112305,289.84147583007814,7.8184257,1.5268744,10.436365270614623,11.834740991592412,3.1130993,1.4025631,5.725388026237486,6.727162747383118,0.2090657323787406,1.3095881907474547,1.8492523845479523,2.1187573435767075,0.47873446,0.3454319,0.8359415739774697,1.8605158233642578,0.0,0.0,0.0,0.0,46.88944,39.76659,117.80747489929195,177.21554626464848,153.03201,141.25511,354.60428161621087,358.6603921508789,5.425619,3.71603,12.08580474853515,15.723635253906252,9.194223,4.807719,15.965965270996094,18.048017730712893,54.995262,159.84872,212.90647506713864,235.7392683410645,-0.041353874,0.7065349,0.9894774883985519,0.9954201537370682,0.2234585,0.90842605,1.9538905441761014,3.47017805337906,0.7953874,0.9552962,2.7047980785369874,4.177697796821597,6.0075445,9.718382,22.102834415435776,50.01607261657717,8.869427,16.964005,15.050411,19.156403,287.76077,290.99918,289.81406,292.35345,100904.15,102820.5,289.35922,290.8916,100725.87,102636.67,0.0024942807,0.0048446655,246.60362,297.1579,9.867704,12.607828,5.1169353,7.751029,1.548055124159322,2.3432219371391527,0.7718381,1.9156845,0.0,0,102.558716,206.89487,339.33905,359.62277,10.133398,16.964005,15.050411,19.156403,205.22495,240.22646,0.84710014,0.9999209,1.4623485,4.819968,2.1624103,4.6597633,19.4066,68.16773,50.099998,-5.53333,170.8328394535697,260.8328394535697,80.8328394535697,333.032,72.19917348588342,162.19917348588342
108,3.4642274,5.687824,12.82755737304687,15.175663452148438,6.8169045,6.726471,15.72923583984375,18.269034423828128,282.69028,4.0168653,288.7382385253906,289.918408203125,285.1244,3.5852382,290.4798095703125,291.2168237304688,99851.914,1393.1576,102451.3375,102888.9475,285.7121,3.2388835,290.46630859375,290.8927734375,99473.984,1387.8903,102067.909375,102492.3975,0.0008443553,0.0010831476,0.0030492782592773434,0.004160232543945315,205.12889,49.994694,280.28943481445293,330.23751342773437,6.3148365,1.2736664,8.276092147827148,9.050790023803712,2.5090308,1.4105829,5.245420455932617,5.947062721252442,-0.2629082096981609,0.4912397915205732,0.6473353981657382,0.9040294007816512,0.6693361,0.5164848,1.9361627578735352,1.9888474702835084,0.0,0.0,0.0,0.0,44.4338,42.509895,139.70958862304687,182.14479858398445,109.692184,116.6492,349.5518249511718,358.48996704101563,5.494053,3.7521267,12.82755737304687,15.175663452148438,8.323261,4.725159,15.72923583984375,18.269034423828128,95.4367,143.68951,197.21092224121094,208.66174926757813,0.018821867,0.70360124,0.9730538487434385,0.9990475106239319,0.45086777,0.8982762,2.2956817626953088,3.861710605621338,0.70285434,1.0146427,2.679544734954834,4.302757778167732,6.0079274,10.990509,31.083972167968742,52.8394538879395,11.087166,16.451202,14.583391,18.937866,288.05508,290.37842,290.0443,292.60074,101564.84,103009.75,290.16843,291.72314,101180.67,102612.08,0.0024323603,0.0057873726,262.04663,331.81396,7.970116,10.011566,4.5703025,7.611964,0.3936987675144285,1.1216739948313852,1.1282512,1.9969709,0.0,0,113.08202,214.99089,267.49985,359.5274,11.255623,16.451202,14.634947,18.937866,192.51202,219.14807,0.8503292,0.99997926,1.9201871,4.455331,2.2670443,6.2588964,23.220938,73.60707,50.6085,-2.447944,200.30007963358287,290.30007963358287,110.30007963358287,289.6922,-0.6078799265516182,89.39212007344838
109,4.2032924,6.0038395,12.985549926757812,15.363900756835944,6.3578753,7.050776,16.750152587890625,19.18423767089844,283.00336,3.7848752,288.9024658203125,290.0879211425781,285.908,3.2989066,291.2413787841797,292.89515686035156,100194.41,1381.5502,102316.4375,103045.0125,286.1225,3.4047158,291.1280517578125,292.0071533203125,100144.71,1380.9271,102266.3203125,102993.01875,0.000729763,0.0010719264,0.003137826919555664,0.004045391082763674,210.87566,53.2783,285.97801208496094,324.2689392089844,5.5796037,1.1415466,7.479487895965576,8.407037925720216,1.8862387,1.112795,3.95986545085907,4.869044828414922,-0.013458504549630818,0.8254845506207592,0.9844027257628127,1.1420570509679948,0.6223105,0.44067836,1.2857494950294495,1.9967022299766541,0.0,0.0,0.0,0.0,47.925125,45.74236,133.53936004638672,205.52603607177738,108.751015,109.3269,339.20068359375,355.8450317382813,6.2405415,3.8267803,12.985549926757812,15.363900756835944,7.9803004,5.1297154,16.750152587890625,19.18423767089844,102.12465,138.53152,198.42729949951172,217.3464340209963,0.09466337,0.68800676,0.9936180114746094,0.9998677790164947,0.5114648,1.0263773,2.3497668504714966,5.230205583572392,0.76600105,1.1592917,3.1671645641326904,4.23100438117981,6.9702854,13.435033,28.422380447387695,67.27619628906254,11.5191965,16.462479,13.902914,19.465546,288.20255,291.38922,290.55618,293.99442,101774.12,103939.19,290.54123,292.47607,101723.61,103886.86,0.0021423965,0.004360199,267.50433,342.61243,7.102825,8.60042,3.4156115,5.4887567,0.3434635003848465,1.4908042113699356,0.9114244,1.9988728,0.0,0,106.70719,264.78766,265.5406,359.63943,11.654227,16.462479,14.10027,19.465546,194.73236,237.98332,0.86445796,1.0,1.9017243,5.8529387,2.198617,8.044112,22.477995,111.65417,50.714333,-1.874861,247.43192419732358,337.4319241973236,157.43192419732358,288.751,-48.680917117245485,41.31908288275454
111,3.7799926,4.6892266,10.999569702148436,13.224888916015622,4.599892,5.654475,12.679229736328123,14.622172851562492,282.5637,3.8923573,289.0214599609375,289.85270263671873,285.14703,3.7605166,291.38857421875,292.78954833984375,100083.56,1441.7786,102504.8,103069.6175,285.5971,4.105705,291.40009765625,293.151220703125,99858.484,1439.1383,102277.8625,102832.004375,0.0006984847,0.0010283112,0.002906227111816406,0.004112930297851556,,,,,,,,,,,,,-0.30305642673085736,0.79340982089136,0.810461034674643,0.9059478023878995,0.7669596,0.56902796,1.9659512519836426,1.991573152542114,0.0,0.0,0.0,0.0,31.873226,35.302784,95.32080688476562,141.30066894531245,106.62369,103.62379,344.71539916992185,359.02156005859376,5.0387473,3.283516,10.999569702148436,13.224888916015622,6.0584035,4.0346465,12.679229736328123,14.622172851562492,,,,,,,,,0.35646307,0.6424085,1.3953203678131103,2.550522756576538,0.42165148,0.6994883,1.8586394071578973,2.874486284255981,3.5836341,7.465873,14.46994228363037,31.799748611450173,9.372964,13.739853,10.997849,16.920624,287.90033,290.3205,290.43332,293.33908,101786.18,103440.5,291.3315,293.73926,101557.15,103207.0,0.002225611,0.0055947304,,,,,,,0.5874695877456291,0.9093518396414499,1.2350408,1.9964108,0.0,0,83.600494,177.42566,255.99554,359.79517,9.495886,13.739853,11.129155,16.920624,,,,,1.2880292,3.7412658,1.4531381,3.7860782,13.870913,50.131687,50.7403,-1.50714,280.3405419454203,10.340541945420284,190.34054194542028,286.6237,-83.71685420127966,6.283145798720341
114,4.555969,6.099739,13.171546936035156,13.873094177246093,3.1309013,6.00324,11.772201538085938,13.131082153320312,282.06155,4.393116,288.185302734375,288.92543334960936,285.07184,3.9128792,290.68157958984375,292.06142578125,100612.24,1244.5365,102448.28125,103143.19374999999,285.91748,3.0945027,290.53564453125,290.8284912109375,100417.11,1242.4042,102249.984375,102941.42031249999,0.00021919735,0.0003958718,0.0011653900146484375,0.001641798019409178,218.61087,56.7976,291.1491241455078,319.2219177246093,6.261978,1.3536332,8.37742280960083,9.920644664764405,2.0006356,0.88841176,3.50071382522583,4.045237898826598,-1.1192173949851876,1.4989113478805065,1.72892147786987,2.6971145414365747,0.9418779,0.555523,1.81019788980484,1.9032946586608888,0.0,0.0,0.0,0.0,36.709198,29.82774,88.19148635864258,105.16408157348626,118.25781,101.14109,328.7440185546875,355.87555236816405,6.699736,3.5682626,13.171546936035156,13.873094177246093,5.772435,3.4906225,11.772201538085938,13.131082153320312,100.35306,136.56706,196.3671417236328,205.44800720214843,-0.004353991,0.62693435,0.9784611165523529,0.9993260264396667,0.3867603,0.6121147,1.47841876745224,2.101764917373656,0.27829933,0.61267495,1.5199135541915894,1.794339275360107,3.54288,4.8705373,12.386193752288818,17.805314540863012,10.944249,13.891113,8.966613,13.368011,287.60587,289.16388,290.03738,292.54178,102174.69,103730.625,290.00815,291.21216,101976.56,103525.516,0.00081245106,0.002064705,269.2664,341.33694,8.214402,10.007818,3.2555401,4.297973,1.109168630552581,3.628266436311562,1.6077304,1.9067398,0.0,0,81.9376,121.98404,251.1342,357.0974,11.172344,13.891113,10.097393,13.368011,190.079,207.53363,0.74849075,0.9999749,1.2949001,2.477693,1.0964724,1.8578918,11.3874855,23.696568,50.70888,-2.76411,290.6328851295896,20.632885129589624,200.63288512958962,298.2578,-82.37507262958962,7.624927370410376
115,7.381224,5.325811,15.658993530273435,16.746225280761717,3.5545897,4.7841244,10.933212280273432,13.261103820800779,281.80496,4.0340996,288.8442779541016,289.78761291503906,284.97977,3.4416852,290.6820922851563,292.5574206542969,100452.75,1222.3185,102449.3875,102934.95375,,,,,99725.47,1215.7445,101700.4953125,102183.52609375,0.00022945525,0.00041499198,0.0009506225585937498,0.0017736434936523422,253.57326,22.704784,279.58153076171874,324.9731732177734,7.8438597,1.7932304,10.599725246429443,12.781140899658203,3.2430813,1.9161925,6.471685981750484,7.5514358901977525,3.6282547360184716,2.5387428836017656,8.443955584402152,8.75897231097926,1.2688631,0.31152213,1.8734744310379026,1.9580306029319763,0.0,0.0,0.0,0.0,36.44144,29.737627,88.04497070312499,114.56064849853514,89.160255,76.60534,318.94166870117186,345.6001342773437,7.923821,4.466914,15.658993530273435,16.746225280761717,4.9334426,3.3217537,10.933212280273432,13.261103820800779,164.413,80.01671,214.18380737304688,228.49940429687496,-0.044763483,0.6965165,0.96265070438385,0.9893415915966034,0.5400299,0.6336202,1.8221766710281355,2.5522522115707393,0.32337642,0.5381698,1.3846356868743896,2.0572702503204345,3.5052695,4.8954043,12.345117187499998,20.94489437103271,14.372981,17.200531,9.609278,14.805786,287.05066,290.39163,289.71875,293.09772,101996.016,103299.75,,,101260.22,102543.04,0.0008183993,0.0028076172,280.6787,330.3618,10.423588,13.087896,6.058524,8.585448,7.024084312823656,9.133169010946402,1.745384,1.97284,0.0,0,78.56095,124.536224,181.56866,356.02045,14.372981,17.200531,9.947521,14.805786,210.1677,253.36617,0.72063094,0.9959638,1.4937943,2.8501897,1.0760318,2.1476912,10.805708,24.698515,50.59419,-4.83437,86.05506898906299,176.055068989063,356.055068989063,269.16025,-86.89482118632861,-176.8948211863286
